user_id,dandwith_used,antenna_id,date_and_time,duration
221345,63,2021995,2015-01-05 06:56:18,0:01:21
236532,466,4676633,2015-01-05 07:29:50,0:42:38
209200,89,4583372,2015-01-05 08:40:47,0:42:39
66054,78,3506125,2015-01-05 09:01:04,0:20:16
194108,495,2830746,2015-01-05 09:45:13,0:36:14
134878,241,1109033,2015-01-05 11:07:59,0:53:31
437410,52,5006508,2015-01-05 11:43:36,0:39:15
232985,216,4778304,2015-01-05 12:42:01,0:42:52
139131,272,6490121,2015-01-05 12:53:57,0:54:03
420124,242,3185812,2015-01-05 13:42:16,0:47:04
250269,384,4795989,2015-01-05 15:10:24,0:41:09
287153,195,3003054,2015-01-05 16:00:58,0:05:51
75753,247,5941210,2015-01-05 17:31:34,0:32:15
74928,452,5564202,2015-01-05 19:05:05,0:14:46
201578,229,1983730,2015-01-05 19:37:07,0:02:38
243081,29,5022541,2015-01-05 21:10:26,0:14:49
347587,333,2596162,2015-01-05 21:16:44,0:44:06
311945,105,1711429,2015-01-05 21:50:51,0:17:20
479002,373,6949237,2015-01-05 21:59:24,0:41:43
286868,208,1894251,2015-01-05 23:06:09,0:05:15
205427,437,2146784,2015-01-05 23:28:16,0:09:30
411503,33,6020255,2015-01-06 00:33:26,0:00:17
361283,182,1701015,2015-01-06 02:08:11,0:34:00
315728,135,5229921,2015-01-06 03:47:27,0:09:31
331997,220,4283495,2015-01-06 05:08:32,0:50:08
299751,400,4488008,2015-01-06 05:33:50,0:32:44
477658,401,4252270,2015-01-06 06:20:23,0:50:11
441693,24,5466898,2015-01-06 06:34:46,0:09:06
317130,221,4557714,2015-01-06 06:47:19,0:42:13
69674,426,4495140,2015-01-06 07:12:45,0:55:09
95090,156,4495140,2015-01-06 08:50:30,0:11:02
413854,195,6852649,2015-01-06 10:15:44,0:00:02
89156,487,4844896,2015-01-06 11:06:28,0:19:40
350097,134,4143819,2015-01-06 12:30:32,0:43:19
89156,271,2985029,2015-01-06 14:04:40,0:07:44
112922,14,5712776,2015-01-06 15:33:53,0:57:55
260534,51,2606930,2015-01-06 16:17:37,0:17:53
299751,207,4912798,2015-01-06 17:48:27,0:27:12
236375,120,3368470,2015-01-06 18:39:47,0:05:59
498090,345,4837433,2015-01-06 18:50:10,0:31:30
319584,280,2033620,2015-01-06 20:10:48,0:44:11
114335,451,6217773,2015-01-06 20:36:21,0:32:40
353494,154,2146784,2015-01-06 21:33:45,0:46:01
210302,247,4967099,2015-01-06 21:45:25,0:46:18
139768,134,3329290,2015-01-06 22:57:24,0:22:39
347180,438,5712776,2015-01-06 23:09:24,0:01:57
378201,33,5546757,2015-01-06 23:58:36,0:16:36
378525,347,2647197,2015-01-07 01:14:33,0:49:56
392524,125,3665005,2015-01-07 01:42:34,0:35:00
307917,179,6758373,2015-01-07 02:41:46,0:06:03
405455,369,5786743,2015-01-07 03:50:07,0:17:16
304250,364,6481353,2015-01-07 04:38:37,0:29:08
399610,158,2219229,2015-01-07 05:00:04,0:22:27
173195,226,4204512,2015-01-07 06:02:13,0:33:54
392524,117,789564,2015-01-07 07:12:18,0:06:52
173986,241,5839993,2015-01-07 08:02:44,0:49:40
126530,245,6655594,2015-01-07 09:30:04,0:02:21
433072,53,3418482,2015-01-07 10:30:23,0:08:35
498090,1,4296020,2015-01-07 11:52:47,0:54:43
319344,123,6625001,2015-01-07 11:54:55,0:28:24
170914,15,3642109,2015-01-07 13:28:31,0:06:45
104532,254,1210233,2015-01-07 14:14:19,0:29:36
370095,209,5650531,2015-01-07 14:56:16,0:16:25
377092,386,5545368,2015-01-07 16:16:16,0:19:01
377092,216,2120435,2015-01-07 17:16:00,0:15:44
358653,236,817600,2015-01-07 18:26:04,0:38:53
421229,464,941108,2015-01-07 19:35:37,0:26:59
496577,368,5599228,2015-01-07 20:52:00,0:03:55
232985,426,4778304,2015-01-07 22:14:13,0:43:38
345941,414,5269855,2015-01-07 22:15:18,0:19:28
75814,291,1239413,2015-01-07 22:56:10,0:33:16
404245,78,4243876,2015-01-08 00:05:36,0:50:46
463686,245,3209660,2015-01-08 00:07:09,0:47:41
265063,390,4038051,2015-01-08 00:46:30,0:31:01
261785,431,3633133,2015-01-08 02:02:31,0:12:15
98420,492,5619022,2015-01-08 02:47:40,0:54:27
319344,249,6407097,2015-01-08 03:04:36,0:54:37
349672,209,3536390,2015-01-08 04:21:21,0:26:30
124924,248,1044910,2015-01-08 04:58:22,0:17:33
296873,27,4503880,2015-01-08 05:26:28,0:42:50
490289,347,4250882,2015-01-08 05:43:24,0:12:13
194910,482,2537429,2015-01-08 06:15:19,0:58:18
378004,491,3910350,2015-01-08 06:31:29,0:52:43
173986,262,6316238,2015-01-08 06:55:41,0:01:42
199878,104,3782673,2015-01-08 08:27:31,0:56:45
132429,321,3275040,2015-01-08 09:39:18,0:22:32
345133,370,5712776,2015-01-08 11:11:18,0:22:32
113561,464,4785682,2015-01-08 12:13:41,0:02:10
136661,257,5569694,2015-01-08 13:09:37,0:02:13
207072,363,6520422,2015-01-08 13:37:53,0:59:29
358653,452,2278025,2015-01-08 13:40:08,0:35:05
286868,150,4237965,2015-01-08 15:11:04,0:47:43
225544,197,6280056,2015-01-08 16:09:06,0:51:25
317130,466,2111265,2015-01-08 16:27:25,0:17:38
350038,261,1766740,2015-01-08 17:10:38,0:11:43
421229,375,738025,2015-01-08 18:42:51,0:56:43
278499,23,6609594,2015-01-08 19:27:01,0:12:27
179940,278,5180156,2015-01-08 20:20:11,0:35:29
85374,131,6949237,2015-01-08 20:55:40,0:12:44
52362,384,4560596,2015-01-08 20:58:22,0:55:59
489390,125,5635339,2015-01-08 22:38:19,0:44:00
353509,373,804710,2015-01-09 00:00:41,0:13:41
263565,197,2349489,2015-01-09 00:46:51,0:29:06
487427,206,3822017,2015-01-09 01:26:55,0:50:28
182779,47,2202870,2015-01-09 02:31:34,0:15:51
237124,210,4591915,2015-01-09 03:47:50,0:20:46
345133,486,6407097,2015-01-09 04:52:05,0:23:11
464262,144,6487693,2015-01-09 05:14:42,0:36:13
238151,422,2356956,2015-01-09 05:37:39,0:16:51
459869,344,2026509,2015-01-09 06:18:29,0:38:26
83946,448,4255646,2015-01-09 06:33:53,0:14:52
104829,391,5475796,2015-01-09 06:37:13,0:05:51
234437,492,5546757,2015-01-09 06:51:50,0:52:24
132429,382,4613770,2015-01-09 08:11:52,0:26:12
74592,163,4270796,2015-01-09 09:18:19,0:30:44
465823,167,4493706,2015-01-09 10:15:21,0:47:04
222589,433,4383000,2015-01-09 11:47:10,0:50:16
205427,139,2194277,2015-01-09 12:32:05,0:35:19
286195,457,3039522,2015-01-09 13:37:19,0:54:59
56611,244,1701015,2015-01-09 14:51:46,0:22:49
69163,439,3532711,2015-01-09 15:09:12,0:01:37
304250,61,5073529,2015-01-09 15:40:28,0:42:05
225544,426,3392316,2015-01-09 16:32:03,0:30:51
148373,197,849517,2015-01-09 17:59:04,0:15:12
256419,278,6185191,2015-01-09 18:56:46,0:53:03
80726,317,6939134,2015-01-09 20:36:01,0:32:05
139768,206,4912798,2015-01-09 21:41:24,0:37:03
423400,296,1105874,2015-01-09 22:33:44,0:27:48
445154,374,4204512,2015-01-09 23:26:52,0:05:01
136661,1,3469865,2015-01-09 23:50:01,0:38:20
411503,126,3068457,2015-01-10 00:10:45,0:05:36
142781,466,3665005,2015-01-10 00:11:07,0:13:11
492269,84,5110212,2015-01-10 00:16:46,0:16:21
188595,263,3226122,2015-01-10 00:27:00,0:15:14
359942,169,6758373,2015-01-10 01:43:25,0:08:35
347587,100,2146575,2015-01-10 01:49:38,0:54:04
308838,400,3943027,2015-01-10 02:42:21,0:08:01
341911,412,5032058,2015-01-10 03:21:03,0:35:56
104061,474,1113268,2015-01-10 03:58:45,0:48:05
430537,144,4275856,2015-01-10 04:06:30,0:04:44
139768,152,3329290,2015-01-10 05:40:33,0:41:46
124924,466,5580078,2015-01-10 06:09:25,0:46:34
113423,319,2906533,2015-01-10 07:10:05,0:50:05
350097,377,2744118,2015-01-10 08:13:51,0:50:06
176740,151,825593,2015-01-10 09:18:25,0:14:16
381958,200,2217878,2015-01-10 09:29:04,0:43:48
462591,455,4006165,2015-01-10 09:59:31,0:54:59
103320,260,5227456,2015-01-10 10:47:33,0:22:56
234437,227,6916856,2015-01-10 11:28:02,0:16:54
88784,18,4550625,2015-01-10 12:47:36,0:16:47
319584,475,4006966,2015-01-10 12:47:58,0:20:22
194108,139,2886947,2015-01-10 13:00:30,0:31:34
225544,211,3444473,2015-01-10 13:01:04,0:14:53
392524,204,1360274,2015-01-10 14:36:12,0:51:38
138786,389,5359864,2015-01-10 15:22:49,0:53:23
66824,384,4209791,2015-01-10 16:38:50,0:55:24
462591,36,2015321,2015-01-10 16:40:39,0:07:03
374596,296,6794325,2015-01-10 16:55:55,0:52:31
161424,121,5395249,2015-01-10 18:02:38,0:17:00
173195,383,1457983,2015-01-10 18:20:02,0:37:09
411184,363,5714797,2015-01-10 18:58:34,0:56:53
97656,427,6283157,2015-01-10 19:22:03,0:19:41
324040,16,741009,2015-01-10 20:31:08,0:22:24
367710,181,4703172,2015-01-10 22:02:07,0:40:53
360188,3,4382102,2015-01-10 23:05:47,0:48:54
71421,82,2721576,2015-01-10 23:47:18,0:35:22
292811,187,2095273,2015-01-11 00:05:01,0:31:18
134240,165,6173866,2015-01-11 00:46:15,0:05:45
405455,438,4054271,2015-01-11 00:56:11,0:11:31
485592,299,6645716,2015-01-11 01:59:06,0:49:52
64849,195,5407165,2015-01-11 03:18:34,0:37:25
344188,153,2793392,2015-01-11 04:07:17,0:47:35
83095,286,720348,2015-01-11 05:45:15,0:32:00
52362,194,3703834,2015-01-11 05:55:09,0:18:24
252452,52,1118969,2015-01-11 06:06:55,0:49:15
400484,435,1031710,2015-01-11 07:07:50,0:32:28
93918,315,6354477,2015-01-11 08:28:22,0:51:45
344188,294,4728406,2015-01-11 09:38:34,0:54:59
479002,137,6721631,2015-01-11 10:38:11,0:47:30
148373,31,6384884,2015-01-11 11:42:11,0:14:14
103055,119,6486462,2015-01-11 12:18:16,0:23:37
356918,384,5446953,2015-01-11 13:16:17,0:00:03
66054,212,5954787,2015-01-11 13:55:55,0:12:26
219509,419,800087,2015-01-11 14:13:21,0:38:05
268250,148,5407165,2015-01-11 15:47:17,0:05:48
430615,252,3633133,2015-01-11 16:16:00,0:36:56
274093,213,2647096,2015-01-11 17:28:42,0:03:44
311050,406,5892564,2015-01-11 18:59:27,0:50:57
400390,301,3443899,2015-01-11 19:54:21,0:01:46
311050,25,773918,2015-01-11 20:25:17,0:56:56
499383,307,4503880,2015-01-11 21:40:08,0:34:43
64455,320,1356617,2015-01-11 22:37:47,0:11:27
360188,342,5785079,2015-01-12 00:12:41,0:45:31
118786,180,4832767,2015-01-12 01:10:49,0:43:39
69674,378,2021995,2015-01-12 02:09:18,0:10:55
99207,145,4518263,2015-01-12 03:17:10,0:27:03
113423,367,5395249,2015-01-12 04:52:24,0:53:56
246545,324,1099273,2015-01-12 05:54:23,0:30:35
407294,39,4405895,2015-01-12 06:16:31,0:28:26
483214,278,1849944,2015-01-12 07:49:58,0:59:36
488065,32,4615903,2015-01-12 08:42:22,0:01:24
425700,171,4344649,2015-01-12 09:37:35,0:19:29
236375,468,2731022,2015-01-12 11:14:47,0:49:04
301342,435,5892564,2015-01-12 12:38:28,0:31:54
176927,448,2897454,2015-01-12 14:12:08,0:55:59
55293,251,1405092,2015-01-12 14:44:50,0:28:09
337162,55,5834402,2015-01-12 15:48:10,0:03:39
319938,338,5180156,2015-01-12 17:18:04,0:12:17
411347,427,2776758,2015-01-12 17:46:42,0:00:26
287783,5,3368470,2015-01-12 19:09:52,0:54:23
240299,400,6275252,2015-01-12 20:33:45,0:31:57
219173,283,3934522,2015-01-12 21:02:41,0:32:50
188595,17,3943027,2015-01-12 21:38:51,0:38:12
253720,138,6658142,2015-01-12 22:43:29,0:10:03
458433,260,5564202,2015-01-12 22:51:27,0:07:43
69163,147,1965777,2015-01-12 23:57:46,0:06:45
128289,240,1992546,2015-01-13 01:34:42,0:05:35
298834,30,2882211,2015-01-13 02:23:39,0:03:18
139418,389,3469865,2015-01-13 03:06:07,0:39:48
315728,409,6321263,2015-01-13 03:37:07,0:08:38
383591,92,4252058,2015-01-13 04:50:32,0:58:40
81803,29,2596162,2015-01-13 05:39:37,0:26:13
60958,54,5839993,2015-01-13 06:04:08,0:38:34
205427,83,2505567,2015-01-13 06:31:04,0:16:34
286947,344,6916856,2015-01-13 06:40:48,0:15:41
456169,317,979583,2015-01-13 07:36:03,0:14:20
345133,179,741009,2015-01-13 07:56:06,0:09:23
118786,72,2103810,2015-01-13 08:10:07,0:56:54
207072,365,2026509,2015-01-13 08:17:22,0:26:50
445154,359,1031710,2015-01-13 09:09:10,0:19:43
291728,495,5004607,2015-01-13 09:37:47,0:50:57
83946,240,4918224,2015-01-13 10:43:39,0:20:25
93918,352,6595645,2015-01-13 11:55:41,0:29:48
209200,329,1766740,2015-01-13 13:13:37,0:35:25
190227,91,1207298,2015-01-13 14:00:41,0:22:51
130804,484,6438195,2015-01-13 15:09:14,0:37:52
278280,6,1766740,2015-01-13 16:43:14,0:34:31
139718,251,2201646,2015-01-13 17:19:03,0:21:29
374596,209,6625001,2015-01-13 17:39:50,0:07:48
495616,198,3209660,2015-01-13 18:14:28,0:51:43
365964,106,2120435,2015-01-13 18:26:55,0:36:33
112776,330,2441196,2015-01-13 20:00:37,0:44:31
445607,240,2608530,2015-01-13 21:11:13,0:12:09
411184,60,2511284,2015-01-13 21:38:46,0:58:34
218781,471,3117294,2015-01-13 21:44:57,0:02:46
296873,141,3456264,2015-01-13 23:00:16,0:59:15
465823,296,5506075,2015-01-13 23:40:15,0:09:36
319584,257,5267167,2015-01-13 23:50:47,0:48:03
75753,451,5253303,2015-01-14 01:30:40,0:22:15
155989,103,2647197,2015-01-14 02:27:59,0:18:04
439665,438,5447632,2015-01-14 02:54:03,0:16:36
439207,459,3884498,2015-01-14 04:30:24,0:31:31
476058,123,5218384,2015-01-14 04:32:28,0:18:16
236375,84,2886166,2015-01-14 05:50:05,0:17:40
498090,347,4483051,2015-01-14 06:11:06,0:54:55
108984,305,2635200,2015-01-14 07:30:35,0:50:42
282039,272,5548776,2015-01-14 07:39:41,0:46:20
179940,95,1485271,2015-01-14 07:49:54,0:17:12
210226,258,5532165,2015-01-14 08:08:44,0:59:42
443995,147,941108,2015-01-14 08:21:40,0:50:50
148373,401,4041720,2015-01-14 08:30:10,0:54:26
274093,305,4177446,2015-01-14 10:05:47,0:21:19
117681,217,2099357,2015-01-14 10:30:36,0:55:04
312753,462,3944991,2015-01-14 11:46:51,0:52:15
451909,334,5954166,2015-01-14 13:14:18,0:09:40
298834,192,3704405,2015-01-14 13:56:24,0:46:43
247178,243,6377315,2015-01-14 15:12:39,0:36:54
353201,158,3387606,2015-01-14 15:31:34,0:01:03
282759,161,1043968,2015-01-14 16:02:21,0:06:34
66054,235,1377052,2015-01-14 17:18:49,0:06:43
356179,8,5714797,2015-01-14 18:25:38,0:55:42
356179,190,4354377,2015-01-14 19:20:35,0:10:31
309393,334,5283667,2015-01-14 20:42:42,0:33:47
388031,353,4052833,2015-01-14 22:02:00,0:29:18
94772,454,4047818,2015-01-14 23:02:43,0:12:03
238151,34,946512,2015-01-14 23:23:16,0:17:51
52362,306,3546661,2015-01-15 00:29:20,0:13:50
234727,149,5829750,2015-01-15 00:42:28,0:13:00
439106,167,2759235,2015-01-15 02:03:34,0:00:15
494362,303,6203136,2015-01-15 03:25:51,0:08:53
472006,292,2511284,2015-01-15 03:38:40,0:05:01
75753,271,4844896,2015-01-15 04:35:21,0:02:15
339683,411,2525226,2015-01-15 06:06:26,0:33:03
407294,251,2948779,2015-01-15 06:21:13,0:30:04
465823,487,1894251,2015-01-15 07:27:48,0:13:36
492269,46,3209660,2015-01-15 08:35:55,0:21:50
164104,329,1420959,2015-01-15 10:01:48,0:26:02
485592,357,4177446,2015-01-15 11:39:18,0:48:55
479206,200,3110633,2015-01-15 12:51:13,0:20:17
476058,297,5167509,2015-01-15 13:43:45,0:54:18
347587,109,5218384,2015-01-15 13:48:59,0:22:42
244554,417,4939490,2015-01-15 14:43:09,0:47:45
292811,10,3018213,2015-01-15 14:49:07,0:07:50
282759,424,5943524,2015-01-15 15:50:30,0:13:55
74928,45,3250641,2015-01-15 16:35:29,0:31:12
236375,180,2886166,2015-01-15 17:38:34,0:59:50
345865,327,3434532,2015-01-15 19:08:34,0:45:48
323386,272,5316204,2015-01-15 19:30:43,0:57:03
287265,375,2015321,2015-01-15 20:07:39,0:03:04
80936,115,6893436,2015-01-15 21:32:24,0:16:51
454812,127,1031343,2015-01-15 21:38:40,0:23:30
321737,236,5293596,2015-01-15 21:43:26,0:36:23
317130,28,6764248,2015-01-15 23:06:19,0:31:11
336421,69,3110633,2015-01-16 00:11:23,0:53:56
303302,28,3333041,2015-01-16 00:21:10,0:12:05
465432,162,1581453,2015-01-16 00:28:33,0:04:44
432034,399,4250882,2015-01-16 00:35:03,0:18:39
435136,334,6529484,2015-01-16 00:59:37,0:11:20
140057,316,4550806,2015-01-16 01:44:12,0:30:10
327450,231,2795702,2015-01-16 02:30:56,0:18:54
142924,235,2015321,2015-01-16 03:47:28,0:07:34
139418,148,5421516,2015-01-16 04:31:03,0:39:35
448611,111,6776632,2015-01-16 05:55:27,0:40:19
164104,353,4244372,2015-01-16 06:42:28,0:51:58
345133,342,6329184,2015-01-16 07:22:51,0:22:58
470926,346,2729608,2015-01-16 09:01:44,0:18:13
378004,366,6441934,2015-01-16 09:03:48,0:15:51
71653,182,4878967,2015-01-16 09:24:10,0:42:06
318767,203,6276917,2015-01-16 09:29:25,0:05:27
71653,65,5058304,2015-01-16 09:52:30,0:52:07
303302,271,5520927,2015-01-16 10:35:16,0:27:59
225544,453,2566069,2015-01-16 10:40:06,0:51:27
195333,321,2802955,2015-01-16 12:12:01,0:33:01
459869,254,2120435,2015-01-16 13:29:00,0:54:55
81448,326,1132760,2015-01-16 14:29:49,0:10:43
449387,412,6038616,2015-01-16 15:21:10,0:48:57
451909,173,2091553,2015-01-16 16:46:43,0:34:35
124282,393,2886166,2015-01-16 18:09:53,0:37:30
413043,42,1099273,2015-01-16 18:11:51,0:44:15
244554,266,1231987,2015-01-16 19:43:42,0:00:47
207072,100,3179602,2015-01-16 21:01:13,0:06:56
327450,97,6637545,2015-01-16 21:47:29,0:39:09
403234,137,1936016,2015-01-16 22:14:06,0:59:29
412921,221,3418482,2015-01-16 22:59:44,0:19:26
483214,444,6185191,2015-01-16 23:47:18,0:00:30
150833,445,6092449,2015-01-17 00:54:10,0:22:14
168251,122,5973759,2015-01-17 02:18:12,0:50:24
460071,251,2897454,2015-01-17 03:25:40,0:16:03
452335,212,2313634,2015-01-17 04:22:15,0:52:56
219173,397,4012077,2015-01-17 04:57:42,0:13:30
98529,59,4495140,2015-01-17 06:35:28,0:36:19
150833,350,4912798,2015-01-17 07:53:13,0:34:54
311945,33,3022514,2015-01-17 09:00:08,0:41:48
269234,157,1121668,2015-01-17 09:24:41,0:06:09
135064,99,3594266,2015-01-17 10:46:20,0:23:07
404533,194,6639871,2015-01-17 12:25:37,0:42:01
417303,330,3093573,2015-01-17 13:48:04,0:54:29
137679,128,5229921,2015-01-17 14:27:05,0:29:29
492269,444,2819918,2015-01-17 15:57:08,0:41:54
139723,450,1077201,2015-01-17 17:29:29,0:47:00
263565,301,5600257,2015-01-17 17:32:32,0:55:03
349672,256,1631948,2015-01-17 18:15:41,0:43:58
413043,39,6510112,2015-01-17 18:29:45,0:29:50
345941,211,5785079,2015-01-17 19:27:06,0:56:27
312579,342,6038616,2015-01-17 20:06:28,0:43:34
140057,157,3793372,2015-01-17 21:41:32,0:32:11
256434,441,3877941,2015-01-17 21:55:44,0:51:19
205111,401,6430740,2015-01-17 22:59:06,0:19:22
345133,49,6625001,2015-01-18 00:39:02,0:57:50
296666,454,2194277,2015-01-18 01:57:11,0:10:22
482341,474,2906533,2015-01-18 03:11:35,0:26:54
421229,154,4778304,2015-01-18 04:24:15,0:32:41
431785,448,2889363,2015-01-18 05:56:59,0:37:25
205111,461,3744806,2015-01-18 06:05:53,0:45:49
75405,259,5407165,2015-01-18 06:40:14,0:56:46
499383,125,4660344,2015-01-18 06:48:08,0:38:25
