,flightName,departure,destination,date,userID
262,XO38592,AT,EE,28-03-2020,268495
263,OB510862,EE,AT,30-07-2020,268495
264,WM19836,AT,FR,12-03-2021,268495
265,NW367101,FR,FI,20-06-2021,268495
266,OJ92422,FI,AT,23-01-2022,268495
267,LQ25384,AT,BG,03-04-2022,268495
268,EN674107,BG,PR,09-02-2023,268495
269,KG15547,AT,TR,27-06-2010,121948
270,EW34617,TR,NL,20-11-2010,121948
271,OI27875,NL,AT,17-07-2011,121948
272,OV35999,AT,BD,30-03-2012,121948
273,XH1010373,BD,BG,04-03-2013,121948
274,AI102941,BG,MY,09-06-2013,121948
275,OR46934,MY,AT,08-02-2014,121948
276,KH29257,AT,CZ,24-06-2014,121948
277,MW37811,CZ,HR,31-08-2014,121948
278,UU546106,HR,BG,13-08-2015,121948
279,RI88311,BG,MD,22-09-2015,121948
280,DW63472,MD,BE,15-03-2016,121948
281,WY2109410,BE,SG,27-05-2016,121948
282,XC34834,SG,NL,04-06-2016,121948
283,XF436810,NL,GT,20-03-2017,121948
284,PY62351,GT,DK,19-05-2017,121948
285,FB235910,DK,MD,17-01-2018,121948
286,UZ102885,MD,CR,02-04-2018,121948
287,JQ241027,CR,GT,09-02-2019,121948
288,GX25262,GT,CO,17-10-2019,121948
289,HC310138,CO,CR,08-02-2020,121948
290,VN107452,CR,CZ,07-09-2020,121948
291,SJ39755,CZ,TR,05-05-2021,121948
292,WH410882,TR,AT,04-02-2022,121948
293,IG28775,AT,CA,17-11-2022,121948
294,ZP516710,MD,CZ,02-03-2010,361542
295,RN75966,CZ,LT,01-02-2011,361542
296,RW1041095,LT,FR,20-07-2011,361542
297,QP31498,FR,CL,08-10-2011,361542
298,RB24878,CL,BE,18-09-2012,361542
299,FI232105,BE,BR,16-11-2012,361542
300,BZ99746,BR,MT,27-01-2013,361542
301,YM610724,MT,AT,14-08-2013,361542
302,VW94623,AT,FR,12-02-2014,361542
303,WF14994,FR,AT,14-08-2014,361542
304,JA61441,AT,RU,29-03-2015,361542
305,LD21614,RU,MD,04-10-2015,361542
306,BV12174,MD,FR,21-01-2016,361542
307,XX78153,FR,KR,05-11-2016,361542
308,FN422710,KR,PR,15-07-2017,361542
309,NV52158,PR,IS,15-05-2018,361542
310,RG381042,IS,NL,16-01-2019,361542
311,SM697810,NL,DE,07-10-2019,361542
312,SJ84742,DE,AT,14-02-2020,361542
313,JW54876,AT,BD,02-08-2020,361542
314,AU1010933,BD,AT,21-06-2021,361542
315,WT14326,AT,FR,01-07-2021,361542
316,KJ144710,FR,FI,30-01-2022,361542
317,KV73596,FI,CZ,28-03-2022,361542
318,EJ841012,CZ,IE,22-11-2022,361542
319,BC47385,IN,GB,09-01-2010,277156
320,QA104179,GB,AZ,26-01-2010,277156
321,UY1041046,AZ,KR,05-02-2010,277156
322,JI12268,KR,AT,06-08-2010,277156
323,XG271071,AT,IE,15-08-2010,277156
324,YK489102,IE,BR,01-10-2010,277156
325,ZG78528,BR,MT,18-03-2011,277156
326,UM23378,MT,IE,26-12-2011,277156
327,YA211105,IE,PH,22-07-2012,277156
328,FJ1108106,PH,LU,12-09-2012,277156
329,ID105756,LU,TR,27-11-2012,277156
330,YQ33515,TR,NO,30-04-2013,277156
331,BL426310,NO,IS,06-10-2013,277156
332,DN688102,IS,MX,03-12-2013,277156
333,XB771510,MX,TR,01-11-2014,277156
334,YZ991012,TR,BE,08-11-2014,277156
335,AI882105,BE,TR,25-01-2015,277156
336,OL28375,TR,AR,30-05-2015,277156
337,YW348109,AR,IN,28-09-2015,277156
338,KY810598,IN,CA,23-07-2016,277156
339,WQ810898,CA,AZ,24-10-2016,277156
340,OP24416,AZ,PL,07-11-2016,277156
341,PA1341010,PL,FI,24-08-2017,277156
342,NP751106,FI,AZ,06-09-2017,277156
343,JO15129,AZ,LT,10-12-2017,277156
344,VM28967,LT,DE,24-09-2018,277156
345,SI96838,DE,LU,13-03-2019,277156
346,LK81797,LU,PR,21-03-2019,277156
347,YV57122,PR,US,13-04-2019,277156
348,NX107347,US,IE,03-02-2020,277156
349,QU21568,IE,HR,25-12-2020,277156
350,XP74364,HR,DE,27-07-2021,277156
351,MB27966,DE,CZ,30-04-2022,277156
352,IU1077810,CZ,AR,28-09-2022,277156
353,KM91646,AR,IE,02-12-2022,277156
354,JU47373,DE,DK,16-01-2010,496577
355,MS97597,DK,IS,17-08-2010,496577
356,ZT210419,IS,BD,02-05-2011,496577
357,EY1010796,BD,IN,18-10-2011,496577
358,RA8101024,IN,PR,14-11-2011,496577
359,DM28982,PR,LT,25-04-2012,496577
360,QP104386,LT,DZ,25-06-2012,496577
361,KY136310,DZ,AZ,09-09-2012,496577
362,XC56189,AZ,IN,23-10-2012,496577
363,MX731076,IN,NL,12-12-2012,496577
364,DX99199,NL,BR,04-11-2013,496577
365,WS847104,BR,DZ,25-12-2013,496577
366,QQ587110,DZ,IN,02-09-2014,496577
367,OM65315,IN,MY,18-10-2014,496577
368,LJ86812,MY,AZ,14-12-2014,496577
369,AY99538,AZ,KR,24-07-2015,496577
370,AA28352,KR,BR,01-11-2015,496577
371,ZY510527,BR,CH,19-06-2016,496577
372,WL52865,CH,BR,24-01-2017,496577
373,VJ34215,BR,GT,15-06-2017,496577
374,CW531052,GT,IE,20-06-2017,496577
375,TX5331010,IE,TR,08-01-2018,496577
376,WB14999,TR,IS,25-09-2018,496577
377,HC27773,IS,CZ,28-01-2019,496577
378,XD669101,CZ,AZ,11-10-2019,496577
379,HG89454,AZ,MX,18-02-2020,496577
380,QH38963,MX,CR,05-04-2020,496577
381,BU961101,CR,US,30-08-2020,496577
382,VO33967,US,CO,18-09-2020,496577
383,BG25972,CO,PH,12-07-2021,496577
384,BP65539,PH,HR,07-06-2022,496577
385,VR35369,HR,AZ,16-07-2022,496577
386,RV910883,AZ,CZ,27-02-2023,496577
387,GX37116,FI,IS,08-02-2010,69163
388,DN38529,IS,GT,05-12-2010,69163
389,WD53385,GT,ES,28-04-2011,69163
390,TK221037,ES,AZ,19-03-2012,69163
391,EB81782,AZ,CR,16-07-2012,69163
392,UN141035,CR,AZ,13-08-2012,69163
393,UE34391,AZ,BR,11-10-2012,69163
394,AK76749,BR,IS,27-12-2012,69163
395,MM91742,IS,MX,16-10-2013,69163
396,DT718310,MX,HU,01-07-2014,69163
397,EF49875,HU,CO,12-02-2015,69163
398,AN56585,CO,ES,09-08-2015,69163
399,DC86934,ES,US,29-02-2016,69163
400,LR410792,US,IT,22-06-2016,69163
401,DD55419,IT,AZ,07-12-2016,69163
402,WP55382,AZ,MD,10-05-2017,69163
403,KX8391010,MD,AZ,04-03-2018,69163
404,LG58995,AZ,FR,20-02-2019,69163
405,UY392610,FR,PR,14-11-2019,69163
406,PK79618,PR,CO,03-12-2019,69163
407,EA87358,CO,AR,18-05-2020,69163
408,JD99173,AR,CZ,08-06-2020,69163
409,ZU110573,CZ,AZ,10-12-2020,69163
410,PF410595,AZ,BR,16-04-2021,69163
411,QG74534,BR,MX,20-12-2021,69163
412,TL7910105,MX,IS,27-03-2022,69163
413,KX29237,IS,EE,04-03-2023,69163
414,NF105921,LT,MD,14-06-2010,122129
415,TH11357,MD,EE,26-08-2010,122129
416,TN24419,EE,MY,11-10-2010,122129
417,TU773108,MY,HU,15-01-2011,122129
418,DX53228,HU,IE,30-10-2011,122129
419,TS109846,IE,IS,26-12-2011,122129
420,RU49796,IS,MY,01-06-2012,122129
421,VD88782,MY,TR,06-06-2012,122129
422,VO43696,TR,PH,22-02-2013,122129
423,XU110672,PH,DE,22-10-2013,122129
424,IG12265,DE,KR,20-11-2013,122129
425,JS431095,KR,GB,27-09-2014,122129
426,EW27524,GB,BD,10-08-2015,122129
427,QK1711010,BD,LU,02-02-2016,122129
428,MB107425,LU,ES,26-03-2016,122129
429,AU215103,ES,EE,04-07-2016,122129
430,SP24688,EE,DE,24-07-2016,122129
431,AV67913,DE,TR,20-06-2017,122129
432,FW83515,TR,CR,13-09-2017,122129
433,KX37255,CR,IE,17-06-2018,122129
434,CU210755,IE,IS,27-06-2018,122129
435,TZ78214,IS,SG,06-01-2019,122129
436,XC61010103,SG,BD,12-09-2019,122129
437,ZH921081,BD,BE,05-04-2020,122129
438,XV936108,BE,US,18-09-2020,122129
439,UN34291,US,RU,12-03-2021,122129
440,EC101578,RU,CZ,14-11-2021,122129
441,OU15553,CZ,PR,15-06-2022,122129
442,EO83293,PR,MT,26-01-2023,122129
443,NF810543,MT,GB,23-06-2010,54921
444,OM55734,GB,NL,24-08-2010,54921
445,AD739103,NL,LT,08-09-2010,54921
446,GG108973,LT,GB,03-02-2011,54921
447,EY89619,GB,GT,13-07-2011,54921
448,ZL81961,GT,CL,02-12-2011,54921
449,WU58166,CL,IT,17-03-2012,54921
450,XC181014,IT,LU,12-08-2012,54921
451,JN39554,LU,NL,19-10-2012,54921
452,YX131031,NL,MT,02-12-2012,54921
453,ES108269,MT,HR,06-10-2013,54921
454,ME1010149,HR,CR,29-11-2013,54921
455,KJ22292,CR,AZ,18-08-2014,54921
456,YH34136,AZ,BD,13-04-2015,54921
457,PX58687,BD,MX,21-11-2015,54921
458,JB4911010,MX,MD,09-05-2016,54921
459,DQ864105,MD,GT,20-06-2016,54921
460,OV910677,GT,CL,24-06-2016,54921
461,IO1073410,CL,MD,18-04-2017,54921
462,LC73482,MD,IS,03-05-2017,54921
463,DE35654,IS,BE,13-11-2017,54921
464,OE52426,BE,AZ,26-01-2018,54921
465,IF1010735,AZ,IS,13-10-2018,54921
466,BL97669,IS,MD,18-05-2019,54921
467,CT92165,MD,BR,25-03-2020,54921
468,NI93963,BR,BD,03-12-2020,54921
469,WB24213,BD,PH,15-07-2021,54921
470,XL96947,PH,AZ,15-04-2022,54921
471,QX71686,AZ,CR,27-11-2022,54921
472,AH69767,CO,ES,16-08-2010,428638
473,FV26491,ES,NO,18-06-2011,428638
474,SE272910,NO,AZ,22-01-2012,428638
475,OE191105,AZ,LU,30-01-2012,428638
476,BE26198,LU,BD,16-07-2012,428638
477,PH23969,BD,US,31-12-2012,428638
478,CF48818,US,CH,28-11-2013,428638
479,SR596108,CH,MT,18-09-2014,428638
480,JQ357510,MT,TR,04-11-2014,428638
481,MD891910,TR,CO,07-09-2015,428638
482,IQ222610,CO,BR,15-05-2016,428638
483,GM66413,BR,MY,25-02-2017,428638
484,ED298101,MY,AT,22-11-2017,428638
485,RV286310,AT,EE,05-06-2018,428638
486,JI881028,EE,FR,03-12-2018,428638
487,FG18173,FR,GB,16-06-2019,428638
488,JN99766,GB,MT,22-02-2020,428638
489,JK259210,MT,PH,23-12-2020,428638
490,MZ47417,PH,PT,09-10-2021,428638
491,HJ510644,PT,AZ,13-12-2021,428638
492,WM211055,AZ,AR,15-12-2022,428638
493,ZN411039,TR,CR,06-06-2010,184538
494,YQ821014,CR,ZA,13-06-2010,184538
495,UM69318,ZA,AT,31-03-2011,184538
496,IP696108,AT,CL,03-07-2011,184538
497,HP111071,CL,PL,17-11-2011,184538
498,WQ451018,PL,AZ,04-04-2012,184538
499,AK109636,AZ,PH,05-11-2012,184538
500,UP466610,PH,CH,17-09-2013,184538
501,KW49217,CH,IN,18-03-2014,184538
502,GW11755,IN,IS,25-12-2014,184538
503,KR410194,IS,HR,19-01-2015,184538
504,VI988108,HR,KR,26-07-2015,184538
505,LL310214,KR,CH,03-10-2015,184538
506,OW3101097,CH,PR,21-06-2016,184538
507,UB79987,PR,FR,12-08-2016,184538
508,RS67666,FR,LU,08-06-2017,184538
509,UR1084610,LU,CZ,08-05-2018,184538
510,TB36221,CZ,CR,10-08-2018,184538
511,FW87814,CR,HR,24-09-2018,184538
512,IB548310,HR,GB,06-09-2019,184538
513,FW29734,GB,NL,09-08-2020,184538
514,NF341047,NL,PL,04-09-2020,184538
515,AO210316,PL,BE,25-07-2021,184538
516,OH67613,BE,CR,05-06-2022,184538
517,NL3101022,CR,SG,07-03-2023,184538
518,EC197108,CH,NO,28-02-2010,157256
519,SM10610410,NO,AZ,15-12-2010,157256
520,RN1081034,AZ,CA,07-07-2011,157256
521,AB75527,CA,MY,12-09-2011,157256
522,RZ55235,MY,PT,24-08-2012,157256
523,ZN109781,PT,PH,25-01-2013,157256
524,BO89736,PH,MY,01-01-2014,157256
525,VY108851,MY,KR,22-07-2014,157256
526,VJ88938,KR,DK,22-11-2014,157256
527,EO67221,DK,BD,29-05-2015,157256
528,RO93119,BD,MD,05-08-2015,157256
529,XL29675,MD,CZ,03-04-2016,157256
530,YU56533,CZ,AZ,05-02-2017,157256
531,RT868610,AZ,CR,26-12-2017,157256
532,XU343102,CR,AZ,28-04-2018,157256
533,JV42991,AZ,RU,02-10-2018,157256
534,FP549101,RU,FI,23-02-2019,157256
535,YO81117,FI,AZ,18-01-2020,157256
536,VY24428,AZ,MY,23-06-2020,157256
537,MM66443,MY,KR,21-11-2020,157256
538,BM87797,KR,AZ,02-05-2021,157256
539,JC811064,AZ,MD,27-06-2021,157256
540,FD110651,MD,CH,14-03-2022,157256
541,RN42384,CH,NL,29-07-2022,157256
542,WC53767,NL,SE,02-08-2022,157256
543,CI78877,SE,TR,01-09-2022,157256
544,WZ33395,TR,DK,06-11-2022,157256
545,ZN27183,PH,CZ,09-08-2010,404533
546,HB35767,CZ,BG,12-11-2010,404533
547,GN101591,BG,IE,20-04-2011,404533
548,PZ912310,IE,ZA,16-08-2011,404533
549,FA98163,ZA,PL,23-01-2012,404533
550,BE96456,PL,GT,06-01-2013,404533
551,BJ45476,GT,FI,05-06-2013,404533
552,FD54228,FI,GB,06-08-2013,404533
553,IM349105,GB,LU,30-08-2013,404533
554,FU110456,LU,BE,22-04-2014,404533
555,BH546510,BE,GB,02-05-2014,404533
556,GM99274,GB,CR,16-05-2014,404533
557,TL72334,CR,CZ,08-01-2015,404533
558,PL898105,CZ,PH,04-04-2015,404533
559,UN293105,PH,CL,05-10-2015,404533
560,RR591016,CL,CA,03-06-2016,404533
561,VC94629,CA,AZ,11-12-2016,404533
562,AB49717,AZ,ES,27-03-2017,404533
563,TH68256,ES,BD,14-04-2017,404533
564,RV9241010,BD,CA,17-10-2017,404533
565,IA21597,CA,AZ,04-02-2018,404533
566,DO710788,AZ,ZA,09-11-2018,404533
567,RJ52741,ZA,PH,11-07-2019,404533
568,QA131053,PH,ZA,30-10-2019,404533
569,LE37872,ZA,LT,04-04-2020,404533
570,KK107874,LT,CA,22-01-2021,404533
571,UJ710422,CA,TR,30-01-2021,404533
572,UW310425,TR,DE,18-07-2021,404533
573,FA92669,DE,PH,18-02-2022,404533
574,OS104421,PH,SE,05-12-2022,404533
575,BZ97141,IE,MY,22-08-2010,182779
576,WF85993,MY,AZ,13-05-2011,182779
577,QJ95775,AZ,CH,10-12-2011,182779
578,PA99596,CH,LU,19-04-2012,182779
579,PI74269,LU,DK,28-01-2013,182779
580,FW26428,DK,JP,21-11-2013,182779
581,OC84612,JP,HR,08-10-2014,182779
582,CH77187,HR,FI,25-03-2015,182779
583,EX54924,FI,DK,10-11-2015,182779
584,JN69896,DK,BD,31-05-2016,182779
585,QP84113,BD,ES,14-04-2017,182779
586,IN62993,ES,RU,06-06-2017,182779
587,FF107217,RU,SE,16-02-2018,182779
588,BJ228410,SE,HR,10-09-2018,182779
589,NT910524,HR,IT,20-04-2019,182779
590,WS47481,IT,LT,31-12-2019,182779
591,OS3710101,LT,DE,15-01-2020,182779
592,HV104883,DE,LU,05-03-2020,182779
593,DX98614,LU,SE,14-07-2020,182779
594,II410412,SE,IT,25-03-2021,182779
595,JN838109,IT,AZ,25-05-2021,182779
