,ZIP,LAT,LNG
119,00936,18.395463,-66.07377199999999
120,00949,18.430695999999998,-66.21283299999999
121,00950,18.459699,-66.233101
122,00951,18.427529999999997,-66.253789
123,00952,18.427448000000002,-66.18202600000001
124,00953,18.360729,-66.251527
125,00956,18.321137,-66.170419
126,00957,18.368414,-66.18769300000001
127,00959,18.391820000000003,-66.15456400000001
128,00960,18.416919,-66.14579499999999
129,00961,18.413286,-66.164617
130,00962,18.444614,-66.148839
131,00965,18.433757,-66.114752
132,00966,18.401521,-66.117597
133,00968,18.406085,-66.101232
134,00969,18.368062,-66.108062
135,00971,18.318884,-66.11919
136,00976,18.336176000000002,-65.994099
137,00979,18.444394,-66.030036
138,00982,18.411261,-65.99204499999999
139,00983,18.417816000000002,-65.975819
140,00985,18.41077,-65.947928
141,00987,18.338161,-65.94108299999999
142,01001,42.062368,-72.625754
143,01002,42.364061,-72.45873900000001
144,01003,42.389941,-72.524108
145,01005,42.418848,-72.10659799999999
146,01007,42.27901,-72.400468
147,01008,42.190144000000004,-72.95435
148,01009,42.211969,-72.341433
149,01010,42.128176,-72.205352
150,01011,42.300281,-72.968716
151,01012,42.375425,-72.858192
152,01013,42.154903999999995,-72.602804
153,01020,42.172602000000005,-72.562073
154,01022,42.197741,-72.542713
155,01026,42.465495000000004,-72.918267
156,01027,42.295008,-72.75187700000001
157,01028,42.062378,-72.498111
158,01029,42.193395,-73.044647
159,01030,42.072925,-72.686972
160,01031,42.329399,-72.198187
161,01032,42.457613,-72.81478
162,01033,42.244949,-72.50014300000001
163,01034,42.098676,-72.961564
164,01035,42.356491,-72.568632
165,01036,42.062946000000004,-72.41729699999999
166,01037,42.372728,-72.195412
167,01038,42.385496,-72.60692900000001
168,01039,42.404278000000005,-72.68892199999999
169,01040,42.211656,-72.642448
170,01050,42.286762,-72.869695
171,01053,42.356301,-72.713584
172,01054,42.468897999999996,-72.48457900000001
173,01056,42.183577,-72.457812
174,01057,42.093596000000005,-72.321494
175,01060,42.321488,-72.630588
176,01062,42.328308,-72.703924
177,01063,42.318882,-72.63853
178,01066,42.406903,-72.655018
179,01068,42.350862,-72.044248
180,01069,42.187794,-72.30846899999999
181,01070,42.518446000000004,-72.91901700000001
182,01071,42.160059999999994,-72.873853
183,01072,42.456967999999996,-72.417244
184,01073,42.226949,-72.74158800000001
185,01074,42.387603000000006,-72.09323
186,01075,42.256208,-72.58103
187,01077,42.05257,-72.777353
188,01079,42.197913,-72.329709
189,01080,42.185727,-72.361558
190,01081,42.061313,-72.234411
191,01082,42.293533000000004,-72.278599
192,01083,42.203641999999995,-72.194599
193,01084,42.39237,-72.882235
194,01085,42.153503,-72.771602
195,01086,42.130446,-72.79396700000001
196,01088,42.391709000000006,-72.64649399999999
197,01089,42.125451,-72.649734
198,01092,42.191868,-72.235108
199,01093,42.441943,-72.661817
200,01094,42.359108,-72.1368
201,01095,42.138498999999996,-72.420715
202,01096,42.39714,-72.763572
203,01097,42.178038,-72.832612
204,01098,42.394315,-72.943115
205,01103,42.104106,-72.592027
206,01104,42.134009000000006,-72.56537800000001
207,01105,42.099958,-72.580765
208,01106,42.047565000000006,-72.57113000000001
209,01107,42.12106,-72.607068
210,01108,42.080692,-72.56079100000001
211,01109,42.119673999999996,-72.549726
212,01118,42.094194,-72.525081
213,01119,42.124978000000006,-72.51120999999999
214,01128,42.092296000000005,-72.489135
215,01129,42.11869,-72.4882
216,01151,42.15186,-72.50913100000001
217,01199,42.120563,-72.60446800000001
218,01201,42.448236,-73.27372700000001
219,01220,42.623799,-73.116736
220,01222,42.058703,-73.322175
221,01223,42.312225,-73.110124
222,01224,42.513163,-73.19574300000001
223,01225,42.563401,-73.153335
224,01226,42.481119,-73.13507299999999
225,01229,42.276338,-73.33589599999999
226,01230,42.173192,-73.324283
227,01235,42.425676,-73.063012
228,01236,42.266496000000004,-73.378393
229,01237,42.547818,-73.268033
230,01238,42.297501000000004,-73.230148
231,01240,42.367858,-73.269763
232,01242,42.333734,-73.249199
233,01243,42.350122,-73.024112
234,01244,42.118094,-73.257497
235,01245,42.186893,-73.223105
236,01247,42.698526,-73.0843
237,01253,42.206683,-73.113214
238,01254,42.382019,-73.365492
239,01255,42.107496000000005,-73.118607
240,01256,42.594165999999994,-73.02232
241,01257,42.085244,-73.367483
242,01258,42.10928,-73.462886
243,01259,42.075469,-73.234376
244,01260,42.295696,-73.342543
245,01262,42.292202,-73.319209
246,01264,42.231590000000004,-73.202428
247,01266,42.312354,-73.388044
248,01267,42.671617,-73.246981
249,01270,42.515271999999996,-73.031166
250,01301,42.626761,-72.60153000000001
251,01330,42.513946999999995,-72.821517
252,01331,42.562408000000005,-72.19108
253,01337,42.689307,-72.582249
254,01338,42.572604,-72.824306
255,01339,42.603776,-72.88964399999999
256,01340,42.694731,-72.71095600000001
257,01341,42.496937,-72.709414
258,01342,42.543889,-72.60945799999999
259,01343,42.657625,-72.978933
260,01344,42.613417999999996,-72.426427
261,01346,42.693275,-72.823113
262,01347,42.559294,-72.518753
263,01349,42.563061,-72.482122
264,01350,42.727771999999995,-72.98534599999999
265,01351,42.53988,-72.521689
266,01354,42.624076,-72.508643
267,01355,42.458551,-72.327191
268,01360,42.677091,-72.453876
269,01364,42.605437,-72.292074
270,01366,42.475621000000004,-72.192468
271,01367,42.695532,-72.909148
272,01368,42.679456,-72.176935
273,01370,42.593338,-72.726941
274,01373,42.475481,-72.615403
275,01375,42.466691,-72.546751
276,01376,42.595279999999995,-72.555002
277,01378,42.673533,-72.353213
278,01379,42.556309999999996,-72.40714799999999
279,01420,42.584925,-71.816862
280,01430,42.657005,-71.92344200000001
281,01431,42.676293,-71.832523
282,01432,42.566573,-71.575135
283,01434,42.538903000000005,-71.612027
284,01436,42.602059000000004,-72.08701500000001
285,01438,42.562243,-72.031402
286,01440,42.584206,-71.988737
287,01450,42.61176,-71.565269
288,01451,42.501908,-71.568201
289,01452,42.489598,-72.00287800000001
290,01453,42.519977000000004,-71.763202
291,01460,42.535931,-71.490569
292,01462,42.582607,-71.720464
293,01463,42.670643,-71.602858
294,01464,42.573654,-71.640986
295,01467,42.489646,-71.609577
296,01468,42.542767,-72.068345
297,01469,42.664828,-71.695087
298,01473,42.5546,-71.90544
299,01474,42.669685,-71.752751
300,01475,42.66816,-72.055644
301,01501,42.198708,-71.846006
302,01503,42.384929,-71.633889
303,01504,42.039991,-71.53240600000001
304,01505,42.355049,-71.716157
305,01506,42.180788,-72.10789100000001
306,01507,42.133935,-71.968025
307,01510,42.411887,-71.690005
308,01515,42.209682,-72.040178
309,01516,42.053072,-71.752241
310,01518,42.127477,-72.118818
311,01519,42.203404,-71.679739
312,01520,42.336372,-71.850626
313,01521,42.046799,-72.180144
314,01522,42.375634000000005,-71.86738199999999
315,01523,42.483569,-71.675585
316,01524,42.249603,-71.919217
317,01525,42.106794,-71.63051800000001
318,01527,42.192246000000004,-71.777649
319,01529,42.036642,-71.578779
320,01531,42.319125,-72.130814
321,01532,42.323342,-71.646236
322,01534,42.142074,-71.643348
323,01535,42.267564,-72.06687600000001
324,01536,42.231309,-71.692642
325,01537,42.158966,-71.897051
326,01540,42.116263000000004,-71.857465
327,01541,42.454125,-71.87754
328,01542,42.204251,-71.908907
329,01543,42.388284999999996,-71.969865
330,01545,42.284766999999995,-71.714228
331,01550,42.059737,-72.033908
332,01560,42.175395,-71.674223
333,01561,42.44397,-71.685583
334,01562,42.247211,-71.991867
335,01564,42.447924,-71.776045
336,01566,42.103214,-72.079545
337,01568,42.176526,-71.603588
338,01569,42.05593,-71.631232
339,01570,42.047532000000004,-71.846952
340,01571,42.053778,-71.935075
341,01581,42.268426,-71.613309
342,01583,42.369417,-71.785036
343,01585,42.240796,-72.162645
344,01588,42.118794,-71.672494
345,01590,42.132051000000004,-71.75031800000001
346,01602,42.269189000000004,-71.850728
347,01603,42.243826,-71.84356899999999
348,01604,42.253254,-71.767957
349,01605,42.289683000000004,-71.78779300000001
350,01606,42.315249,-71.795741
351,01607,42.225974,-71.788894
352,01608,42.26198,-71.801462
353,01609,42.285114,-71.829987
354,01610,42.247049,-71.808366
355,01611,42.237604,-71.875838
356,01612,42.296797999999995,-71.928991
357,01701,42.319587,-71.4428
358,01702,42.282379,-71.436621
359,01718,42.519816,-71.429283
360,01719,42.485985,-71.520985
361,01720,42.483953,-71.43849499999999
362,01721,42.257754999999996,-71.473526
363,01730,42.499295000000004,-71.281889
364,01731,42.456748,-71.279484
365,01740,42.439941,-71.601879
366,01741,42.53662,-71.36183199999999
367,01742,42.462911,-71.364496
368,01745,42.292114,-71.499197
369,01746,42.195951,-71.45343000000001
370,01747,42.123007,-71.53140400000001
371,01748,42.224096,-71.54048900000001
372,01749,42.389071,-71.545864
373,01752,42.349616999999995,-71.547214
374,01754,42.425955,-71.45625600000001
375,01756,42.09387,-71.544519
376,01757,42.158691999999995,-71.521419
377,01760,42.284822,-71.348811
378,01770,42.231947,-71.372963
379,01772,42.302877,-71.530828
380,01773,42.425506,-71.310812
381,01775,42.429688,-71.512514
382,01776,42.383367,-71.42107
383,01778,42.343687,-71.381186
384,01801,42.488769,-71.154438
385,01803,42.503227,-71.201713
386,01810,42.648044,-71.161751
387,01821,42.54933,-71.251725
388,01824,42.590790000000005,-71.355182
389,01826,42.679722999999996,-71.30068
390,01827,42.676149,-71.499772
391,01830,42.796313,-71.053436
392,01832,42.791114,-71.132859
393,01833,42.727878999999994,-70.982036
394,01834,42.7539,-71.015935
395,01835,42.751233,-71.0943
396,01840,42.706763,-71.160403
397,01841,42.712015,-71.164873
398,01843,42.689974,-71.160383
399,01844,42.742468,-71.179218
400,01845,42.673909,-71.091334
401,01850,42.656045,-71.303309
402,01851,42.627812,-71.33533
403,01852,42.631912,-71.296025
404,01854,42.649481,-71.348229
405,01860,42.838603000000006,-71.011997
406,01862,42.578542999999996,-71.295592
407,01863,42.63378,-71.38946999999999
408,01864,42.578222,-71.084398
409,01867,42.535183,-71.105423
410,01876,42.611801,-71.227571
411,01879,42.667761999999996,-71.42882
412,01880,42.501523999999996,-71.067489
413,01886,42.585541,-71.44025
414,01887,42.564646999999994,-71.164516
415,01890,42.452752000000004,-71.144319
416,01901,42.460419,-70.94637900000001
417,01902,42.471039000000005,-70.941535
418,01904,42.492456,-70.97393000000001
419,01905,42.465998,-70.975792
420,01906,42.468432,-71.01394599999999
421,01907,42.474145,-70.90659699999999
422,01908,42.428256,-70.926041
423,01913,42.851293,-70.95581
424,01915,42.570665000000005,-70.867583
425,01921,42.683108000000004,-71.01833
426,01922,42.757313,-70.914241
427,01923,42.574174,-70.95051600000001
428,01929,42.64042,-70.77117199999999
429,01930,42.61991,-70.681824
430,01937,42.585723,-70.98405100000001
431,01938,42.683859999999996,-70.84266600000001
432,01940,42.534146,-71.038333
433,01944,42.576636,-70.767154
434,01945,42.501835,-70.859126
435,01949,42.606666,-71.010316
436,01950,42.812358,-70.89109499999999
437,01951,42.773351,-70.850211
438,01952,42.844793,-70.841476
439,01960,42.534279,-70.969782
440,01966,42.640715,-70.620248
441,01969,42.720873,-70.89121999999999
442,01970,42.524435,-70.870859
443,01982,42.626222999999996,-70.85723
444,01983,42.641379,-70.94344
445,01984,42.600633,-70.883303
446,01985,42.799565,-70.964428
447,02019,42.076682,-71.47449
448,02021,42.175737,-71.125385
449,02025,42.236422999999995,-70.814436
450,02026,42.246871999999996,-71.179462
451,02030,42.234159999999996,-71.291167
452,02032,42.156882,-71.216187
453,02035,42.061338,-71.245802
454,02038,42.084858000000004,-71.41057099999999
455,02043,42.216097999999995,-70.88127
456,02045,42.292253,-70.923919
457,02047,42.133914000000004,-70.686037
458,02048,42.017302,-71.21641
459,02050,42.115139,-70.71033100000001
460,02052,42.184599,-71.305307
461,02053,42.156203000000005,-71.43034499999999
462,02054,42.173091,-71.36375100000001
463,02056,42.113655,-71.334163
464,02061,42.164569,-70.818844
465,02062,42.18736,-71.195955
466,02066,42.202273,-70.758184
467,02067,42.1076,-71.181828
468,02071,42.103425,-71.273589
469,02072,42.119006,-71.10365
470,02081,42.146694000000004,-71.27053199999999
471,02090,42.219645,-71.216769
472,02093,42.052671000000004,-71.356858
473,02108,42.357768,-71.064858
474,02109,42.367032,-71.050493
475,02110,42.361962,-71.04784599999999
476,02111,42.350518,-71.059077
477,02113,42.365331,-71.055233
478,02114,42.363174,-71.068646
479,02115,42.337105,-71.105696
480,02116,42.350578999999996,-71.076397
481,02118,42.337582,-71.070482
482,02119,42.324028999999996,-71.08501700000001
483,02120,42.33209,-71.09654499999999
484,02121,42.306267,-71.085897
485,02122,42.291413,-71.042158
486,02124,42.285804999999996,-71.070571
487,02125,42.315682,-71.055555
488,02126,42.274227,-71.09742299999999
489,02127,42.334992,-71.03909300000001
490,02128,42.361129,-71.006975
491,02129,42.379657,-71.061487
492,02130,42.309174,-71.113835
493,02131,42.284333000000004,-71.126228
494,02132,42.280454999999996,-71.162017
495,02134,42.358016,-71.128608
496,02135,42.349688,-71.153964
497,02136,42.255083,-71.12921999999999
498,02138,42.379637,-71.135152
499,02139,42.362986,-71.103353
500,02140,42.392157,-71.133996
501,02141,42.3703,-71.08256
502,02142,42.361471,-71.081994
503,02143,42.381409000000005,-71.096714
504,02144,42.399654999999996,-71.12255
505,02145,42.391577000000005,-71.08991
506,02148,42.42938,-71.058706
507,02149,42.405938,-71.054649
508,02150,42.396824,-71.031348
509,02151,42.41829,-71.001251
510,02152,42.373055,-70.974807
511,02155,42.423840000000006,-71.10767299999999
512,02163,42.366168,-71.12285
513,02169,42.248385999999996,-71.002279
514,02170,42.266415,-71.015576
515,02171,42.29331,-71.018208
516,02176,42.455723,-71.05901899999999
517,02180,42.474208000000004,-71.097665
518,02184,42.206188,-71.00232
519,02186,42.241557,-71.082432
520,02188,42.204578000000005,-70.95774899999999
521,02189,42.209776,-70.928189
522,02190,42.166731,-70.952363
523,02191,42.243453,-70.942033
524,02199,42.347476,-71.082035
525,02203,42.360597999999996,-71.058775
526,02210,42.347471999999996,-71.039271
527,02215,42.347635,-71.103082
528,02301,42.078371000000004,-71.042304
529,02302,42.088907,-70.998375
530,02322,42.132459999999995,-71.054013
531,02324,41.972387,-70.978778
532,02330,41.878644,-70.74319799999999
533,02332,42.044325,-70.706075
534,02333,42.037278,-70.94045899999999
535,02338,42.002811,-70.863473
536,02339,42.122956,-70.85631
537,02341,42.050464,-70.867418
538,02343,42.140244,-70.99734699999999
539,02346,41.878004,-70.86926700000001
540,02347,41.834412,-70.957163
541,02351,42.119964,-70.957216
542,02356,42.060532,-71.119676
543,02357,42.054978000000006,-71.080651
544,02359,42.067803999999995,-70.805713
545,02360,41.882056,-70.63129
546,02364,41.987196000000004,-70.74194200000001
547,02366,41.850984000000004,-70.654984
548,02367,41.9591,-70.80275300000001
549,02368,42.176446,-71.051567
550,02370,42.130399,-70.910615
551,02375,42.003040999999996,-71.07692800000001
552,02379,42.021617,-71.026717
553,02382,42.078974,-70.93939
554,02420,42.457055,-71.215464
555,02421,42.438547,-71.239573
556,02445,42.325483,-71.13504499999999
557,02446,42.343503000000005,-71.122248
558,02451,42.397822999999995,-71.255708
559,02452,42.392721,-71.213532
560,02453,42.369541999999996,-71.240513
561,02457,42.299388,-71.274242
562,02458,42.353584999999995,-71.188192
563,02459,42.314778999999994,-71.192017
564,02460,42.351824,-71.20849
565,02461,42.317362,-71.206508
566,02462,42.328708,-71.2559
567,02464,42.312975,-71.218882
568,02465,42.348912,-71.22633
569,02466,42.344457,-71.24861700000001
570,02467,42.314344,-71.152759
571,02468,42.328553,-71.22953000000001
572,02472,42.369451,-71.177925
573,02474,42.420949,-71.15637
574,02476,42.415637,-71.17567
575,02478,42.395317,-71.180284
576,02481,42.311927000000004,-71.275531
577,02482,42.293103,-71.298537
578,02492,42.276029,-71.24454300000001
579,02493,42.360502000000004,-71.303433
580,02494,42.299490000000006,-71.232519
581,02532,41.751759,-70.59755200000001
582,02534,41.668942,-70.619407
583,02535,41.337159,-70.761031
584,02536,41.596305,-70.56746700000001
585,02537,41.728418,-70.435812
586,02538,41.777476,-70.64214799999999
587,02539,41.377655,-70.52208
588,02540,41.573881,-70.632049
589,02542,41.707839,-70.54552
590,02543,41.478974,-70.766911
591,02553,41.711560999999996,-70.622853
592,02554,41.291167,-70.092826
593,02556,41.639445,-70.624515
594,02557,41.441713,-70.576143
595,02558,41.745017,-70.653513
596,02559,41.690243,-70.616283
597,02561,41.766737,-70.540595
598,02562,41.787209000000004,-70.526717
599,02563,41.728137,-70.476549
600,02564,41.271978999999995,-69.984406
601,02568,41.458608,-70.613479
602,02571,41.761187,-70.695991
603,02575,41.400252,-70.65693399999999
604,02576,41.772221,-70.762948
605,02584,41.258688,-70.007142
606,02601,41.657961,-70.29809300000001
607,02630,41.706769,-70.31253000000001
608,02631,41.747513,-70.066223
609,02632,41.659096999999996,-70.346877
610,02633,41.689734,-69.972126
611,02635,41.624054,-70.439397
612,02637,41.705726,-70.270928
613,02638,41.730228000000004,-70.19739799999999
614,02639,41.668067,-70.136979
615,02641,41.751246,-70.153472
616,02642,41.841331,-69.977436
617,02643,41.797777,-69.937327
618,02644,41.683488,-70.510786
619,02645,41.711052,-70.057609
620,02646,41.670596,-70.071449
621,02647,41.630127,-70.310144
622,02648,41.670946,-70.41537
623,02649,41.616801,-70.49009699999999
624,02650,41.701947,-69.961375
625,02651,41.874984999999995,-70.00349200000001
626,02652,42.049537,-70.09499100000001
627,02653,41.769125,-69.97358
628,02655,41.627984000000005,-70.392013
629,02657,42.059829,-70.200407
630,02659,41.681465,-70.023537
631,02660,41.707699,-70.15856
632,02663,41.894444,-70.01218
633,02664,41.674727000000004,-70.19564799999999
634,02666,41.99078,-70.045714
635,02667,41.921997,-70.023356
636,02668,41.716215999999996,-70.36307
637,02669,41.666693,-69.989716
638,02670,41.660113,-70.17067800000001
639,02671,41.670839,-70.1134
640,02672,41.6357,-70.313634
641,02673,41.655712,-70.24704399999999
642,02675,41.704155,-70.231801
643,02702,41.785113,-71.05904699999999
644,02703,41.931653000000004,-71.294503
645,02713,41.441295000000004,-70.90221700000001
646,02715,41.803649,-71.15338
647,02717,41.760108,-70.972874
648,02718,41.862486,-71.01169
649,02719,41.633619,-70.871306
650,02720,41.72505,-71.121329
651,02721,41.675125,-71.14828100000001
652,02723,41.692705,-71.129726
653,02724,41.683935999999996,-71.1775
654,02725,41.720043,-71.188272
655,02726,41.7597,-71.144592
656,02738,41.704138,-70.752225
657,02739,41.665794,-70.814531
658,02740,41.637485,-70.938265
659,02743,41.718216999999996,-70.901151
660,02744,41.606252000000005,-70.91363199999999
661,02745,41.700737,-70.950546
662,02746,41.660995,-70.940137
663,02747,41.664711,-71.015699
664,02748,41.553084000000005,-70.971453
665,02760,41.972509,-71.334397
666,02762,42.0128,-71.336602
667,02763,41.966865999999996,-71.308574
668,02764,41.851929,-71.153598
669,02766,41.965340999999995,-71.18178
670,02767,41.940996000000005,-71.04849899999999
671,02769,41.846878000000004,-71.24486999999999
672,02770,41.759846,-70.838449
673,02771,41.842106,-71.32230899999999
674,02777,41.758163,-71.21418100000001
675,02779,41.838060999999996,-71.07761500000001
676,02780,41.909112,-71.118346
677,02790,41.599176,-71.082371
678,02791,41.528538,-71.078091
679,02802,41.95213,-71.456233
680,02804,41.434771999999995,-71.769527
681,02806,41.734753000000005,-71.319732
682,02807,41.176815000000005,-71.577085
683,02808,41.408251,-71.749674
684,02809,41.67573,-71.273331
685,02812,41.478947999999995,-71.652334
686,02813,41.394216,-71.669822
687,02814,41.895948,-71.700406
688,02815,41.77463,-71.647954
689,02816,41.696498999999996,-71.622662
690,02817,41.637083000000004,-71.678361
691,02818,41.642919,-71.48571899999999
692,02822,41.570209999999996,-71.626993
693,02825,41.782067,-71.726833
694,02826,41.982746,-71.653144
695,02827,41.698747999999995,-71.739118
696,02828,41.879928,-71.563999
697,02830,41.97493,-71.651187
698,02831,41.774762,-71.620289
699,02832,41.514717,-71.72962199999999
700,02833,41.492067,-71.769901
701,02835,41.510088,-71.378366
702,02836,41.454681,-71.62020799999999
703,02837,41.518769,-71.167247
704,02838,41.965257,-71.47637399999999
705,02839,41.940757,-71.641513
706,02840,41.478215999999996,-71.322375
707,02841,41.511864,-71.332175
708,02842,41.518673,-71.281685
709,02852,41.588565,-71.459811
710,02857,41.822761,-71.633605
711,02858,41.964461,-71.651336
712,02859,41.959073,-71.757323
713,02860,41.870562,-71.388681
714,02861,41.878603000000005,-71.353131
715,02863,41.890064,-71.39348100000001
716,02864,41.966913,-71.428933
717,02865,41.915455,-71.449815
718,02871,41.587299,-71.261246
719,02872,41.597055,-71.320666
720,02873,41.533083000000005,-71.780518
721,02874,41.508687,-71.48174300000001
722,02875,41.456486,-71.638865
723,02876,41.994278,-71.58549000000001
724,02878,41.609435999999995,-71.178113
725,02879,41.424019,-71.534277
726,02881,41.478083000000005,-71.52471700000001
727,02882,41.415152,-71.465251
728,02885,41.725138,-71.25880500000001
729,02886,41.703849,-71.455568
730,02888,41.747671000000004,-71.406118
731,02889,41.700590999999996,-71.376927
732,02891,41.361854,-71.789689
733,02892,41.492004,-71.594774
734,02893,41.679006,-71.518688
735,02894,41.444477,-71.703238
736,02895,42.001706,-71.499949
737,02896,41.975186,-71.544069
738,02898,41.51764,-71.668521
739,02903,41.81823,-71.409088
740,02904,41.858334,-71.43629399999999
741,02905,41.784725,-71.396103
742,02906,41.840169,-71.390408
743,02907,41.798593,-71.42463000000001
744,02908,41.839825,-71.43679399999999
745,02909,41.821417,-71.453215
746,02910,41.774999,-71.435594
747,02911,41.854888,-71.472812
748,02912,41.825593,-71.402239
749,02914,41.814838,-71.36533299999999
750,02915,41.772847,-71.354839
751,02916,41.842661,-71.352438
752,02917,41.905774,-71.52330500000001
753,02919,41.82744,-71.519879
754,02920,41.767344,-71.465508
755,02921,41.768454999999996,-71.515778
756,03031,42.874864,-71.600503
757,03032,42.997261,-71.363424
758,03033,42.749263,-71.67567
759,03034,43.05687,-71.340559
760,03036,42.98453,-71.255104
761,03037,43.141273999999996,-71.24819699999999
762,03038,42.892761,-71.276763
763,03042,43.054187,-71.084193
764,03043,42.997,-71.81778800000001
765,03044,43.000370000000004,-71.119161
766,03045,43.021515,-71.563462
767,03046,43.116338,-71.595355
768,03047,42.93874,-71.879424
769,03048,42.742874,-71.76175500000001
770,03049,42.749626,-71.585401
771,03051,42.760508,-71.409494
772,03052,42.846081,-71.468283
773,03053,42.869839,-71.387845
774,03054,42.852034,-71.519876
775,03055,42.818645000000004,-71.673354
776,03057,42.908885,-71.694199
777,03060,42.741087,-71.45826600000001
778,03062,42.722322999999996,-71.501176
779,03063,42.782084000000005,-71.518043
780,03064,42.779378,-71.474918
781,03070,42.981209,-71.67752
782,03071,42.746257,-71.874434
783,03076,42.730992,-71.337073
784,03077,43.038038,-71.205107
785,03079,42.788264,-71.221726
786,03082,42.896409000000006,-71.768341
787,03084,42.826913,-71.875292
788,03086,42.832235,-71.759609
789,03087,42.811091999999995,-71.302688
790,03101,42.989027,-71.466111
791,03102,43.011907,-71.491063
792,03103,42.950538,-71.446547
793,03104,43.009552,-71.439782
794,03106,43.082584000000004,-71.446878
795,03109,42.963734,-71.40035
796,03110,42.935584000000006,-71.53687099999999
797,03215,43.942653,-71.44773199999999
798,03216,43.451175,-71.79794
799,03217,43.726075,-71.64250799999999
800,03218,43.338034,-71.277262
801,03220,43.474458,-71.48221
802,03221,43.258003,-71.960169
803,03222,43.642709,-71.789139
804,03223,43.855414,-71.68547
805,03224,43.36249,-71.55802
806,03225,43.363816,-71.24173
807,03226,43.711764,-71.50423599999999
