flightName,departure,destination,date,userID
LQ594106,JP,BR,28.08.19,761992
AX64532,BR,HU,03.03.20,761992
HB101616,HU,IT,03.07.20,761992
MW18127,IT,AR,28.11.20,761992
RI64347,AR,MT,04.09.21,761992
GX68115,MT,BG,25.02.22,761992
BP28144,BG,SG,13.04.22,761992
YB16415,SG,IN,29.11.22,761992
GF36439,CA,CO,21.04.10,373318
PO842102,CO,CR,04.11.10,373318
JL46577,CR,RU,08.10.11,373318
AI235103,RU,NO,12.03.12,373318
ID29173,NO,BE,22.08.12,373318
TX55286,BE,JP,12.01.13,373318
AP104961,JP,CZ,03.06.13,373318
CL510721,CZ,US,01.08.13,373318
AN75655,US,MY,15.02.14,373318
HE66485,MY,DK,17.04.14,373318
WD49571,DK,ZA,17.03.15,373318
KG48742,ZA,FI,05.08.15,373318
UE37448,FI,CL,12.09.15,373318
MQ76929,CL,CZ,24.05.16,373318
OE18392,CZ,AR,16.10.16,373318
DR871047,AR,FR,05.12.16,373318
TW910436,FR,AR,08.10.17,373318
GO810883,AR,DK,05.06.18,373318
YH12877,DK,MX,02.10.18,373318
UL63381,MX,DZ,10.11.18,373318
WW31413,DZ,CO,22.02.19,373318
ZJ45649,CO,KR,06.01.20,373318
FZ121014,KR,BG,24.07.20,373318
CX65568,BG,PH,19.06.21,373318
CB88686,PH,CH,30.07.21,373318
HE26542,CH,EE,20.08.21,373318
PW57222,EE,ZA,14.03.22,373318
BL51683,ZA,SG,15.09.22,373318
KW74754,SG,CL,22.04.23,373318
SF72752,CZ,CL,24.06.10,938770
UE43234,CL,BG,25.01.11,938770
TY93313,BG,GT,03.03.11,938770
CD95422,GT,BG,05.01.12,938770
IM10108103,BG,CL,01.05.12,938770
JM235610,CL,DZ,17.03.13,938770
CY523710,DZ,BE,03.08.13,938770
LX102661,BE,TR,27.01.14,938770
AC99715,TR,IE,07.03.14,938770
KE1068103,IE,JP,17.08.14,938770
NN6107610,JP,CR,20.11.14,938770
TA84489,CR,AR,04.04.15,938770
YT410982,AR,ES,29.02.16,938770
HQ65995,ES,NL,01.09.16,938770
CB15339,NL,BD,14.05.17,938770
HM104588,BD,JP,18.03.18,938770
QJ75471,JP,HU,08.06.18,938770
IA665108,HU,BD,29.06.18,938770
XV74188,BD,RU,08.04.19,938770
CB24573,RU,IN,24.05.19,938770
DI87857,IN,FI,15.12.19,938770
JF57883,FI,CO,11.01.20,938770
IN5361010,CO,CL,25.12.20,938770
KH710342,CL,BG,17.09.21,938770
HI511410,BG,AZ,26.06.22,938770
UD710339,AZ,CA,20.01.23,938770
FU627210,PH,GB,24.02.10,676003
ZW71461,GB,MT,14.03.10,676003
LO356110,MT,ZA,13.01.11,676003
MX110916,ZA,SE,02.09.11,676003
CV291028,SE,NL,21.04.12,676003
EW64916,NL,IS,16.08.12,676003
KN75791,IS,CH,07.06.13,676003
QM86763,CH,BR,28.04.14,676003
ZW1010426,BR,PL,31.01.15,676003
DS104123,PL,SE,08.10.15,676003
JG87352,SE,EE,07.07.16,676003
TA28982,EE,PR,06.08.16,676003
SD1108410,PR,LT,04.10.16,676003
VN17368,LT,SG,14.12.16,676003
ZF101689,SG,DE,02.09.17,676003
CB72417,DE,ES,02.02.18,676003
JE43165,ES,MT,03.09.18,676003
RG6451010,MT,CH,04.05.19,676003
PS941046,CH,NL,29.08.19,676003
CM84298,NL,BE,13.10.19,676003
ZI22385,BE,ES,17.05.20,676003
WO79785,ES,DK,26.07.20,676003
QW88496,DK,AZ,01.12.20,676003
TX710447,AZ,AR,04.04.21,676003
NI53656,AR,EE,31.08.21,676003
KK115104,EE,RU,10.07.22,676003
UP621075,RU,ZA,03.06.23,676003
FM56852,BE,RU,29.11.10,169743
CI339103,RU,NO,07.07.11,169743
FM54948,NO,GB,08.04.12,169743
BS77786,GB,LT,12.06.12,169743
NR1021055,LT,AR,15.11.12,169743
RY639105,AR,MX,22.05.13,169743
QT9105103,MX,BG,23.06.13,169743
NV72794,BG,BD,22.04.14,169743
OY391087,BD,PL,13.01.15,169743
BV108939,PL,SE,19.04.15,169743
YO89951,SE,RU,13.01.16,169743
BB22394,RU,ES,10.09.16,169743
KJ267107,ES,JP,25.01.17,169743
IQ91754,JP,MY,20.09.17,169743
ON94466,MY,AZ,30.06.18,169743
JH294102,AZ,AR,23.02.19,169743
MJ66359,AR,MX,26.12.19,169743
KS15457,MX,BE,03.07.20,169743
FU1041099,BE,MT,02.04.21,169743
UP17233,MT,NO,01.06.21,169743
CH99871,NO,PR,07.05.22,169743
YI54191,PR,FR,10.02.23,169743
YE59588,MD,AZ,30.03.10,255073
MM971063,AZ,DZ,21.07.10,255073
VN110169,DZ,MX,21.06.11,255073
BR69748,MX,AT,10.04.12,255073
SP36886,AT,CR,02.10.12,255073
AN45374,CR,CL,17.05.13,255073
DD161035,CL,MD,19.07.13,255073
VA622710,MD,AR,23.10.13,255073
TE1063810,AR,GB,06.03.14,255073
RP28562,GB,ES,06.11.14,255073
FO11168,ES,AT,21.10.15,255073
YA955910,AT,AR,01.04.16,255073
LP32189,AR,BD,24.07.16,255073
SZ821106,BD,CA,14.12.16,255073
IG510624,CA,CL,02.01.17,255073
HO734103,CL,NL,22.07.17,255073
RV149610,NL,NO,30.08.17,255073
KO610691,NO,AR,21.05.18,255073
JK961026,AR,BG,24.02.19,255073
CH59399,BG,AT,15.07.19,255073
ZS673810,AT,BE,02.12.19,255073
RX84175,BE,SE,18.08.20,255073
DY193210,SE,IE,01.12.20,255073
NX1010764,IE,LU,25.05.21,255073
MS59967,LU,CA,07.04.22,255073
EY67356,CA,HR,11.08.22,255073
WX51739,HR,FR,07.11.22,255073
CQ48292,CH,DZ,21.03.10,468560
DE24439,DZ,NL,08.11.10,468560
PE31766,NL,IT,30.09.11,468560
PZ8101065,IT,AZ,03.07.12,468560
QB21498,AZ,MT,21.02.13,468560
EC56339,MT,AR,19.03.13,468560
PE75293,AR,MX,25.04.13,468560
RF276102,MX,IT,25.03.14,468560
TW911085,IT,JP,13.05.14,468560
RB17782,JP,CR,01.02.15,468560
ZM87722,CR,TR,01.08.15,468560
SO92696,TR,MX,08.04.16,468560
OM24261,MX,PL,20.01.17,468560
RU791053,PL,AR,06.09.17,468560
VX108497,AR,IT,04.12.17,468560
CB81359,IT,LT,17.02.18,468560
HL931210,LT,AR,05.01.19,468560
NY181029,AR,GT,16.02.19,468560
RL22548,GT,MY,28.06.19,468560
QV63547,MY,AR,26.01.20,468560
MG891910,AR,US,16.07.20,468560
SX295410,US,LU,12.11.20,468560
JI36487,LU,NO,12.02.21,468560
MP221053,NO,PL,18.01.22,468560
MK98687,PL,KR,25.01.22,468560
JU88994,KR,HU,24.04.22,468560
QE399102,HU,CH,22.07.22,468560
JP252105,CH,AR,11.11.22,468560
XB1010114,EE,CR,10.08.10,263592
UQ69573,CR,RU,11.05.11,263592
AM16351,RU,BR,24.02.12,263592
LD622110,BR,AT,20.05.12,263592
LY23564,AT,IE,03.05.13,263592
HM86744,IE,HR,18.03.14,263592
IN25271,HR,DE,22.02.15,263592
BK284210,DE,PR,13.03.15,263592
ZZ58378,PR,DE,23.01.16,263592
KO796510,DE,CR,04.12.16,263592
OJ410162,CR,AR,19.06.17,263592
TI46984,AR,LU,02.04.18,263592
BR5102109,LU,BD,05.06.18,263592
BC92513,BD,SE,22.01.19,263592
SS110734,SE,HU,30.09.19,263592
XB269104,HU,ZA,25.05.20,263592
IA28877,ZA,NO,04.05.21,263592
UQ1084109,NO,GB,21.10.21,263592
QV34632,GB,PR,20.08.22,263592
QJ92884,PR,CA,08.11.22,263592
OO7101044,RU,FR,22.09.10,437022
YP104831,FR,NL,03.05.11,437022
ET23428,NL,ZA,30.10.11,437022
FO109894,ZA,NO,05.01.12,437022
MA844102,NO,DE,30.10.12,437022
IQ912108,DE,IT,20.11.12,437022
QZ35163,IT,AR,21.02.13,437022
IE57944,AR,MY,25.03.13,437022
VL9102210,MY,CZ,29.12.13,437022
EV108121,CZ,CH,29.10.14,437022
XH18579,CH,KR,23.09.15,437022
UX210561,KR,BE,26.01.16,437022
EB102528,BE,DE,10.06.16,437022
TR1105108,DE,PH,31.01.17,437022
XT99571,PH,DZ,28.02.17,437022
KW29852,DZ,EE,12.07.17,437022
ZR99118,EE,MD,09.05.18,437022
ZZ55898,MD,CR,28.07.18,437022
KW510474,CR,FI,20.05.19,437022
AB10101810,FI,BE,10.08.19,437022
UI941076,BE,SG,29.08.19,437022
RW1061055,SG,GT,13.04.20,437022
VW23975,GT,SG,17.06.20,437022
NW51114,SG,BG,09.12.20,437022
PR484102,BG,HU,15.08.21,437022
HK68522,HU,IE,27.09.21,437022
HV39656,IE,DZ,05.05.22,437022
BH17979,DZ,LT,05.07.22,437022
SJ55778,LT,FI,23.12.22,437022
UD78687,IE,CL,30.05.10,189915
NV946108,CL,LT,12.09.10,189915
KL55634,LT,NL,22.02.11,189915
XT77294,NL,PT,09.09.11,189915
EF645210,PT,AR,05.08.12,189915
TC38843,AR,MT,21.01.13,189915
ML97862,MT,RU,14.11.13,189915
NF62743,RU,MY,30.01.14,189915
UC771066,MY,DE,29.10.14,189915
BK46582,DE,AR,24.08.15,189915
MN58559,AR,FR,10.11.15,189915
KH88437,FR,AR,22.01.16,189915
IK97983,AR,CR,18.07.16,189915
ML57257,CR,AR,22.08.16,189915
TZ79223,AR,HU,24.10.16,189915
OX71747,HU,BG,09.01.17,189915
OR65655,BG,CO,01.09.17,189915
YT785810,CO,HU,17.09.17,189915
OI663710,HU,IS,23.01.18,189915
CQ81934,IS,IN,28.07.18,189915
YQ105684,IN,LT,06.07.19,189915
HY137106,LT,PR,06.05.20,189915
IF639107,PR,EE,18.12.20,189915
WB6210610,EE,IS,27.12.20,189915
OF83268,IS,AR,27.11.21,189915
QO86265,AR,PR,27.01.22,189915
YX738101,PR,AR,10.04.22,189915
KN95956,AR,IN,21.07.22,189915
ZM24858,IN,KR,29.10.22,189915
TR1065104,SG,PL,21.03.10,660506
EN1091095,PL,DE,29.07.10,660506
SQ17442,DE,BR,29.01.11,660506
HQ271910,BR,CL,21.02.11,660506
FE231073,CL,AR,14.09.11,660506
FB63962,AR,DE,29.11.11,660506
RB210313,DE,ZA,10.05.12,660506
CK19155,ZA,HU,04.12.12,660506
GK710878,HU,CA,22.06.13,660506
VN46337,CA,CR,11.02.14,660506
EX676101,CR,FI,23.06.14,660506
MS410569,FI,MY,21.09.14,660506
YD191028,MY,PR,04.07.15,660506
JL102188,PR,BD,13.11.15,660506
RN65481,BD,DZ,16.09.16,660506
XD88613,DZ,BG,12.03.17,660506
CR107211,BG,SG,05.07.17,660506
FW12389,SG,EE,21.05.18,660506
QQ111042,EE,TR,05.02.19,660506
II41151,TR,MY,21.06.19,660506
YF85891,MY,AR,13.02.20,660506
ZE95992,AR,CO,24.11.20,660506
FN105785,CO,PH,02.04.21,660506
SS510999,PH,GT,21.09.21,660506
DH881210,GT,NL,30.12.21,660506
WT610592,NL,CO,16.03.22,660506
DT37553,CO,IE,14.06.22,660506
LG69255,IE,AR,29.03.23,660506
BM12541,AT,DK,22.10.10,302708
XM65834,DK,IT,10.07.11,302708
NJ39723,IT,PT,25.12.11,302708
WD45735,PT,JP,08.11.12,302708
OE38363,JP,AR,06.02.13,302708
TN1017610,AR,IE,07.04.13,302708
DR37289,IE,AZ,15.09.13,302708
XE9105510,AZ,NO,06.07.14,302708
LH18878,NO,EE,02.04.15,302708
VE43815,EE,HU,29.10.15,302708
GZ35974,HU,LT,16.08.16,302708
UR92791,LT,RU,21.03.17,302708
YS91281,RU,AR,16.06.17,302708
GB61913,AR,NL,05.05.18,302708
RS641053,NL,HR,23.12.18,302708
IF31543,HR,SG,15.10.19,302708
QP48693,SG,AR,19.12.19,302708
EX1034210,AR,SE,20.04.20,302708
AB110728,SE,CO,09.01.21,302708
PA579110,CO,EE,13.03.21,302708
GQ551108,EE,AR,12.10.21,302708
SR81221,AR,JP,29.09.22,302708
EQ107155,PH,PL,19.11.10,244162
VQ115105,PL,DE,21.12.10,244162
VT410221,DE,CH,13.03.11,244162
GD86723,CH,SG,16.07.11,244162
DH43994,SG,LU,27.11.11,244162
UR72426,LU,DK,04.07.12,244162
CR45753,DK,AR,30.11.12,244162
LI62444,AR,CH,09.04.13,244162
PW491019,CH,LU,14.10.13,244162
HK18147,LU,AR,06.03.14,244162
BS621075,AR,LU,05.10.14,244162
PA13229,LU,NO,26.01.15,244162
EG199106,NO,PL,14.05.15,244162
XR956103,PL,LU,11.01.16,244162
FT4106103,LU,PR,27.04.16,244162
NX68392,PR,KR,21.03.17,244162
TR942810,KR,AR,31.01.18,244162
LA59632,AR,US,01.05.18,244162
ZR410515,US,CO,25.11.18,244162
VJ107821,CO,PH,10.08.19,244162
EQ71284,PH,DZ,30.11.19,244162
FW82683,DZ,EE,28.01.20,244162
GX89773,EE,RU,12.04.20,244162
TI15591,RU,PH,13.12.20,244162
SQ55773,PH,LU,18.06.21,244162
LI58349,LU,ES,10.05.22,244162
JV810322,ES,HU,28.06.22,244162
UO26449,HU,SG,30.01.23,244162
KS910831,CL,JP,27.05.10,774730
WP36665,JP,DZ,04.03.11,774730
PD8101048,DZ,CZ,20.06.11,774730
FM91195,CZ,PR,11.11.11,774730
NA67523,PR,ZA,09.01.12,774730
MR68658,ZA,CL,23.03.12,774730
UQ59369,CL,CH,21.07.12,774730
BB102946,CH,IE,04.07.13,774730
AV66561,IE,AT,17.03.14,774730
KP106119,AT,HU,23.04.14,774730
KD32544,HU,BG,12.05.14,774730
DR51010710,BG,PT,22.03.15,774730
YN11845,PT,PL,02.02.16,774730
MI28424,PL,FR,29.07.16,774730
SW26262,FR,AR,12.03.17,774730
HL57441,AR,CR,06.03.18,774730
UP410384,CR,KR,13.02.19,774730
CL48862,KR,PT,17.03.19,774730
PD34377,PT,AR,20.09.19,774730
AD911062,AR,DE,01.01.20,774730
CR668109,DE,MD,20.01.20,774730
JE68577,MD,HR,22.06.20,774730
JH55624,HR,IE,14.05.21,774730
KY104652,IE,ES,19.01.22,774730
PV781109,ES,NL,20.05.22,774730
HD13476,NL,MX,21.10.22,774730
TV137102,TR,LT,13.04.10,892754
AE623105,LT,AR,29.05.10,892754
QR310868,AR,AZ,23.10.10,892754
IW68968,AZ,FR,14.07.11,892754
IU434108,FR,BE,02.04.12,892754
AG797710,BE,CA,03.03.13,892754
SY7103210,CA,NO,06.10.13,892754
MW763110,NO,AR,02.11.13,892754
OT65139,AR,MY,12.08.14,892754
PG568810,MY,LU,13.06.15,892754
CV610554,LU,JP,06.04.16,892754
RF6810105,JP,CA,16.03.17,892754
SV35249,CA,CL,13.09.17,892754
QS9381010,CL,DZ,01.05.18,892754
QT851027,DZ,JP,22.02.19,892754
LA75939,JP,SG,11.08.19,892754
SA41442,SG,MX,15.07.20,892754
CW1032108,MX,LU,24.10.20,892754
GH65732,LU,CO,19.05.21,892754
QO62934,CO,AZ,14.02.22,892754
GM563410,AZ,TR,17.08.22,892754
RE310613,TR,CH,30.05.23,892754
WT86895,AR,US,02.09.10,100684
HG529102,US,AR,10.09.10,100684
TT7310610,AR,SG,15.06.11,100684
XX610214,SG,CA,28.04.12,100684
OY53947,CA,DE,17.09.12,100684
SR210841,DE,BG,08.07.13,100684
KG67192,BG,DK,23.01.14,100684
LV274410,DK,CL,25.02.14,100684
ZY102225,CL,IN,25.01.15,100684
NG61128,IN,KR,13.02.15,100684
TZ41838,KR,AR,22.05.15,100684
WF94415,AR,MT,14.09.15,100684
NH58358,MT,GB,11.10.15,100684
SB1073103,GB,IE,11.08.16,100684
JN56622,IE,FR,14.04.17,100684
ZV67874,FR,CA,01.10.17,100684
AT21011010,CA,PT,17.01.18,100684
UT1010117,PT,AR,28.06.18,100684
UX824104,AR,SE,30.05.19,100684
UA52251,SE,ZA,08.11.19,100684
UE59488,ZA,AT,08.03.20,100684
WN74891,AT,DE,06.01.21,100684
ZT68148,DE,RU,17.12.21,100684
RO68814,RU,PL,27.11.22,100684
ML104862,US,BD,06.05.10,911014
UB910472,BD,AR,04.11.10,911014
JQ9101011,AR,FR,06.01.11,911014
AP79879,FR,AR,18.12.11,911014
QN737510,AR,CO,23.07.12,911014
XU72353,CO,IS,01.11.12,911014
TM892107,IS,IT,31.05.13,911014
NM65985,IT,HR,15.08.13,911014
KB1010778,HR,MD,21.05.14,911014
IQ104352,MD,BR,14.09.14,911014
RQ681109,BR,IE,26.09.14,911014
JC271024,IE,AZ,25.10.14,911014
XQ91536,AZ,MD,26.11.14,911014
MZ47926,MD,IT,29.04.15,911014
FF149710,IT,AT,17.11.15,911014
EV921110,AT,MY,27.04.16,911014
UP55897,MY,CR,10.07.16,911014
IH52692,CR,SE,20.01.17,911014
WU65165,SE,PT,16.11.17,911014
GZ964106,PT,ES,18.02.18,911014
JL281018,ES,DE,02.08.18,911014
YN552310,DE,AT,27.12.18,911014
WW14571,AT,GB,11.01.19,911014
PV22327,GB,PT,18.02.19,911014
VL86816,PT,EE,03.11.19,911014
GW101652,EE,PL,07.12.19,911014
MJ96278,PL,BE,07.10.20,911014
GO861091,BE,FR,16.05.21,911014
IV12525,FR,ES,27.12.21,911014
JV391019,ES,CR,22.01.22,911014
ZY771105,CR,PH,16.09.22,911014
UH1027210,PH,TR,03.07.23,911014
EY86945,AR,IE,12.07.10,601633
LI42534,IE,MT,17.10.10,601633
VW16729,MT,CL,15.11.10,601633
NU106344,CL,NL,05.02.11,601633
LD24897,NL,BG,30.11.11,601633
QQ91127,BG,MD,20.09.12,601633
EZ18617,MD,AR,01.07.13,601633
YY52941,AR,US,18.07.13,601633
PW74898,US,CL,30.09.13,601633
QN14793,CL,GB,05.05.14,601633
RO110777,GB,CR,24.05.14,601633
PA91693,CR,HR,11.01.15,601633
XC25167,HR,MD,05.05.15,601633
KW968102,MD,AR,18.05.15,601633
RJ96376,AR,CZ,16.08.15,601633
EZ28121,CZ,AT,19.05.16,601633
WT12216,AT,DZ,07.12.16,601633
XV102732,DZ,DK,13.11.17,601633
XE194810,DK,AZ,12.06.18,601633
RL35197,AZ,FI,24.05.19,601633
HC78825,FI,AZ,04.09.19,601633
XW41166,AZ,KR,08.11.19,601633
FU108888,KR,CA,24.01.20,601633
JC710946,CA,CZ,31.01.20,601633
JY4101075,CZ,PH,14.02.20,601633
JU314107,PH,PL,27.08.20,601633
TN44762,PL,ES,17.05.21,601633
BV84115,ES,DZ,26.09.21,601633
HO861045,DZ,ES,10.06.22,601633
NJ99413,ES,AZ,26.11.22,601633
LJ5510210,ZA,PT,14.08.10,645054
FR102596,PT,EE,01.10.10,645054
KT521094,EE,BE,01.07.11,645054
AE35396,BE,CA,15.01.12,645054
SZ837310,CA,IE,28.02.12,645054
CU102583,IE,NL,06.08.12,645054
WY99147,NL,AT,17.09.12,645054
OB16598,AT,IS,22.08.13,645054
OP86819,IS,IN,07.09.13,645054
FX69865,IN,IS,03.03.14,645054
WA102777,IS,IE,22.07.14,645054
CM494410,IE,AT,28.01.15,645054
QL103728,AT,KR,29.07.15,645054
SS57258,KR,AZ,22.05.16,645054
ZA27317,AZ,MD,14.08.16,645054
WT47465,MD,AT,19.07.17,645054
NC757109,AT,MD,27.12.17,645054
FA85354,MD,PT,20.08.18,645054
ZH88521,PT,SG,19.02.19,645054
CC16921,SG,DZ,23.12.19,645054
WU159101,DZ,AT,01.04.20,645054
NL732102,AT,GB,15.07.20,645054
FB551078,GB,BG,06.04.21,645054
OA88215,BG,LT,23.08.21,645054
YE62999,LT,AT,16.04.22,645054
NH14838,AT,DZ,20.10.22,645054
DU125102,BD,PH,05.09.10,944932
DN110269,PH,HU,30.05.11,944932
UL43331,HU,IT,12.07.11,944932
LD48737,IT,PT,21.09.11,944932
UA7891010,PT,AT,19.08.12,944932
PR82523,AT,MY,04.09.12,944932
MV97697,MY,MD,14.01.13,944932
BO76396,MD,TR,25.10.13,944932
WB181079,TR,PL,01.11.13,944932
TY41138,PL,NL,12.10.14,944932
UX76529,NL,AT,21.12.14,944932
QE93739,AT,PL,13.07.15,944932
QX8910610,PL,IN,11.12.15,944932
QS121103,IN,IT,15.09.16,944932
ZU7109610,IT,KR,20.07.17,944932
RZ11274,KR,NO,29.04.18,944932
ZV63288,NO,HR,26.08.18,944932
ER43293,HR,NO,22.09.18,944932
GL96835,NO,CZ,24.05.19,944932
MS23625,CZ,GB,24.11.19,944932
PG46198,GB,CR,19.10.20,944932
DI39952,CR,PL,21.01.21,944932
IZ410325,PL,PT,11.08.21,944932
EB48333,PT,GT,26.10.21,944932
GX1069410,GT,AT,24.03.22,944932
QQ98393,AT,MX,01.07.22,944932
VL17373,MX,AT,10.10.22,944932
AD26776,PL,IN,24.11.10,255830
SF856210,IN,PT,08.08.11,255830
CG99292,PT,ZA,06.12.11,255830
SM735104,ZA,GB,03.09.12,255830
SM68511,GB,JP,03.12.12,255830
OI33247,JP,HU,11.02.13,255830
UU82231,HU,BD,26.05.13,255830
DE75564,BD,CL,21.08.13,255830
GD82885,CL,AZ,18.10.13,255830
QN24875,AZ,FR,03.07.14,255830
DC54357,FR,SG,06.01.15,255830
RR21319,SG,TR,05.11.15,255830
FC810343,TR,DZ,13.07.16,255830
OV35465,DZ,AT,02.06.17,255830
RD82638,AT,CL,15.06.17,255830
JM76738,CL,PR,12.04.18,255830
DD105999,PR,AT,17.01.19,255830
EQ881088,AT,PT,03.05.19,255830
ZT96592,PT,CA,24.09.19,255830
OO3731010,CA,US,10.04.20,255830
FR31198,US,NL,07.10.20,255830
DE492710,NL,SG,26.04.21,255830
DI22823,SG,PT,01.01.22,255830
DW55724,PT,CR,04.09.22,255830
YD827410,CR,KR,20.03.23,255830
OJ831108,FR,HU,17.08.10,353527
DM394109,HU,PT,30.10.10,353527
AI110649,PT,CZ,03.05.11,353527
UE37156,CZ,BG,01.04.12,353527
ZV711093,BG,IE,03.03.13,353527
DY43894,IE,PT,15.01.14,353527
OV311094,PT,PL,10.05.14,353527
BE63981,PL,SE,29.11.14,353527
IB472510,SE,SG,15.04.15,353527
XK65854,SG,GT,20.05.15,353527
GY92764,GT,AT,14.11.15,353527
SE78642,AT,GT,03.07.16,353527
YM351108,GT,HU,16.03.17,353527
JR107985,HU,SG,23.06.17,353527
QF4210510,SG,ZA,23.07.17,353527
XC298210,ZA,DK,23.08.17,353527
GC34553,DK,CO,15.02.18,353527
JM426107,CO,NO,05.05.18,353527
VB1022105,NO,BE,06.08.18,353527
OH71523,BE,BR,02.05.19,353527
CU73938,BR,PR,26.01.20,353527
XG95351,PR,NO,24.06.20,353527
II481410,NO,AT,18.10.20,353527
CZ15165,AT,HR,17.10.21,353527
BO73836,HR,PH,30.03.22,353527
EX91399,PH,AT,26.09.22,353527
XS11569,US,IE,20.09.10,930234
TL52471,IE,DZ,13.12.10,930234
AE23313,DZ,MY,30.05.11,930234
LW82851,MY,DK,01.01.12,930234
ML34976,DK,NO,14.01.12,930234
QE449106,NO,FR,25.03.12,930234
FO95469,FR,AZ,14.02.13,930234
LY610493,AZ,IE,18.08.13,930234
MH886107,IE,AT,04.05.14,930234
WX74878,AT,AZ,06.09.14,930234
HR288610,AZ,CO,26.11.14,930234
CO15929,CO,NL,28.04.15,930234
FF51773,NL,IN,11.04.16,930234
XC91672,IN,PR,23.02.17,930234
AC95158,PR,CL,23.11.17,930234
