movie_id,imdbId,tmdbId
402,108358,11969.0
403,108399,319.0
404,108515,26408.0
405,110763,15139.0
406,114906,11446.0
407,107002,51980.0
408,106408,14587.0
409,110363,31504.0
410,111252,17600.0
411,110366,10897.0
412,110892,37345.0
413,112651,32562.0
414,109382,25403.0
415,112572,9066.0
416,99785,771.0
417,99653,251.0
418,103639,812.0
419,103064,280.0
420,99348,581.0
421,96895,268.0
422,102926,274.0
423,29583,408.0
424,101414,10020.0
425,32910,10895.0
426,100405,114.0
427,65214,576.0
428,110395,15477.0
429,109934,124472.0
430,117247,7300.0
431,112625,10824.0
432,116282,275.0
433,116552,25059.0
434,82509,11827.0
435,116514,8766.0
436,116684,47333.0
437,65421,10112.0
438,113083,4307.0
439,116165,32308.0
440,117891,28121.0
441,113613,12520.0
442,117381,1592.0
443,115509,19042.0
444,114671,38884.0
445,112844,47449.0
446,117608,9099.0
447,116414,61752.0
448,116095,10988.0
449,113947,12652.0
450,115956,10684.0
451,117060,954.0
452,117071,18989.0
453,116136,8840.0
454,116168,11107.0
455,116683,10539.0
456,116287,10543.0
457,116768,18414.0
458,114787,11902.0
459,112536,25087.0
460,48473,5801.0
461,52572,896.0
462,117128,3065.0
463,117705,2300.0
464,62711,8069.0
465,108181,27768.0
466,114307,221917.0
467,58898,8072.0
468,113443,33245.0
469,114048,27281.0
470,117104,40001.0
471,117688,29621.0
472,117774,20762.0
473,114736,37144.0
474,112368,25969.0
475,117420,9103.0
476,117107,10990.0
477,117979,8866.0
478,95776,12233.0
479,116322,36355.0
480,112817,922.0
481,113362,11876.0
482,108500,11687.0
483,117108,9304.0
484,118114,503475.0
485,113270,73183.0
486,115963,9100.0
487,112701,32513.0
488,116508,36915.0
489,117500,9802.0
490,109592,21588.0
491,117998,664.0
492,115624,11867.0
493,113568,9323.0
494,117894,10280.0
495,117723,10535.0
496,112691,532.0
497,117768,16299.0
498,115571,10547.0
499,57012,935.0
500,109688,40751.0
501,110480,85778.0
502,108211,11101.0
503,117331,9826.0
504,117765,9879.0
505,113280,22621.0
506,116669,7095.0
507,116594,26890.0
508,117951,627.0
509,118523,32872.0
510,116629,602.0
511,117737,14553.0
512,116277,9566.0
513,116583,10545.0
514,115798,9894.0
515,116778,11543.0
516,116213,9268.0
517,117218,9327.0
518,113610,
519,111237,44535.0
520,116040,11228.0
521,116365,10779.0
522,116905,26748.0
523,116493,38223.0
524,117333,9294.0
525,118113,49963.0
526,117628,11363.0
527,117913,1645.0
528,115493,36344.0
529,116320,18550.0
530,116756,11511.0
531,116823,34170.0
532,118073,12606.0
533,110246,12632.0
534,115472,18975.0
535,116707,11962.0
536,116313,2925.0
537,117438,3595.0
538,116531,9308.0
539,116353,18555.0
540,115857,12123.0
541,117008,10830.0
542,116191,3573.0
543,115986,10546.0
544,116571,18862.0
545,117826,9431.0
546,117718,47907.0
547,116225,10061.0
548,115632,549.0
549,117918,10478.0
550,68646,238.0
551,104558,11134.0
552,115736,9303.0
553,116745,22479.0
554,106544,38955.0
555,120004,11015.0
556,116654,9306.0
557,115783,10723.0
558,109001,101230.0
559,113253,10987.0
560,117991,44705.0
561,117093,20318.0
562,35896,27854.0
563,32904,981.0
564,45152,872.0
565,43278,2769.0
566,50419,13320.0
567,54698,164.0
568,52357,426.0
569,47396,567.0
570,25316,3078.0
571,36855,13528.0
572,25164,28288.0
573,53125,213.0
574,53604,284.0
575,53291,239.0
576,56923,4808.0
577,34583,289.0
578,33870,963.0
579,58385,11113.0
580,47437,6620.0
581,46250,804.0
582,31580,26531.0
583,37059,909.0
584,32138,630.0
585,31381,770.0
586,84370,31044.0
587,43014,599.0
588,33467,15.0
589,62622,62.0
590,42192,705.0
591,32143,22490.0
592,32976,223.0
593,38787,303.0
594,38109,4174.0
595,50105,8356.0
596,48728,381.0
597,42451,20758.0
598,45537,29376.0
599,31725,1859.0
600,50658,18299.0
601,51658,17281.0
602,29843,10907.0
603,32762,32093.0
604,37008,1939.0
605,39420,22292.0
606,29162,3598.0
607,27125,3080.0
608,35446,198.0
609,28010,13562.0
610,49261,1712.0
611,48028,220.0
612,25878,3529.0
613,32599,3085.0
614,48960,2897.0
615,38650,1585.0
616,31679,3083.0
617,29947,900.0
618,34012,43795.0
619,27893,23114.0
620,26029,260.0
621,63350,10331.0
622,43265,488.0
623,51459,261.0
624,33891,32574.0
625,117357,85328.0
626,116329,11076.0
627,117011,10861.0
628,117039,1770.0
629,115678,18203.0
630,116830,9333.0
631,117603,9400.0
632,115438,9401.0
633,116421,9625.0
634,115862,6346.0
635,72951,14821.0
636,64603,14136.0
637,71607,10869.0
638,50798,22660.0
639,55277,19186.0
640,54195,31102.0
641,107131,6878.0
642,54357,18444.0
643,46672,173.0
644,106611,864.0
645,109127,24795.0
646,42332,11224.0
647,63819,81310.0
648,38166,15947.0
649,57546,9078.0
650,102798,8367.0
651,58331,433.0
652,33563,11360.0
653,76538,11114.0
654,66817,12335.0
655,43274,12092.0
656,82406,10948.0
657,116361,11229.0
658,59742,15121.0
659,95016,562.0
660,104692,10163.0
661,117589,11159.0
662,117887,9591.0
663,115640,10938.0
664,116908,11412.0
665,116409,10586.0
666,116913,42314.0
667,117958,27845.0
668,116722,25147.0
669,116242,9716.0
670,117509,454.0
671,117802,10218.0
672,117665,819.0
673,115491,11238.0
674,29546,31530.0
675,67992,252.0
676,70707,11561.0
677,66808,11302.0
678,95159,623.0
679,79470,583.0
680,84865,12614.0
681,68334,21711.0
682,59243,11575.0
683,61418,475.0
684,52027,11331.0
685,46912,521.0
686,92890,88.0
687,105236,500.0
688,91763,792.0
689,98627,8491.0
690,103772,402.0
691,101761,10537.0
692,104036,11386.0
693,104348,9504.0
694,84707,15764.0
695,83866,601.0
696,29992,25842.0
697,99371,2119.0
698,92099,744.0
699,48545,221.0
700,44081,702.0
701,115885,25750.0
702,117040,9305.0
703,117284,37616.0
704,113057,102461.0
705,117318,1630.0
706,116422,26626.0
707,117320,124837.0
708,82846,11816.0
709,72081,11843.0
710,101775,10379.0
711,96754,2756.0
712,80749,790.0
713,82340,1103.0
714,82533,11298.0
715,91288,4480.0
716,91480,4481.0
717,81375,10765.0
718,71853,762.0
719,116587,44497.0
720,116212,99479.0
721,116886,124829.0
722,118147,10548.0
723,108598,531.0
724,84589,4483.0
725,109781,18919.0
726,78875,659.0
727,116059,38554.0
728,103850,10608.0
729,95765,11216.0
730,97108,7452.0
731,101700,892.0
732,101765,1600.0
733,101811,26561.0
734,50825,975.0
735,99703,18129.0
736,116209,409.0
737,102426,38251.0
738,97937,10161.0
739,98724,1412.0
740,105107,41768.0
741,105488,10409.0
742,96257,14285.0
743,101026,2469.0
744,102370,10174.0
745,100332,31225.0
746,73486,510.0
747,78446,11455.0
748,80684,1891.0
749,93779,2493.0
750,82971,85.0
751,88846,68.0
752,90605,679.0
753,60196,429.0
754,94336,13446.0
755,50083,389.0
756,56172,947.0
757,66921,185.0
758,56592,595.0
759,78788,28.0
760,64116,335.0
761,86190,1892.0
762,93191,144.0
763,41959,1092.0
764,99685,769.0
765,78748,348.0
766,106308,766.0
767,95250,175.0
768,89881,11645.0
769,97202,10835.0
770,54215,539.0
771,80455,525.0
772,71562,240.0
773,93058,600.0
774,104361,530.0
775,97499,10705.0
776,86879,279.0
777,45061,3109.0
778,87843,311.0
779,81398,1578.0
780,75686,703.0
781,86197,9549.0
782,79944,1398.0
783,82096,387.0
784,70735,9277.0
785,67185,343.0
786,103130,37291.0
787,50976,490.0
788,85859,11235.0
789,88247,218.0
790,103873,763.0
791,97441,9665.0
792,100519,18971.0
793,79522,696.0
794,100150,379.0
795,97165,207.0
796,61722,37247.0
797,52311,1480.0
798,100263,9322.0
799,50212,826.0
800,56801,422.0
801,71315,829.0
802,43456,828.0
803,40897,3090.0
804,92610,9964.0
805,23969,3063.0
806,88794,13667.0
807,81505,694.0
808,92005,235.0
809,22100,832.0
810,92991,765.0
811,57115,5925.0
812,77416,11778.0
813,82269,4485.0
814,107048,137.0
815,105695,33.0
816,56218,982.0
817,100436,8428.0
818,36613,212.0
819,88763,105.0
820,101921,1633.0
821,66206,11202.0
822,90967,1554.0
823,94625,149.0
824,91203,8009.0
825,61512,903.0
826,99334,11673.0
827,72431,3034.0
828,102536,339.0
829,101640,10404.0
830,32553,914.0
831,32455,756.0
832,44706,288.0
833,38355,910.0
834,97493,2640.0
835,81534,16633.0
836,52618,665.0
837,88258,11031.0
838,85809,11314.0
839,94006,15143.0
840,97576,89.0
841,78841,10322.0
842,83987,783.0
843,96332,10644.0
844,91867,11257.0
845,89886,14370.0
846,84503,12104.0
847,87553,625.0
848,89606,8816.0
849,49223,830.0
850,97351,2323.0
851,73341,983.0
852,64115,642.0
853,87884,655.0
854,101458,10341.0
855,98635,639.0
856,116589,30180.0
857,103644,8077.0
858,82010,814.0
859,78767,11449.0
860,92632,32076.0
861,56869,571.0
862,51418,8851.0
863,37549,30346.0
864,103874,6114.0
865,74258,13549.0
866,103919,9529.0
867,101540,1598.0
868,55824,11349.0
869,74285,7340.0
870,83722,6217.0
871,87800,377.0
872,13442,653.0
873,91651,28198.0
874,75005,794.0
875,117057,25189.0
876,115751,145.0
877,117731,199.0
878,117631,7863.0
879,117666,12498.0
880,116705,9279.0
881,117293,17204.0
882,117372,21539.0
883,117477,12709.0
884,115988,20539.0
885,115433,11674.0
886,99423,1573.0
887,79945,152.0
888,102975,174.0
889,98382,172.0
890,84726,154.0
891,88170,157.0
892,92007,168.0
893,103776,364.0
894,96487,11967.0
895,100994,9086.0
896,77631,621.0
897,84021,9037.0
898,105690,8845.0
899,73195,578.0
900,77766,579.0
901,117119,17795.0
902,116996,75.0
903,115906,13891.0
904,116695,9390.0
905,93822,378.0
906,94155,10896.0
907,105435,2322.0
908,115633,41240.0
909,116999,9819.0
910,116410,31908.0
911,115641,3179.0
912,112769,1802.0
913,117571,4232.0
914,104691,9361.0
915,117038,2928.0
916,116477,10549.0
917,118163,18451.0
918,117091,27265.0
919,118100,49935.0
920,116250,8818.0
921,67959,36040.0
922,119731,9415.0
923,116506,55146.0
924,116704,9404.0
925,118708,9622.0
926,119664,8860.0
927,106535,14832.0
928,118928,9619.0
929,106387,4104.0
930,119937,26306.0
931,116790,784.0
932,119225,12489.0
933,118111,16448.0
934,120238,28059.0
935,119141,1968.0
936,120357,61563.0
937,118548,66.0
938,120434,11419.0
939,116922,638.0
940,120036,25624.0
941,119008,9366.0
942,118750,21915.0
943,118702,19952.0
944,119432,9446.0
945,116743,28005.0
946,119951,9403.0
947,119572,27322.0
948,120053,10003.0
949,120152,9311.0
950,115964,884.0
951,116041,49806.0
952,119528,1624.0
953,120094,16052.0
954,118972,4477.0
955,118829,24662.0
956,118623,50512.0
957,119013,9405.0
958,119381,12723.0
959,118615,9360.0
960,119229,9434.0
961,118541,13982.0
962,120032,9611.0
963,118655,816.0
964,118771,2163.0
965,119116,18.0
966,119809,1811.0
967,117398,105045.0
968,117615,11239.0
969,118556,2058.0
970,115744,9450.0
971,119567,330.0
972,117359,38523.0
973,114303,45671.0
974,118880,1701.0
975,114134,26422.0
976,118688,415.0
977,120034,65889.0
978,116502,11103.0
979,119282,11970.0
980,119738,8874.0
981,115856,11956.0
982,119094,754.0
983,119654,607.0
984,118884,686.0
985,119173,4421.0
986,82198,9387.0
987,119190,10603.0
988,118887,2142.0
989,119081,8413.0
990,120177,10336.0
991,119896,9413.0
992,119361,14585.0
993,118818,49462.0
994,118883,8834.0
995,120112,38295.0
996,119675,4961.0
997,119695,9416.0
998,119086,26180.0
999,119484,17832.0
1000,118571,9772.0
1001,99810,1669.0
1002,102494,468.0
1003,120197,108401.0
1004,119360,10806.0
1005,119051,9433.0
1006,119874,6623.0
1007,119488,2118.0
1008,120102,978.0
1009,119468,9437.0
1010,120169,29461.0
1011,119174,2649.0
1012,119123,14289.0
1013,120399,10155.0
1014,119632,20457.0
1015,118647,18355.0
1016,120402,55306.0
1017,119349,68924.0
1018,118842,2255.0
1019,119164,9427.0
1020,119280,17589.0
1021,119345,3597.0
1022,118971,1813.0
1023,119324,33344.0
1024,120481,45019.0
1025,120539,62422.0
1026,119177,782.0
1027,119891,9827.0
1028,120257,1959.0
1029,119535,8067.0
1030,119338,125052.0
1031,83131,10890.0
1032,118689,1281.0
1033,120490,14905.0
1034,119978,11975.0
1035,118749,4995.0
1036,90329,9281.0
1037,120201,563.0
1038,107282,19931.0
1039,120148,10215.0
1040,120382,37165.0
1041,120520,45609.0
1042,119723,38904.0
1043,119994,9407.0
1044,119395,4824.0
1045,118617,9444.0
1046,120483,9414.0
1047,118583,8078.0
1048,118607,11831.0
1049,118632,2895.0
1050,123385,39177.0
1051,118698,19601.0
1052,118804,22797.0
1053,118954,2639.0
1054,119137,9574.0
1055,119142,10371.0
1056,119217,489.0
1057,119303,9714.0
1058,119668,8197.0
1059,119715,6283.0
1060,120082,4233.0
1061,120222,191874.0
1062,120255,10217.0
1063,120338,597.0
1064,120347,714.0
1065,119925,9922.0
1066,119314,547.0
1067,119396,184.0
1068,119485,9746.0
1069,118715,115.0
1070,118566,26941.0
1071,119590,27103.0
1072,119223,9410.0
1073,118539,32302.0
1074,120885,586.0
1075,118929,2666.0
1076,120693,9490.0
1077,119099,9411.0
1078,120122,25719.0
1079,119815,21253.0
1080,118956,9457.0
1081,119734,39424.0
1082,120008,11702.0
1083,119784,12238.0
1084,118747,11568.0
1085,120888,11003.0
1086,120184,10153.0
1087,120782,30949.0
1088,119822,2898.0
1089,99939,9558.0
1090,120873,11808.0
1091,120491,6970.0
1092,120661,21736.0
1093,120241,10668.0
1094,120744,9313.0
1095,120769,42807.0
1096,120890,617.0
1097,119250,5910.0
1098,119942,9440.0
1099,120510,32911.0
1100,124295,1774.0
1101,120738,2157.0
1102,120749,8838.0
1103,120176,29193.0
1104,120632,795.0
1105,120728,16980.0
1106,124718,9469.0
1107,118819,267.0
1108,120906,16148.0
1109,118755,9449.0
1110,120725,31220.0
1111,138563,13907.0
1112,120265,30020.0
1113,120609,9448.0
1114,119683,4415.0
1115,118866,55561.0
1116,120647,8656.0
1117,118798,9452.0
1118,120669,1878.0
1119,120777,9844.0
1120,119313,9715.0
1121,119375,26610.0
1122,120787,1965.0
1123,116692,312.0
1124,120828,6068.0
1125,127723,15037.0
1126,139362,37636.0
1127,118849,21334.0
1128,116141,32284.0
1129,122529,37410.0
1130,120762,10674.0
1131,120902,846.0
1132,118998,3050.0
1133,120780,1389.0
1134,73540,11020.0
1135,120321,20862.0
1136,118789,9464.0
1137,120591,95.0
1138,122151,944.0
1139,122718,11551.0
1140,138704,473.0
1141,140688,102304.0
1142,129387,544.0
1143,52077,10513.0
1144,20629,143.0
1145,22958,33680.0
1146,26752,12311.0
1147,30993,34106.0
1148,35093,27367.0
1149,37884,28580.0
1150,36868,887.0
1151,39416,33667.0
1152,40416,23383.0
1153,41113,25430.0
1154,45793,11426.0
1155,47296,654.0
1156,48356,15919.0
1157,55614,1725.0
1158,57590,5769.0
1159,60665,874.0
1160,61811,10633.0
1161,63385,17917.0
1162,64665,3116.0
1163,67116,1051.0
1164,75148,1366.0
1165,79417,12102.0
1166,81283,16619.0
1167,82158,9443.0
1168,86425,11050.0
1169,89755,606.0
1170,93389,746.0
1171,95953,380.0
1172,97239,403.0
1173,65063,11485.0
1174,67309,466.0
1175,87995,13820.0
1176,100142,15389.0
1177,91369,13597.0
1178,88847,2108.0
1179,89686,10014.0
1180,93629,10072.0
1181,95742,10131.0
1182,97981,10160.0
1183,80761,4488.0
1184,82418,9725.0
1185,83972,9728.0
1186,87298,9730.0
1187,91080,10225.0
1188,77651,948.0
1189,105179,41769.0
1190,94862,10585.0
1191,84516,609.0
1192,70047,9552.0
1193,99528,11587.0
1194,93409,941.0
1195,97733,942.0
1196,104714,943.0
1197,87363,927.0
1198,99700,928.0
1199,89218,9340.0
1200,120746,9342.0
1201,119910,38509.0
1202,70723,12101.0
1203,17136,19.0
1204,96874,165.0
1205,99088,196.0
1206,69113,551.0
1207,76054,16084.0
1208,54594,17984.0
1209,54649,32611.0
1210,34492,3170.0
1211,47478,346.0
1212,94947,859.0
1213,87182,841.0
1214,95497,11051.0
1215,99674,242.0
1216,102757,1411.0
1217,119558,9769.0
1218,120815,857.0
1219,88814,10957.0
1220,78869,9570.0
1221,62737,16249.0
1222,75807,14612.0
1223,65566,29228.0
1224,82199,19379.0
1225,91059,10122.0
1226,91149,9994.0
1227,80861,12129.0
1228,76137,14140.0
1229,107120,10439.0
1230,97523,9354.0
1231,57180,37969.0
1232,120768,9631.0
1233,120783,9820.0
1234,131857,14013.0
1235,98213,1779.0
1236,89853,10849.0
1237,39689,678.0
1238,59113,907.0
1239,83922,5961.0
1240,90203,47908.0
1241,86423,42121.0
1242,96734,11974.0
1243,89126,20348.0
1244,71910,26648.0
1245,82736,11911.0
1246,90756,793.0
1247,89385,35144.0
1248,61852,9325.0
1249,48280,10340.0
1250,97757,10144.0
1251,104868,10414.0
1252,104940,10437.0
1253,104990,15300.0
1254,55254,12230.0
1255,46183,10693.0
1256,81353,11335.0
1257,100477,11135.0
1258,76618,11319.0
1259,107952,15969.0
1260,89908,13155.0
1261,102803,10249.0
1262,53285,10882.0
1263,86336,24808.0
1264,38969,13850.0
1265,88161,2619.0
1266,19422,53565.0
1267,111359,41841.0
1268,84783,27332.0
1269,84827,97.0
1270,108265,10419.0
1271,102250,2107.0
1272,79367,6471.0
1273,83798,9442.0
1274,85894,11591.0
1275,101969,13697.0
1276,86066,227.0
1277,87469,87.0
1278,77869,123.0
1279,87803,9314.0
1280,85407,11336.0
1281,87050,10823.0
1282,96787,11497.0
1283,101272,2907.0
1284,120631,9454.0
1285,120832,8688.0
1286,80388,23954.0
1287,77711,12761.0
1288,61184,396.0
1289,92513,14367.0
1290,90305,11814.0
1291,61584,16081.0
1292,57372,18331.0
1293,70016,15171.0
1294,78480,11837.0
1295,84649,11704.0
1296,83791,11639.0
1297,90633,4978.0
1298,89469,11976.0
1299,88128,15144.0
1300,91790,11522.0
1301,90060,11557.0
1302,91223,11415.0
1303,93220,37530.0
1304,80801,8393.0
1305,97443,11937.0
1306,118661,9320.0
1307,120831,14662.0
1308,133413,125124.0
1309,99763,10692.0
1310,63522,805.0
1311,88323,34584.0
1312,119517,77469.0
1313,120611,36647.0
1314,118301,14557.0
1315,119778,41469.0
1316,94721,4011.0
1317,119033,161795.0
1318,40746,1580.0
1319,68611,573.0
1320,58329,506.0
1321,51207,22527.0
1322,49470,574.0
1323,48750,11219.0
1324,45897,30159.0
1325,44079,845.0
1326,96446,847.0
1327,94226,117.0
1328,120654,14577.0
1329,120724,37498.0
1330,39694,31667.0
1331,37017,13321.0
1332,36342,21734.0
1333,35279,31997.0
1334,34248,11462.0
1335,30341,940.0
1336,25452,8208.0
1337,17075,2760.0
1338,128442,10220.0
1339,123755,431.0
1340,124879,22796.0
1341,73817,37916.0
1342,81207,21873.0
1343,85346,21500.0
1344,92699,12626.0
1345,96463,3525.0
1346,95593,2321.0
1347,98258,2028.0
1348,100212,16384.0
1349,105629,11597.0
1350,87810,44772.0
1351,86973,14347.0
1352,91680,18282.0
1353,90583,18169.0
1354,96073,11082.0
1355,101523,20096.0
1356,104257,881.0
1357,107211,4478.0
1358,120812,2109.0
1359,118736,24746.0
1360,122690,8195.0
1361,126604,11855.0
1362,100594,24016.0
1363,47573,11071.0
1364,84787,1091.0
1365,105151,10403.0
1366,81554,11337.0
1367,99487,162.0
1368,120587,8916.0
1369,120823,28134.0
1370,120770,9429.0
1371,120889,12159.0
1372,124102,27791.0
1373,63462,30197.0
1374,82517,10156.0
1375,104952,10377.0
1376,73440,3121.0
1377,119577,4975.0
1378,119670,9821.0
1379,86837,4437.0
1380,90830,1890.0
1381,80678,1955.0
1382,120603,39437.0
1383,120791,6435.0
1384,147612,10683.0
1385,118636,9445.0
