movie_id,title,genres
147,Under Siege 2: Dark Territory (1995),Action
148,Unstrung Heroes (1995),Comedy|Drama
149,Unzipped (1995),Documentary
150,"Walk in the Clouds, A (1995)",Drama|Romance
151,Waterworld (1995),Action|Adventure|Sci-Fi
152,White Man's Burden (1995),Drama
153,Wild Bill (1995),Western
154,"Browning Version, The (1994)",Drama
155,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery
156,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
157,Before the Rain (Pred dozhdot) (1994),Drama|War
158,Before Sunrise (1995),Drama|Romance
159,Billy Madison (1995),Comedy
160,"Babysitter, The (1995)",Drama|Thriller
161,Boys on the Side (1995),Comedy|Drama
162,Circle of Friends (1995),Drama|Romance
163,Clerks (1994),Comedy
164,Don Juan DeMarco (1995),Comedy|Drama|Romance
165,Disclosure (1994),Drama|Thriller
166,Drop Zone (1994),Action|Thriller
167,Death and the Maiden (1994),Drama|Thriller
168,Dolores Claiborne (1995),Drama|Thriller
169,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
170,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
171,Exotica (1994),Drama
172,Exit to Eden (1994),Comedy
173,Ed Wood (1994),Comedy|Drama
174,French Kiss (1995),Action|Comedy|Romance
175,Forget Paris (1995),Comedy|Romance
176,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children
177,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance
178,Fluke (1995),Children|Drama
179,Farinelli: il castrato (1994),Drama|Musical
180,Hoop Dreams (1994),Documentary
181,Heavenly Creatures (1994),Crime|Drama
182,Houseguest (1994),Comedy
183,Immortal Beloved (1994),Drama|Romance
184,Heavyweights (Heavy Weights) (1995),Children|Comedy
185,I.Q. (1994),Comedy|Romance
186,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
187,"Jerky Boys, The (1995)",Comedy
188,Junior (1994),Comedy|Sci-Fi
189,Just Cause (1995),Mystery|Thriller
190,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance
191,Kiss of Death (1995),Crime|Drama|Thriller
192,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
193,Little Women (1994),Drama
194,"Little Princess, A (1995)",Children|Drama
195,Ladybird Ladybird (1994),Drama
196,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
197,Legends of the Fall (1994),Drama|Romance|War|Western
198,Major Payne (1995),Comedy
199,Love Affair (1994),Drama|Romance
200,Losing Isaiah (1995),Drama
201,"Madness of King George, The (1994)",Comedy|Drama
202,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
203,Man of the House (1995),Comedy
204,Milk Money (1994),Comedy|Romance
205,Miracle on 34th Street (1994),Drama
206,Murder in the First (1995),Drama|Thriller
207,Nobody's Fool (1994),Comedy|Drama|Romance
208,Nell (1994),Drama
209,New Jersey Drive (1995),Crime|Drama
210,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime
211,Beyond Bedlam (1993),Drama|Horror
212,Natural Born Killers (1994),Action|Crime|Thriller
213,Only You (1994),Comedy|Romance
214,Once Were Warriors (1994),Crime|Drama
215,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
216,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
217,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
218,Priest (1994),Drama
219,Quiz Show (1994),Drama
220,Picture Bride (Bijo photo) (1994),Drama|Romance
221,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance
222,"Quick and the Dead, The (1995)",Action|Thriller|Western
223,Roommates (1995),Comedy|Drama
224,Ready to Wear (Pret-A-Porter) (1994),Comedy
225,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
226,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
227,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
228,"Swan Princess, The (1994)",Animation|Children
229,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
230,"Specialist, The (1994)",Action|Drama|Thriller
231,Stargate (1994),Action|Adventure|Sci-Fi
232,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
233,"Shawshank Redemption, The (1994)",Crime|Drama
234,Shallow Grave (1994),Comedy|Drama|Thriller
235,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
236,Swimming with Sharks (1995),Comedy|Drama
237,"Sum of Us, The (1994)",Comedy|Drama
238,National Lampoon's Senior Trip (1995),Comedy
239,To Live (Huozhe) (1994),Drama
240,Tank Girl (1995),Action|Comedy|Sci-Fi
241,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
242,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
243,Tales from the Hood (1995),Action|Crime|Horror
244,Village of the Damned (1995),Horror|Sci-Fi
245,Tommy Boy (1995),Comedy
246,Vanya on 42nd Street (1994),Drama
247,Underneath (1995),Mystery|Thriller
248,What's Eating Gilbert Grape (1993),Drama
249,Virtuosity (1995),Action|Sci-Fi|Thriller
250,While You Were Sleeping (1995),Comedy|Romance
251,"War, The (1994)",Adventure|Drama|War
252,Double Happiness (1994),Drama
253,Muriel's Wedding (1994),Comedy
254,"Baby-Sitters Club, The (1995)",Children
255,Ace Ventura: Pet Detective (1994),Comedy
256,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
257,Backbeat (1993),Drama|Musical
258,Bitter Moon (1992),Drama|Film-Noir|Romance
259,Bullets Over Broadway (1994),Comedy
260,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
261,"Client, The (1994)",Drama|Mystery|Thriller
262,"Corrina, Corrina (1994)",Comedy|Drama|Romance
263,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
264,Cobb (1994),Drama
265,"Flintstones, The (1994)",Children|Comedy|Fantasy
266,Forrest Gump (1994),Comedy|Drama|Romance|War
267,Four Weddings and a Funeral (1994),Comedy|Romance
268,It Could Happen to You (1994),Comedy|Drama|Romance
269,"Jungle Book, The (1994)",Adventure|Children|Romance
270,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
271,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
272,Little Buddha (1993),Drama
273,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
274,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
275,Maverick (1994),Adventure|Comedy|Western
276,Mrs. Parker and the Vicious Circle (1994),Drama
277,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
278,"Paper, The (1994)",Comedy|Drama
279,Reality Bites (1994),Comedy|Drama|Romance
280,Red Rock West (1992),Thriller
281,Richie Rich (1994),Children|Comedy
282,"River Wild, The (1994)",Action|Thriller
283,Speed (1994),Action|Romance|Thriller
284,Timecop (1994),Action|Sci-Fi|Thriller
285,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
286,When a Man Loves a Woman (1994),Drama|Romance
287,Wolf (1994),Drama|Horror|Romance|Thriller
288,Wyatt Earp (1994),Western
289,"Man of No Importance, A (1994)",Drama
290,Boys Life (1995),Drama
291,"Colonel Chabert, Le (1994)",Drama|Romance|War
292,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
293,Jason's Lyric (1994),Crime|Drama
294,Street Fighter (1994),Action|Adventure|Fantasy
295,In the Mouth of Madness (1995),Horror|Thriller
296,8 Seconds (1994),Drama
297,Addams Family Values (1993),Children|Comedy|Fantasy
298,"Age of Innocence, The (1993)",Drama
299,Airheads (1994),Comedy
300,Another Stakeout (1993),Comedy|Thriller
301,Bad Girls (1994),Western
302,Barcelona (1994),Comedy|Romance
303,"Beverly Hillbillies, The (1993)",Comedy
304,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
305,Black Beauty (1994),Adventure|Children|Drama
306,Blink (1994),Thriller
307,Blown Away (1994),Action|Thriller
308,Blue Sky (1994),Drama|Romance
309,Body Snatchers (1993),Horror|Sci-Fi|Thriller
310,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
311,"Bronx Tale, A (1993)",Drama
312,Calendar Girl (1993),Comedy|Drama
313,Carlito's Way (1993),Crime|Drama
314,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
315,Clean Slate (1994),Comedy
316,Cliffhanger (1993),Action|Adventure|Thriller
317,Coneheads (1993),Comedy|Sci-Fi
318,Color of Night (1994),Drama|Thriller
319,"Cowboy Way, The (1994)",Action|Comedy|Drama
320,Dave (1993),Comedy|Romance
321,Dazed and Confused (1993),Comedy
322,Demolition Man (1993),Action|Adventure|Sci-Fi
323,Even Cowgirls Get the Blues (1993),Comedy|Romance
324,Fatal Instinct (1993),Comedy
325,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
326,Fearless (1993),Drama
327,With Honors (1994),Comedy|Drama
328,Flesh and Bone (1993),Drama|Mystery|Romance
329,Widows' Peak (1994),Drama
330,For Love or Money (1993),Comedy|Romance
331,"Firm, The (1993)",Drama|Thriller
332,Free Willy (1993),Adventure|Children|Drama
333,Fresh (1994),Crime|Drama|Thriller
334,"Fugitive, The (1993)",Thriller
335,Go Fish (1994),Drama|Romance
336,Hard Target (1993),Action|Adventure|Crime|Thriller
337,Hot Shots! Part Deux (1993),Action|Comedy|War
338,Live Nude Girls (1995),Comedy
339,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
340,"House of the Spirits, The (1993)",Drama|Romance
341,"Hudsucker Proxy, The (1994)",Comedy
342,In the Line of Fire (1993),Action|Thriller
343,In the Name of the Father (1993),Drama
344,What's Love Got to Do with It? (1993),Drama|Musical
345,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
346,Kalifornia (1993),Drama|Thriller
347,Killing Zoe (1994),Crime|Drama|Thriller
348,Lassie (1994),Adventure|Children
349,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
350,Life with Mikey (1993),Comedy
351,Lightning Jack (1994),Comedy|Western
352,Malice (1993),Thriller
353,"Man Without a Face, The (1993)",Drama
354,Manhattan Murder Mystery (1993),Comedy|Mystery
355,Menace II Society (1993),Action|Crime|Drama
356,Executive Decision (1996),Action|Adventure|Thriller
357,In the Realm of the Senses (Ai no corrida) (1976),Drama
358,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
359,Much Ado About Nothing (1993),Comedy|Romance
360,Mrs. Doubtfire (1993),Comedy|Drama
361,Naked (1993),Drama
362,"Next Karate Kid, The (1994)",Action|Children|Romance
363,North (1994),Comedy
364,Orlando (1992),Drama|Fantasy|Romance
365,"Perfect World, A (1993)",Crime|Drama|Thriller
366,Philadelphia (1993),Drama
367,"Piano, The (1993)",Drama|Romance
368,"Program, The (1993)",Action|Drama
369,"Puppet Masters, The (1994)",Horror|Sci-Fi
370,Radioland Murders (1994),Comedy|Mystery|Romance
371,"Ref, The (1994)",Comedy
372,"Remains of the Day, The (1993)",Drama|Romance
373,Renaissance Man (1994),Comedy|Drama
374,Rising Sun (1993),Action|Drama|Mystery
375,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
376,Robin Hood: Men in Tights (1993),Comedy
377,Romper Stomper (1992),Action|Drama
378,Ruby in Paradise (1993),Drama
379,Rudy (1993),Drama
380,"Savage Nights (Nuits fauves, Les) (1992)",Drama
381,Schindler's List (1993),Drama|War
382,Searching for Bobby Fischer (1993),Drama
383,"Secret Garden, The (1993)",Children|Drama
384,Serial Mom (1994),Comedy|Crime|Horror
385,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
386,Shadowlands (1993),Drama|Romance
387,Short Cuts (1993),Drama
388,"Simple Twist of Fate, A (1994)",Drama
389,Sirens (1994),Drama
390,Six Degrees of Separation (1993),Drama
391,Sleepless in Seattle (1993),Comedy|Drama|Romance
392,Sliver (1993),Thriller
393,Blade Runner (1982),Action|Sci-Fi|Thriller
394,Son in Law (1993),Comedy|Drama|Romance
395,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
396,Surviving the Game (1994),Action|Adventure|Thriller
397,Terminal Velocity (1994),Action|Mystery|Thriller
398,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical
399,Threesome (1994),Comedy|Romance
400,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
401,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
402,Tombstone (1993),Action|Drama|Western
403,True Romance (1993),Crime|Thriller
404,"War Room, The (1993)",Documentary
405,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
406,Welcome to the Dollhouse (1995),Comedy|Drama
407,Germinal (1993),Drama|Romance
408,Bhaji on the Beach (1993),Comedy|Drama
409,Little Big League (1994),Comedy|Drama
410,Spanking the Monkey (1994),Comedy|Drama
411,"Little Rascals, The (1994)",Children|Comedy
412,Princess Caraboo (1994),Drama
413,"Celluloid Closet, The (1995)",Documentary
414,Dear Diary (Caro Diario) (1994),Comedy|Drama
415,"Brady Bunch Movie, The (1995)",Comedy
416,Home Alone (1990),Children|Comedy
417,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
418,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
419,Terminator 2: Judgment Day (1991),Action|Sci-Fi
420,Dances with Wolves (1990),Adventure|Drama|Western
421,Batman (1989),Action|Crime|Thriller
422,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
423,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
424,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
425,Pinocchio (1940),Animation|Children|Fantasy|Musical
426,Pretty Woman (1990),Comedy|Romance
427,"Wild Bunch, The (1969)",Adventure|Western
428,Love and a .45 (1994),Action|Comedy|Crime
429,"Great Day in Harlem, A (1994)",Documentary
430,One Fine Day (1996),Drama|Romance
431,Candyman: Farewell to the Flesh (1995),Fantasy|Horror
432,Fargo (1996),Comedy|Crime|Drama|Thriller
433,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children
434,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
435,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi
436,Jane Eyre (1996),Drama|Romance
437,"Aristocats, The (1970)",Animation|Children
438,"Flower of My Secret, The (La flor de mi secreto) (1995)",Comedy|Drama
439,Ed (1996),Comedy
440,"Thin Line Between Love and Hate, A (1996)",Comedy
441,"Last Supper, The (1995)",Drama|Thriller
442,Primal Fear (1996),Crime|Drama|Mystery|Thriller
443,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance
444,Land and Freedom (Tierra y libertad) (1995),Drama|War
445,Denise Calls Up (1995),Comedy
446,Sgt. Bilko (1996),Comedy
447,Girl 6 (1996),Comedy|Drama
448,Diabolique (1996),Drama|Thriller
449,Nelly & Monsieur Arnaud (1995),Drama
450,Courage Under Fire (1996),Action|Crime|Drama|War
451,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
452,Moll Flanders (1996),Drama
453,Dragonheart (1996),Action|Adventure|Fantasy
454,Eddie (1996),Comedy
455,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical
456,Fear (1996),Thriller
457,Kids in the Hall: Brain Candy (1996),Comedy
458,Underground (1995),Comedy|Drama|War
459,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action
460,Song of the Little Road (Pather Panchali) (1955),Drama
461,"World of Apu, The (Apur Sansar) (1959)",Drama
462,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi
463,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
464,Barbarella (1968),Adventure|Comedy|Sci-Fi
465,Some Folks Call It a Sling Blade (1993),Drama|Thriller
466,"Run of the Country, The (1995)",Drama
467,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller
468,It's My Party (1996),Drama
469,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War
470,Mrs. Winterbourne (1996),Comedy|Romance
471,Solo (1996),Action|Sci-Fi|Thriller
472,"Substitute, The (1996)",Action|Crime|Drama
473,True Crime (1996),Mystery|Thriller
474,Angus (1995),Comedy
475,"Quest, The (1996)",Action|Adventure
476,Mulholland Falls (1996),Crime|Drama|Thriller
477,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
478,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical
479,Flipper (1996),Adventure|Children
480,Dead Man (1995),Drama|Mystery|Western
481,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama|Romance
482,"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi
483,Multiplicity (1996),Comedy
484,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
485,"Haunted World of Edward D. Wood Jr., The (1996)",Documentary
486,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller
487,Cold Comfort Farm (1995),Comedy
488,Heaven's Prisoners (1996),Crime|Thriller
489,"Rock, The (1996)",Action|Adventure|Thriller
490,Cemetery Man (Dellamorte Dellamore) (1994),Horror
491,Twister (1996),Action|Adventure|Romance|Thriller
492,Barb Wire (1996),Action|Sci-Fi
493,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
494,Thinner (1996),Horror|Thriller
495,Spy Hard (1996),Comedy
496,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy
497,"Stupids, The (1996)",Comedy
498,"Arrival, The (1996)",Action|Sci-Fi|Thriller
499,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
500,Ashes of Time (Dung che sai duk) (1994),Drama
501,Maya Lin: A Strong Clear Vision (1994),Documentary
502,Stalingrad (1993),Drama|War
503,"Phantom, The (1996)",Action|Adventure
504,Striptease (1996),Comedy|Crime
505,Heavy (1995),Drama|Romance
506,Jack (1996),Comedy|Drama
507,I Shot Andy Warhol (1996),Drama
508,Trainspotting (1996),Comedy|Crime|Drama
509,'Til There Was You (1997),Drama|Romance
510,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
511,Stealing Beauty (1996),Drama
512,"Fan, The (1996)",Drama|Thriller
513,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance
514,"Cable Guy, The (1996)",Comedy|Thriller
515,Kingpin (1996),Comedy
516,Eraser (1996),Action|Drama|Thriller
517,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
518,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",Documentary
519,Somebody to Love (1994),Drama
520,Daylight (1996),Action|Adventure|Drama|Thriller
521,"Frighteners, The (1996)",Comedy|Horror|Thriller
522,Lone Star (1996),Drama|Mystery|Western
523,Harriet the Spy (1996),Children|Comedy
524,Phenomenon (1996),Drama|Romance
525,Walking and Talking (1996),Comedy|Drama|Romance
526,She's the One (1996),Comedy|Romance
527,"Time to Kill, A (1996)",Drama|Thriller
528,Alaska (1996),Adventure|Children
529,Fled (1996),Action|Adventure
530,Kazaam (1996),Children|Comedy|Fantasy
531,Larger Than Life (1996),Comedy
532,"Very Brady Sequel, A (1996)",Comedy
533,Kaspar Hauser (1993),Drama|Mystery
534,"Adventures of Pinocchio, The (1996)",Adventure|Children
535,Joe's Apartment (1996),Comedy|Fantasy|Musical
536,"First Wives Club, The (1996)",Comedy
537,Ransom (1996),Crime|Thriller
538,High School High (1996),Comedy
539,Foxfire (1996),Drama
540,Chain Reaction (1996),Action|Adventure|Thriller
541,Matilda (1996),Children|Comedy|Fantasy
542,Emma (1996),Comedy|Drama|Romance
543,"Crow: City of Angels, The (1996)",Action|Thriller
544,House Arrest (1996),Children|Comedy
545,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror
546,"Spitfire Grill, The (1996)",Drama
547,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
548,Basquiat (1996),Drama
549,Tin Cup (1996),Comedy|Drama|Romance
550,"Godfather, The (1972)",Crime|Drama
551,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller
552,Bound (1996),Crime|Drama|Romance|Thriller
553,Kansas City (1996),Crime|Drama|Musical|Thriller
