,userId,tier,gender,following_rate,followers_avg_age,following_avg_age,max_repetitive_punc,num_of_hashtags_per_action,emoji_count_per_action,punctuations_per_action,number_of_words_per_action,avgCompletion,avgTimeSpent,avgDuration,avgComments,creations,content_views,num_of_comments,weekends_trails_watched_per_day,weekdays_trails_watched_per_day,slot1_trails_watched_per_day,slot2_trails_watched_per_day,slot3_trails_watched_per_day,slot4_trails_watched_per_day,avgt2
14,601633,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.264939065,4.0,15.17233333,0,0.0,0.057692308,0.0,0.0,0.011538462,0.0,0.0,0.057692308,0.0,0.0
15,645054,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.182829144,6.25,101.777625,0,0.0,0.14516129,0.0,0.036290323,0.011290323,0.0,0.056451613,0.0,0.072580645,0.0
16,255830,3,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.339690331,11.91666667,88.49690909,0,0.0,0.096774194,0.0,0.044354839,0.001612903,0.0,0.0,0.0,0.096774194,0.0
17,353527,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.261748496,3.0,13.13457143,0,0.0,0.073770492,0.0,0.0,0.018032787,0.0,0.0,0.0,0.090163934,0.0
18,531937,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.221415491,4.583333333,65.63483333,0,0.0,0.105691057,0.0,0.0,0.019512195,0.0,0.0,0.0,0.097560976,0.0
19,413250,3,1,0.071428571,2.25,3.0,0,0.0,0.0,0.0,0.033783784,0.633002873,10.36571429,20.60834028,0,0.015873016,1.150793651,0.0,0.150793651,0.217460317,0.0,0.888888889,0.301587302,0.198412698,176.6666667
20,601958,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.717098897,11.04444444,14.82378082,0,0.0,1.237288136,0.0,0.0,0.305084746,0.0,0.491525424,0.644067797,0.389830508,0.0
21,596063,1,1,0.016129032,2.0,2.0,0,0.0,0.0,0.0,0.121212121,0.361124348,5.657142857,95.05196154,0,0.024193548,0.233870968,0.0,0.080645161,0.024193548,0.0,0.0,0.120967742,0.161290323,248.4
22,764821,2,1,0.0,0.0,0.0,2,0.0,0.0,0.75,1.5,0.262648395,8.379310345,86.96681818,0,0.015748031,0.102362205,0.0,0.003937008,0.044094488,0.0,0.078740157,0.141732283,0.007874016,160.2307692
23,880689,2,1,0.007936508,0.0,0.0,4,0.0,0.0,0.0,0.0,0.094034778,5.37254902,197.9113529,0,0.007936508,0.404761905,0.0,0.043650794,0.063492063,0.0,0.119047619,0.238095238,0.047619048,156.5
24,340001,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.351484442,6.2,72.03305,0,0.0,0.16,0.0,0.08,0.0,0.0,0.0,0.16,0.0,0.0
25,512604,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,20.0,15.08,0,0.0,0.008547009,0.0,0.004273504,0.0,0.008547009,0.0,0.0,0.0,0.0
26,165305,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.333333333,0.192244932,21.0,144.9505,0,0.005607477,0.003738318,0.0,0.0,0.000747664,0.0,0.0,0.001869159,0.001869159,209.3170732
27,334769,1,2,0.008,0.0,0.0,18,0.0,0.0,0.045454545,1.590909091,0.312884584,5.88028169,45.04113462,0,0.272,0.424,0.0,0.28,0.1152,0.0,0.24,0.368,0.528,203.7560976
28,564061,2,1,0.008849558,0.0,0.0,2,0.0,0.0,0.0,0.102272727,0.122498427,4.398148148,133.0814394,1,0.026548673,0.734513274,0.008849558,0.216814159,0.104424779,0.07079646,0.079646018,0.318584071,0.486725664,186.1538462
29,306495,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.072454375,6.125,162.8058,0,0.0,0.028688525,0.0,0.016393443,0.0,0.032786885,0.0,0.0,0.0,0.0
30,647912,2,1,0.182539683,0.0,0.0,0,0.0,0.0,0.272727273,0.454545455,0.333027518,6.657142857,61.45888889,0,0.007936508,0.071428571,0.0,0.0,0.055555556,0.0,0.19047619,0.087301587,0.0,164.5
31,946059,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.29116179,4.0,13.86,0,0.0,0.032786885,0.0,0.016393443,0.0,0.0,0.032786885,0.0,0.0,0.0
32,917315,2,2,0.693333333,3.0,1.5,0,0.0,0.0,0.0,0.0,0.641568673,10.23529412,19.36184762,0,0.0,1.44,0.0,0.586666667,0.309333333,0.0,0.0,2.72,0.0,7.5
33,504629,2,1,0.00952381,0.0,0.0,8,0.0,0.0,0.0,0.333333333,0.546002693,12.46428571,37.97839286,0,0.038095238,0.266666667,0.0,0.0,0.053333333,0.0,0.171428571,0.085714286,0.00952381,157.5555556
34,520229,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.541067307,10.75757576,48.49472414,0,0.0,0.32967033,0.0,0.021978022,0.063736264,0.0,0.0,0.0,0.362637363,0.0
35,861915,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.043469892,8.0,196.092,0,0.0,0.023809524,0.0,0.0,0.004761905,0.0,0.023809524,0.0,0.0,0.0
36,308845,2,1,0.081967213,1.75,2.5,0,0.0,0.0,0.0,0.023255814,0.306302339,7.487804878,83.951575,0,0.008196721,0.336065574,0.0,0.0,0.067213115,0.0,0.114754098,0.221311475,0.0,206.3529412
37,654987,2,1,0.007936508,0.0,0.0,0,0.0,0.0,0.0,0.075757576,0.413659112,9.128834356,67.58637097,3,0.007936508,1.007936508,0.023809524,0.0,0.258730159,0.0,0.0,0.0,1.293650794,102.6
38,398531,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.154847903,2.5,15.06666667,0,0.0,0.024390244,0.0,0.0,0.006504065,0.0,0.0,0.0,0.032520325,0.0
39,327507,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.628871077,12.18025751,43.72119556,0,0.0,2.343137255,0.0,0.0,0.456862745,0.0,0.362745098,0.588235294,1.333333333,0.0
40,888670,2,1,0.001818182,0.0,0.0,0,0.0,0.0,0.0,0.0,0.229799892,51.66666667,189.835,0,0.0,0.005454545,0.0,0.0,0.001090909,0.0,0.0,0.0,0.005454545,0.0
41,449514,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,20.0,13.08,0,0.0,0.03125,0.0,0.0,0.003125,0.0,0.0,0.0,0.015625,0.0
42,819045,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.197889182,3.0,15.16,0,0.0,0.022222222,0.0,0.0,0.004444444,0.0,0.022222222,0.0,0.0,0.0
43,899768,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.367716836,7.0,236.27675,0,0.0,0.033057851,0.0,0.0,0.00661157,0.0,0.033057851,0.0,0.0,0.0
44,251233,1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.058823529,0.343367565,7.4375,69.89621429,0,0.004132231,0.061983471,0.0,0.024793388,0.003305785,0.0,0.049586777,0.016528926,0.0,183.8
45,344946,1,1,0.016129032,0.0,0.0,0,0.0,0.0,0.0,0.052631579,0.393562399,9.272727273,33.1845625,0,0.016129032,0.129032258,0.0,0.008064516,0.032258065,0.0,0.040322581,0.137096774,0.0,172.3809524
46,932285,2,1,0.008064516,0.0,0.0,0,0.0,0.0,0.0,0.0,0.299051132,6.853448276,71.77787255,0,0.0,0.85483871,0.0,0.262096774,0.082258065,0.0,0.0,0.0,0.935483871,0.0
47,169664,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.280840715,7.2,231.606,0,0.0,0.04,0.0,0.02,0.0,0.0,0.04,0.0,0.0,0.0
48,265615,2,1,0.136736554,2.126404494,2.7,2,0.0,0.0,0.0,1.741935484,0.115307219,9.578947368,129.43,21,0.019143118,0.017319964,0.019143118,0.001823154,0.002734731,0.0,0.004557885,0.004557885,0.008204193,210.1163846
49,867078,2,1,0.247933884,2.5,2.384615385,0,0.0,0.0,0.0,0.717105263,0.194474083,10.74224344,153.9625415,1,0.669421488,1.826446281,0.008264463,0.309917355,0.568595041,0.280991736,1.479338843,0.842975207,0.859504132,199.8007414
50,618568,3,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.492502232,10.52380952,19.2096,0,0.0,0.211009174,0.0,0.032110092,0.025688073,0.0,0.04587156,0.146788991,0.0,0.0
51,512128,2,2,0.011764706,0.0,0.0,0,0.0,0.0,0.0,0.028571429,0.553263092,8.954545455,17.96230303,0,0.011764706,0.388235294,0.0,0.0,0.103529412,0.329411765,0.188235294,0.0,0.0,0.0
52,222875,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.497125738,6.090909091,14.14836364,0,0.0,0.090163934,0.0,0.0,0.018032787,0.0,0.090163934,0.0,0.0,0.0
53,160212,2,1,0.016806723,0.0,0.0,0,0.0,0.0,0.0,0.058823529,0.485588205,17.71428571,54.551125,0,0.008403361,0.268907563,0.0,0.021008403,0.050420168,0.0,0.084033613,0.168067227,0.042016807,216.3333333
54,466624,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.862641009,13.0,15.07,0,0.0,0.008064516,0.0,0.004032258,0.0,0.0,0.008064516,0.0,0.0,0.0
55,903438,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,27.0,11.16,0,0.0,0.008474576,0.0,0.004237288,0.0,0.0,0.0,0.0,0.008474576,0.0
56,957997,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.273149262,5.463414634,66.41997436,0,0.0,0.355932203,0.0,0.016949153,0.062711864,0.0,0.0,0.033898305,0.313559322,0.0
57,362662,2,1,0.016129032,0.0,0.0,0,0.0,0.0,0.0,0.090909091,0.508883064,8.230769231,14.993,0,0.0,0.080645161,0.0,0.052419355,0.0,0.0,0.10483871,0.0,0.0,24.0
58,892546,2,1,0.064,1.5,2.0,0,0.0,0.0,0.0,0.125,0.356742427,6.5,16.79925,0,0.024,0.032,0.0,0.096,0.0,0.0,0.056,0.048,0.088,199.5
59,777470,3,1,0.067226891,0.0,0.0,0,0.0,0.0,0.0,0.013157895,0.189915153,4.405797101,87.95212308,0,0.008403361,0.621848739,0.0,0.117647059,0.068907563,0.0,0.008403361,0.571428571,0.0,176.4
60,397912,1,2,0.003795066,2.857142857,3.0,2,0.0,0.0,0.051546392,0.659793814,0.331994619,87.12258065,141.69672,0,0.013282732,0.168880455,0.0,0.040796964,0.042504744,0.018975332,0.089184061,0.055028463,0.130929791,188.2808219
61,123562,2,1,0.008,0.0,0.0,7,0.0,0.0,0.0,0.078431373,0.464118565,10.0,55.37638095,3,0.008,0.368,0.024,0.192,0.0336,0.0,0.048,0.184,0.32,167.8
62,939524,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.433504427,7.186046512,16.6339697,0,0.0,0.693877551,0.0,0.0,0.175510204,0.0,0.87755102,0.0,0.0,0.0
63,387676,2,1,0.025423729,0.0,0.0,0,0.0,0.0,0.0,0.086956522,0.465415687,6.833333333,19.08568182,0,0.0,0.186440678,0.0,0.101694915,0.0,0.0,0.0,0.0,0.203389831,224.0
64,860681,2,1,0.096774194,2.5,2.0,0,0.0,0.0,0.0,0.011363636,0.238111581,7.333333333,74.61551765,0,0.008064516,0.693548387,0.0,0.205645161,0.106451613,0.040322581,0.266129032,0.233870968,0.403225806,94.5
65,789726,2,1,0.014705882,0.0,0.0,0,0.0,0.0,0.0,0.063829787,0.419143427,11.73913043,49.85540476,0,0.014705882,0.661764706,0.0,0.029411765,0.123529412,0.0,0.529411765,0.132352941,0.014705882,187.5
66,167822,1,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.168383996,3.678571429,87.74,0,0.0,0.26446281,0.0,0.0,0.046280992,0.0,0.231404959,0.0,0.0,0.0
67,571370,2,1,0.030927835,0.0,0.0,0,0.0,0.0,0.035714286,0.803571429,0.379590015,33.08823529,38.15683721,0,0.041237113,0.525773196,0.0,0.216494845,0.053608247,0.0,0.082474227,0.340206186,0.278350515,199.2857143
68,863210,2,1,0.00862069,0.0,0.0,0,0.0,0.0,0.0,0.028571429,0.173473118,5.024390244,113.9259355,0,0.00862069,0.284482759,0.0,0.043103448,0.053448276,0.0,0.043103448,0.103448276,0.206896552,221.3333333
69,717780,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.901416285,20.38947368,35.36913953,0,0.0,0.494318182,0.0,0.267045455,0.001136364,0.039772727,0.0,0.488636364,0.011363636,0.0
70,863592,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.286852865,19.33333333,48.2525,0,0.0,0.015625,0.0,0.01171875,0.0,0.0,0.0,0.0234375,0.0,0.0
71,898254,3,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.166666667,0.373314083,9.518518519,59.58111111,1,0.007936508,0.119047619,0.007936508,0.043650794,0.025396825,0.079365079,0.007936508,0.007936508,0.119047619,193.0
72,424603,2,1,0.008,0.0,0.0,0,0.0,0.0,0.0,0.095238095,0.50786352,10.91304348,19.15,0,0.008,0.152,0.0,0.092,0.0,0.0,0.0,0.0,0.184,0.0
73,632973,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.096487655,1.333333333,12.86,0,0.0,0.025974026,0.0,0.0,0.007792208,0.0,0.0,0.0,0.038961039,0.0
74,599462,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.239990326,9.285714286,63.79733333,0,0.0,0.055555556,0.0,0.0,0.011111111,0.0,0.055555556,0.0,0.0,0.0
75,785994,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.042517007,2.0,47.04,0,0.0,0.008264463,0.0,0.0,0.001652893,0.0,0.0,0.0,0.008264463,0.0
76,402663,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.433774816,5.5,82.212,0,0.0,0.077586207,0.0,0.0,0.013793103,0.0,0.00862069,0.060344828,0.0,0.0
75,123699,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.042517007,2.0,47.04,0,0.0,0.008264463,0.0,0.0,0.001652893,0.0,0.0,0.0,0.008264463,0.0
75,139646,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.042517007,2.0,47.04,0,0.0,0.008264463,0.0,0.0,0.001652893,0.0,0.0,0.0,0.008264463,0.0
75,255830,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.042517007,2.0,47.04,0,0.0,0.008264463,0.0,0.0,0.001652893,0.0,0.0,0.0,0.008264463,0.0
75,267733,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.042517007,2.0,47.04,0,0.0,0.008264463,0.0,0.0,0.001652893,0.0,0.0,0.0,0.008264463,0.0
75,710764,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.042517007,2.0,47.04,0,0.0,0.008264463,0.0,0.0,0.001652893,0.0,0.0,0.0,0.008264463,0.0
75,297653,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.042517007,2.0,47.04,0,0.0,0.008264463,0.0,0.0,0.001652893,0.0,0.0,0.0,0.008264463,0.0
75,410319,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.042517007,2.0,47.04,0,0.0,0.008264463,0.0,0.0,0.001652893,0.0,0.0,0.0,0.008264463,0.0
75,411537,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.042517007,2.0,47.04,0,0.0,0.008264463,0.0,0.0,0.001652893,0.0,0.0,0.0,0.008264463,0.0
75,424791,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.042517007,2.0,47.04,0,0.0,0.008264463,0.0,0.0,0.001652893,0.0,0.0,0.0,0.008264463,0.0
75,428951,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.042517007,2.0,47.04,0,0.0,0.008264463,0.0,0.0,0.001652893,0.0,0.0,0.0,0.008264463,0.0
75,638911,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.042517007,2.0,47.04,0,0.0,0.008264463,0.0,0.0,0.001652893,0.0,0.0,0.0,0.008264463,0.0
75,628854,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.042517007,2.0,47.04,0,0.0,0.008264463,0.0,0.0,0.001652893,0.0,0.0,0.0,0.008264463,0.0
75,649131,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.042517007,2.0,47.04,0,0.0,0.008264463,0.0,0.0,0.001652893,0.0,0.0,0.0,0.008264463,0.0
75,861915,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.042517007,2.0,47.04,0,0.0,0.008264463,0.0,0.0,0.001652893,0.0,0.0,0.0,0.008264463,0.0
75,942571,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.042517007,2.0,47.04,0,0.0,0.008264463,0.0,0.0,0.001652893,0.0,0.0,0.0,0.008264463,0.0
77,226609,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.747302093,9.454545455,12.59185714,0,0.0,0.102941176,0.0,0.080882353,0.0,0.0,0.0,0.0,0.161764706,0.0
78,790344,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.300613327,6.057471264,41.88952174,0,0.0,0.923076923,0.0,0.0,0.223076923,0.0,0.0,0.0,1.115384615,0.0
79,862416,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.105984055,9.142857143,104.2453333,0,0.0,0.079365079,0.0,0.0,0.011111111,0.0,0.055555556,0.0,0.0,0.0
80,134514,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.415635382,22.47058824,55.03472414,0,0.0,0.314814815,0.0,0.087962963,0.027777778,0.0,0.12962963,0.0,0.185185185,0.0
81,177842,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.121335276,13.0,141.314,0,0.0,0.016949153,0.0,0.008474576,0.0,0.0,0.0,0.0,0.016949153,0.0
82,551506,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.17867997,7.666666667,206.938,0,0.0,0.088709677,0.0,0.024193548,0.009677419,0.0,0.0,0.0,0.096774194,0.0
83,365406,2,1,0.001776199,0.0,0.0,0,0.0,0.0,0.0,0.2,0.040927657,6.166666667,164.789,0,0.001776199,0.005328597,0.0,0.002664298,0.001065719,0.0,0.0,0.010657194,0.0,175.1875
84,825733,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.585379464,6.25,9.64,0,0.0,0.041666667,0.0,0.020833333,0.0,0.0,0.041666667,0.0,0.0,0.0
85,220420,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.194625961,19.5,104.694,0,0.0,0.01754386,0.0,0.0,0.003508772,0.0,0.01754386,0.0,0.0,0.0
86,927140,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.357142857,4.0,11.2,0,0.0,0.017241379,0.0,0.0,0.003448276,0.0,0.0,0.017241379,0.0,0.0
87,596661,3,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.333333333,0.027084018,7.0,258.455,0,0.001869159,0.001869159,0.0,0.000934579,0.0,0.0,0.001869159,0.0,0.0,196.2857143
88,688784,1,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.262171068,240.92,34.86169565,0,0.0,0.138554217,0.0,0.009036145,0.026506024,0.0,0.0,0.072289157,0.078313253,0.0
89,219047,2,1,0.009433962,0.0,0.0,0,0.0,0.0,0.0,0.166666667,0.301232347,4.6,15.48,0,0.009433962,0.094339623,0.0,0.0,0.018867925,0.0,0.0,0.028301887,0.066037736,0.0
90,829946,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.066137566,1.0,15.12,0,0.0,0.020833333,0.0,0.010416667,0.0,0.020833333,0.0,0.0,0.0,0.0
91,242912,2,1,0.016393443,0.0,0.0,0,0.0,0.0,0.0,0.010526316,0.232446662,8.785046729,143.6981928,0,0.016393443,0.754098361,0.0,0.0,0.175409836,0.0,0.43442623,0.31147541,0.131147541,169.0
92,443524,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.27494692,5.833333333,33.4095,0,0.0,0.049586777,0.0,0.0,0.009917355,0.0,0.008264463,0.041322314,0.0,0.0
93,464891,2,1,0.001811594,0.0,0.0,0,0.0,0.0,0.0,0.666666667,0.043595067,16.0,367.014,0,0.001811594,0.001811594,0.0,0.000905797,0.0,0.0,0.0,0.001811594,0.0,177.0
94,380835,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.383522465,9.916666667,43.651,0,0.0,0.096774194,0.0,0.048387097,0.0,0.0,0.0,0.096774194,0.0,0.0
95,823355,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.181487401,4.661290323,42.22394444,0,0.0,0.450819672,0.0,0.0,0.101639344,0.426229508,0.016393443,0.06557377,0.0,0.0
96,456546,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.181818182,0.280281543,5.777777778,57.705875,0,0.008196721,0.073770492,0.0,0.0,0.014754098,0.0,0.0,0.0,0.073770492,190.5
97,790046,2,2,0.096153846,0.0,0.0,0,0.0,0.0,0.0,0.055555556,0.428760095,7.428571429,14.47792308,0,0.019230769,0.307692308,0.0,0.0,0.053846154,0.0,0.0,0.0,0.269230769,165.0
98,932281,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.64974425,11.4,19.8052,0,0.0,0.043103448,0.0,0.0,0.00862069,0.0,0.043103448,0.0,0.0,0.0
99,538431,3,2,0.008130081,0.0,0.0,0,0.0,0.0,0.0,0.108695652,0.138868514,3.204545455,44.33695,0,0.008130081,0.357723577,0.0,0.0,0.071544715,0.0,0.130081301,0.227642276,0.0,134.375
100,297653,2,1,0.090909091,0.0,0.0,0,0.0,0.0,0.0,0.5,0.361928717,9.136363636,78.5512,0,0.038961039,0.155844156,0.0,0.045454545,0.038961039,0.0,0.220779221,0.012987013,0.051948052,194.7142857
101,206269,3,1,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.257875367,7.0,90.64918182,0,0.007936508,0.095238095,0.0,0.0,0.022222222,0.111111111,0.0,0.0,0.0,204.0
102,96336,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.4,0.417873285,11.875,39.73142857,0,0.016260163,0.056910569,0.0,0.0,0.01300813,0.0,0.0,0.06504065,0.0,143.2
103,273453,2,1,0.017094017,0.0,0.0,3,0.0,0.0,0.0,0.013888889,0.383906677,7.759493671,91.67157813,0,0.008547009,0.598290598,0.0,0.329059829,0.003418803,0.0,0.11965812,0.444444444,0.111111111,170.6666667
104,112768,3,1,0.062992126,1.0,3.333333333,0,0.0,0.0,0.0,0.005405405,0.256019736,22.06161137,85.78942424,1,0.007874016,1.433070866,0.007874016,0.043307087,0.31496063,0.0,0.125984252,0.779527559,0.755905512,167.0
105,446376,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.099119096,1.5,15.14,0,0.0,0.041666667,0.0,0.020833333,0.0,0.0,0.0,0.041666667,0.0,0.0
106,205381,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.194896278,7.421052632,173.1642353,0,0.0,1.036363636,0.0,0.690909091,0.0,0.0,0.963636364,0.418181818,0.0,0.0
107,614048,2,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.458001237,8.571428571,30.23869231,0,0.0,0.319672131,0.0,0.0,0.068852459,0.0,0.344262295,0.0,0.0,0.0
108,931353,3,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.961538462,10.0,10.4,0,0.0,0.008,0.0,0.008,0.0,0.0,0.016,0.0,0.0,0.0
109,773737,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.256851969,2.666666667,11.25866667,0,0.0,0.024390244,0.0,0.0,0.004878049,0.0,0.0,0.024390244,0.0,0.0
110,793505,3,1,0.008865248,2.0,2.4,0,0.0,0.0,0.0,0.166666667,0.189661731,84.83333333,273.3246667,0,0.003546099,0.015957447,0.0,0.0,0.004255319,0.012411348,0.008865248,0.0,0.0,255.7
