Customer,TransDate,Quantity,PurchAmount,Cost,TransID
126172,01.12.2008,1,99.95,45.00,128726377
126172,01.12.2008,1,29.95,12.00,128726377
126172,14.01.2008,1,99.95,45.00,128727637
126172,08.01.2008,1,199.95,79.98,128871879
126172,09.09.2008,2,159.90,92.24,128897986
126172,29.01.2009,1,44.95,31.13,129114326
126172,15.09.2009,1,39.95,15.98,129247979
126172,15.09.2009,1,39.95,15.98,129247979
126172,08.04.2011,1,129.95,89.99,131574462
126172,10.02.2011,1,59.95,15.00,131618170
126172,07.05.2012,1,169.95,102.20,131924063
126172,25.08.2012,1,129.95,60.00,131957485
195110,29.03.2011,1,24.95,10.25,131485792
195110,29.03.2011,1,9.95,5.50,131485792
163652,08.04.2007,1,99.95,34.15,128501573
163652,06.02.2008,1,79.95,35.00,128825805
163652,21.07.2009,1,59.95,24.00,129214815
163652,21.07.2009,1,69.95,35.00,129214815
163652,20.11.2010,1,69.95,25.50,131313374
196783,11.11.2011,1,69.95,28.00,131667374
196783,11.11.2011,1,69.95,28.00,131667374
196783,11.11.2011,1,69.95,28.00,131667374
196783,14.11.2011,1,69.95,26.60,131671139
196783,14.11.2011,1,9.95,0.00,131671139
132010,16.11.2008,1,34.95,12.50,126083939
132010,16.11.2008,1,34.95,12.50,126083939
132010,16.11.2008,1,34.95,12.50,126083939
162318,20.04.2007,1,69.95,36.00,128436745
162318,20.04.2007,1,29.95,12.35,128436745
162318,26.02.2011,1,129.95,66.58,131465106
153293,15.03.2006,1,429.95,180.00,128127947
186838,12.02.2006,1,119.95,56.38,129894499
186838,27.12.2006,1,119.95,56.38,129897013
186838,15.01.2007,1,79.95,36.00,129897622
150478,12.01.2005,1,29.95,12.17,128032797
150478,12.01.2005,1,29.95,13.50,128032797
150478,12.01.2005,1,3.95,1.73,128032797
150478,12.01.2005,1,24.95,11.88,128032797
113947,29.11.2006,1,49.95,14.98,124941119
113947,10.06.2007,1,99.95,49.00,128547871
181006,23.06.2009,1,54.95,24.99,129197185
181006,10.09.2009,1,99.95,41.65,129266356
181006,06.05.2010,1,64.95,27.30,131161686
103550,15.12.2005,1,99.95,34.05,124409896
103550,12.05.2006,1,69.95,29.25,124429041
103550,05.03.2006,1,59.95,26.45,128149338
103550,30.10.2010,1,29.95,13.80,131273614
174719,11.07.2008,1,199.95,91.67,128960365
174719,11.07.2008,1,199.95,91.67,128960365
174719,11.07.2008,1,49.95,22.05,128960365
150372,30.11.2005,1,119.95,53.50,128029761
150372,30.11.2005,1,79.95,36.00,128029761
198566,03.12.2012,1,59.95,29.00,131845242
198566,03.12.2012,1,169.95,102.20,131845242
198566,03.12.2012,2,139.90,72.52,131845242
176059,26.11.2008,1,29.95,18.95,129005804
176059,12.06.2010,1,49.95,14.15,131361903
154135,17.10.2010,1,39.95,20.00,128162301
120063,14.09.2007,1,79.95,28.90,125335395
120063,04.04.2008,1,71.95,60.60,125785391
120063,04.04.2008,1,139.95,105.00,125785391
120063,04.04.2008,1,59.95,43.38,125785391
179199,02.02.2009,1,54.95,22.60,129116771
187123,11.12.2007,1,129.95,45.00,129913136
147585,09.12.2005,1,99.95,50.00,127945768
147585,09.12.2005,1,39.95,14.50,127945768
162965,06.12.2007,2,79.90,21.10,128467427
162965,06.12.2007,1,29.95,10.25,128467427
162965,08.07.2010,1,39.95,17.40,131207434
162965,08.07.2010,1,49.95,22.50,131207434
174250,28.10.2008,1,149.95,57.33,128942633
174250,28.10.2008,1,129.95,43.70,128942633
174250,09.07.2010,1,49.95,16.23,131224269
145705,21.03.2005,1,49.95,22.60,127880660
190065,12.02.2009,1,39.95,15.98,130998638
190065,12.02.2009,1,39.95,15.98,130998638
187768,05.11.2009,1,299.95,200.00,129955192
187768,05.11.2009,1,19.95,15.60,129955192
187768,04.04.2011,1,99.95,44.98,130019929
175322,18.11.2008,1,79.95,36.00,128981128
197774,12.09.2011,1,69.95,41.00,131747906
192890,11.10.2010,1,29.95,15.00,131290341
193694,12.02.2010,1,39.95,19.20,131348763
193694,15.12.2010,1,34.95,15.75,131400077
193694,11.10.2011,1,49.95,17.48,131667007
170823,04.04.2008,2,109.90,45.20,128786894
196391,14.10.2011,1,49.95,14.78,131628132
108559,16.12.2005,1,39.95,18.00,124530616
176784,12.04.2008,1,89.95,33.40,129028218
176784,12.04.2008,1,149.95,72.75,129028218
176784,12.04.2008,1,24.95,10.40,129028218
151046,12.07.2005,1,199.95,104.00,128049383
151046,12.07.2005,1,79.95,38.00,128049383
151046,14.09.2007,1,119.95,65.00,128527840
195566,06.10.2011,1,99.95,40.00,131535098
195566,06.10.2011,1,69.95,27.00,131535098
195566,06.10.2011,1,199.95,100.00,131535098
195566,06.10.2011,1,129.95,90.00,131535098
195566,06.10.2011,1,59.95,18.36,131535098
195566,06.10.2011,1,29.95,11.00,131535098
195566,07.05.2011,1,29.95,11.00,131552583
195566,07.05.2011,1,29.95,11.00,131552583
195566,07.05.2011,1,29.95,11.00,131552583
195566,07.05.2011,1,29.95,11.00,131552583
195566,07.05.2011,1,29.95,11.00,131552583
195566,15.12.2011,1,139.95,58.25,131769488
195566,15.12.2011,1,89.95,23.00,131769488
195566,15.12.2011,1,99.95,41.05,131769488
102142,26.09.2005,1,189.95,86.11,124377931
102142,18.04.2005,1,34.95,15.10,127891133
102142,11.11.2005,1,24.95,7.33,127993163
102142,11.11.2005,1,39.95,16.70,127993163
102142,31.10.2006,1,39.95,16.70,128252846
102142,30.07.2007,1,99.95,49.99,128497519
102142,28.07.2008,1,149.95,63.00,128868577
102142,21.11.2009,1,149.95,69.99,130973770
166057,13.11.2007,1,89.95,41.99,128600883
166057,16.11.2011,1,29.95,13.75,131679122
166057,16.11.2011,1,4.95,1.08,131679122
155576,21.09.2006,1,39.95,18.85,128220801
155576,21.09.2006,1,169.95,87.14,128220801
155576,21.09.2006,1,24.95,11.00,128220801
155576,21.09.2006,1,39.95,17.70,128220801
155576,27.10.2006,1,269.95,162.49,128246877
155576,27.10.2006,1,7.95,3.30,128246877
155576,27.10.2006,1,269.95,162.49,128246877
155576,27.10.2006,1,7.95,3.30,128246877
155576,11.08.2006,1,269.95,162.49,128264009
155576,11.08.2006,1,7.95,3.30,128264009
155576,14.11.2007,1,34.95,16.00,128604868
155576,14.11.2007,1,34.95,16.00,128604868
155576,14.11.2007,1,44.95,23.00,128604868
155576,14.11.2007,1,49.95,22.48,128604868
155576,14.11.2007,1,3.95,1.73,128604868
155576,14.11.2007,1,49.95,21.00,128604868
155576,29.04.2008,1,39.95,19.18,128802870
155576,29.04.2008,1,39.95,19.18,128802870
155576,11.04.2008,1,39.95,18.80,128953043
155576,21.01.2009,2,39.90,23.36,129108219
155576,27.02.2009,1,599.95,300.00,129132217
155576,12.01.2009,1,129.95,50.46,130997548
155576,09.06.2012,1,169.95,102.20,131963949
155576,09.06.2012,1,69.95,36.26,131963949
152358,01.08.2006,1,39.95,16.40,128091875
152358,16.11.2007,1,44.95,20.58,128608026
152358,19.10.2009,1,149.95,65.30,129274025
152358,27.11.2011,1,69.95,27.16,131703922
193530,29.11.2010,1,69.95,19.26,131336532
193530,29.11.2010,1,99.95,35.00,131336532
193530,29.11.2010,1,39.95,25.13,131336532
193530,29.11.2010,1,24.95,10.30,131336532
193530,29.11.2010,2,39.90,14.10,131336532
193530,29.11.2010,1,49.95,35.93,131336532
193530,29.11.2010,1,19.95,7.05,131336532
193530,29.11.2010,1,24.95,9.65,131336532
193530,25.01.2012,2,79.90,13.56,131810557
193530,03.02.2012,1,79.95,40.00,131836613
162273,18.04.2007,1,249.95,125.00,128435309
162273,18.04.2007,1,39.95,20.00,128435309
162273,18.04.2007,1,29.95,10.00,128435309
162273,20.11.2007,1,49.95,20.75,128617100
162273,20.11.2007,2,49.90,21.00,128617100
162273,08.04.2008,1,29.95,13.00,128872786
162273,08.04.2008,1,35.00,17.50,128872786
162273,08.04.2008,1,79.95,41.90,128872786
109348,02.05.2006,1,49.95,22.60,124569385
148925,11.08.2005,1,29.95,13.50,127986448
148925,11.08.2005,1,34.95,16.75,127986448
148925,11.08.2005,1,29.95,10.25,127986448
155771,10.02.2006,1,59.95,31.50,128228387
198929,24.05.2012,1,24.95,7.25,131893366
136364,02.02.2009,1,39.95,18.66,126343589
173491,26.09.2008,1,49.95,22.00,128911446
173491,26.09.2008,1,69.95,20.75,128911446
161773,17.03.2007,1,99.95,63.00,128417421
161773,24.05.2007,1,24.95,9.05,128455197
161773,24.05.2007,1,12.95,2.70,128455197
161773,24.05.2007,1,29.95,12.00,128455197
161773,11.12.2007,1,39.95,19.40,128597531
161773,11.12.2007,1,39.95,16.00,128597531
161773,11.12.2007,1,39.95,16.00,128597531
161773,28.11.2007,2,79.90,32.00,128639589
161773,30.07.2008,1,129.95,63.70,128869788
161773,12.11.2010,2,59.90,33.00,131385880
161773,12.11.2010,1,39.95,18.00,131385880
161773,12.11.2010,1,29.95,14.50,131385880
161773,12.11.2010,2,9.90,2.16,131385880
161773,12.11.2010,2,79.90,50.56,131385880
161773,12.11.2010,2,9.90,2.16,131385880
161773,12.11.2010,4,19.80,4.32,131385880
161773,12.11.2010,1,39.95,14.00,131385880
161773,12.11.2010,1,7.95,2.56,131385880
161773,12.11.2010,1,49.95,38.75,131385880
161773,12.11.2010,1,159.95,69.95,131385880
161773,12.11.2010,1,29.95,13.00,131385880
161773,12.06.2011,1,39.95,12.50,131734534
161773,12.06.2011,2,79.90,33.00,131734534
161773,12.06.2011,1,39.95,16.00,131734534
161773,12.06.2011,1,19.95,10.50,131734534
161773,12.06.2011,1,39.95,14.00,131734534
161773,12.06.2011,1,4.95,1.08,131734534
161773,12.06.2011,1,49.95,21.75,131734534
161773,12.06.2011,1,4.95,1.08,131734534
161773,12.06.2011,1,99.95,46.50,131734534
161773,12.06.2011,1,24.95,14.09,131734534
161773,12.06.2011,1,4.95,2.19,131734534
161773,12.06.2011,1,39.95,14.60,131734534
161773,12.06.2011,2,59.90,29.00,131734534
161773,15.12.2011,1,39.95,16.50,131769984
161773,15.12.2011,1,39.95,16.50,131769984
156215,25.10.2006,2,19.90,7.20,128243882
156215,25.01.2010,1,39.95,19.50,131075980
156215,28.01.2010,1,119.95,50.00,131079741
156215,29.04.2010,1,59.95,24.00,131138359
156215,17.07.2012,1,99.95,41.05,131932174
152518,17.01.2006,1,179.95,82.50,128097888
162540,05.08.2007,1,49.95,24.00,128446572
148548,31.10.2005,1,109.95,50.93,127975252
148548,24.05.2007,1,129.95,61.10,128455674
148548,16.09.2009,1,99.95,53.27,129248113
148548,15.12.2010,1,49.95,24.25,131400051
148548,19.11.2011,1,119.95,52.80,131687450
148548,30.11.2011,1,59.95,25.68,131716843
148548,13.02.2012,1,39.95,25.90,131823437
145691,20.03.2005,1,49.95,25.00,127880138
145691,27.11.2005,1,29.95,14.05,128021244
145691,27.11.2005,1,6.95,3.25,128021244
145691,27.11.2005,1,69.95,31.50,128021244
145691,27.11.2005,1,6.95,3.25,128021244
145691,26.07.2006,1,224.95,103.46,128190265
145691,26.07.2006,1,44.95,19.76,128190265
145691,29.11.2006,1,149.95,57.19,128309027
145691,18.01.2007,1,69.95,34.00,128382132
145691,18.01.2007,1,69.95,34.00,128382132
145691,18.01.2007,1,69.95,34.00,128382132
145691,18.01.2007,1,29.95,10.50,128382132
145691,08.10.2007,1,69.95,34.00,128504620
145691,11.03.2008,1,69.95,34.00,128950186
145691,11.10.2008,1,59.95,30.00,128965445
145691,24.11.2008,1,59.95,24.00,128999603
145691,24.11.2008,1,59.95,29.51,128999603
145691,15.09.2009,1,59.95,48.34,129247767
145691,16.02.2010,1,279.95,134.00,131090271
145691,16.02.2010,1,44.95,19.76,131090271
145691,05.01.2010,1,99.95,50.00,131139955
145691,05.01.2010,1,59.95,30.00,131139955
189052,03.08.2012,2,119.90,58.00,130049916
170060,14.02.2008,1,39.95,22.78,128752114
126873,20.02.2008,1,59.95,18.05,125725807
126873,22.07.2008,1,44.95,17.75,125922248
189711,20.11.2009,1,199.95,84.50,130971142
153009,21.02.2006,1,9.95,7.50,128117291
153009,21.02.2006,1,16.95,15.07,128117291
153009,21.02.2006,1,7.95,4.80,128117291
153009,28.11.2010,1,69.95,35.00,131331731
153009,28.11.2010,4,99.80,29.00,131331731
165869,11.09.2007,1,59.95,26.13,128593417
165869,09.12.2010,1,79.95,30.78,131229267
165869,27.10.2010,1,99.95,18.52,131270203
106638,12.04.2007,1,29.95,11.00,124479601
106638,01.06.2006,1,69.95,34.95,128090632
106638,06.05.2006,1,59.95,30.00,128165079
106638,09.04.2008,1,99.95,55.00,128892476
106638,09.04.2008,1,24.95,8.00,128892476
106638,21.05.2010,1,49.95,23.00,131153216
106638,05.11.2012,1,29.95,13.15,131882976
152838,02.10.2006,1,59.95,23.00,128111726
147219,08.08.2005,1,123.95,53.00,127932207
163027,15.06.2007,1,139.95,64.40,128470508
163027,13.11.2007,3,105.00,52.50,128602147
163027,13.11.2007,2,59.90,21.00,128602147
163027,13.11.2007,1,179.95,64.21,128602147
163027,13.11.2007,1,59.95,26.85,128602147
196418,18.10.2011,1,99.95,43.00,131631676
104666,12.07.2006,1,59.95,22.50,124434829
166727,24.11.2007,1,49.95,24.00,128625388
166487,19.11.2007,1,49.95,22.78,128614964
145185,02.09.2005,2,81.90,50.00,127863361
145185,02.09.2005,1,34.95,28.49,127863361
145185,02.09.2005,1,19.95,16.50,127863361
163220,30.06.2007,1,24.95,12.50,128480307
106708,12.05.2007,1,69.95,29.50,124481629
106708,25.02.2008,1,119.95,65.00,128759659
106708,06.11.2008,1,69.95,27.50,128833238
106708,06.11.2008,2,23.90,5.98,128833238
106708,12.09.2010,1,69.95,28.43,131376946
106708,12.09.2010,1,89.95,34.30,131376946
189910,27.11.2009,1,99.95,42.00,130986969
189910,19.10.2010,1,89.95,25.00,131258270
154956,14.08.2006,1,139.95,41.33,128198333
154956,27.12.2010,1,59.95,29.00,131416050
154956,27.12.2010,1,39.95,14.00,131416050
154956,10.06.2011,1,79.95,36.00,131622190
154956,10.06.2011,2,79.90,27.00,131622190
180383,05.04.2009,1,29.95,10.00,129167659
180383,11.05.2009,1,69.95,27.00,129298020
152616,26.01.2006,1,129.95,60.00,128102068
175431,19.11.2008,1,39.95,18.66,128984461
175431,19.11.2008,1,39.95,18.66,128984461
175431,19.11.2008,1,29.95,13.50,128984461
156073,15.11.2010,1,199.95,94.50,128238971
144737,01.07.2005,1,149.95,65.00,127847339
144737,21.07.2005,1,24.95,9.05,127925781
144737,21.07.2005,1,12.95,2.70,127925781
144737,17.06.2006,1,69.95,30.00,128173165
186878,16.12.2006,1,49.95,15.20,129896672
186878,20.11.2008,1,39.95,19.35,129941568
186878,01.10.2011,1,34.95,15.75,130014231
186878,15.08.2011,1,39.95,0.00,130029522
186878,14.09.2011,1,34.95,16.75,130031339
180350,05.02.2009,1,39.95,19.50,129166401
158303,28.11.2006,1,99.95,52.21,128306408
198900,18.05.2012,1,19.95,9.50,131889541
151948,18.12.2005,1,44.95,20.25,128076777
189716,20.11.2009,1,49.95,22.00,130971700
189716,12.02.2009,2,79.90,24.92,130998851
189716,30.09.2010,1,59.95,23.50,131243787
189716,15.12.2010,1,69.95,29.40,131399003
189716,21.01.2011,1,99.95,41.65,131436916
163726,13.08.2007,1,49.95,24.00,128505422
163726,13.08.2007,1,99.95,45.95,128505422
190661,21.12.2009,1,279.95,134.00,131050027
175003,13.11.2008,1,99.95,55.00,128970699
175003,13.11.2008,1,24.95,8.00,128970699
175003,11.10.2009,1,199.95,89.00,129305766
181138,07.01.2009,1,49.95,24.00,129203323
163104,19.06.2007,1,29.95,10.25,128474005
163104,19.06.2007,1,29.95,10.00,128474005
163104,26.11.2011,4,199.80,87.00,131703334
163104,26.11.2011,1,34.95,11.00,131703334
163104,26.11.2011,1,39.95,14.50,131703334
133255,12.01.2008,1,49.95,21.25,126155768
133255,12.01.2008,1,69.95,22.95,126155768
133255,12.01.2008,1,59.95,27.18,126155768
133255,12.01.2008,1,19.95,9.80,126155768
133255,12.01.2008,1,19.95,9.80,126155768
133255,12.01.2008,1,3.95,1.73,126155768
157877,25.11.2006,1,69.95,35.00,128294348
178453,21.12.2008,1,24.95,13.83,129084272
178453,21.12.2008,1,49.95,23.73,129084272
193703,12.02.2010,1,69.95,19.26,131349379
145218,02.11.2005,1,24.95,20.68,127864511
145218,02.11.2005,2,15.90,11.00,127864511
166946,23.04.2011,1,549.95,288.75,128631910
166946,23.04.2011,1,29.95,13.80,128631910
166946,12.08.2011,1,99.95,46.50,131744448
166946,12.08.2011,1,24.95,14.09,131744448
110384,17.05.2006,1,194.95,108.56,124700965
110384,01.11.2008,1,129.95,65.00,128725981
171274,05.06.2008,1,89.95,37.92,128808491
171274,05.06.2008,1,59.95,27.50,128808491
152487,16.01.2006,1,29.95,14.99,128096931
146541,13.06.2005,1,34.95,11.76,127909628
146541,13.06.2005,1,34.95,11.76,127909628
146541,13.06.2005,1,18.95,4.86,127909628
146541,13.06.2005,1,18.95,4.86,127909628
146541,13.06.2005,3,20.85,3.30,127909628
146541,13.06.2005,3,20.85,3.30,127909628
146541,07.05.2007,1,59.95,23.75,128482612
146541,07.05.2007,1,79.95,42.00,128482612
146541,07.01.2008,1,59.95,28.85,128849054
146541,11.06.2008,1,79.95,34.65,128956010
146541,11.06.2008,1,49.95,20.75,128956010
146541,11.06.2008,1,39.95,17.00,128956010
146541,11.06.2008,1,79.95,52.00,128956010
146541,03.11.2009,1,59.95,53.51,129138500
146541,03.11.2009,1,59.95,53.51,129138500
146541,29.12.2009,1,39.95,19.50,131055335
146541,13.12.2010,1,49.95,20.00,131393517
146541,13.12.2010,1,39.95,19.55,131393517
102136,23.08.2005,1,24.95,9.05,124377684
102136,29.10.2007,1,99.95,48.00,125391640
166689,23.11.2007,1,29.95,10.90,128623666
166689,11.10.2011,1,49.95,25.00,131666767
174607,11.06.2008,1,49.95,22.00,128956062
160735,01.12.2007,1,59.95,22.50,128378261
160735,02.02.2008,1,49.95,22.50,128742397
158579,30.11.2006,1,299.95,156.00,128313974
158579,30.11.2006,1,499.95,240.00,128313974
158579,30.11.2006,1,39.95,17.00,128313974
182635,21.10.2009,1,129.95,54.00,129277624
182635,30.11.2010,1,39.95,7.80,131340428
186600,01.09.2006,2,59.90,27.20,129879652
186600,18.06.2007,1,219.95,120.00,129903330
186600,18.06.2007,1,39.95,20.00,129903330
186600,09.08.2008,1,24.95,11.25,129932892
151530,12.12.2005,2,99.90,49.82,128063962
151591,13.12.2005,3,59.85,22.80,128065672
151591,13.12.2005,2,79.90,25.50,128065672
151591,13.12.2005,2,49.90,18.34,128065672
196485,21.10.2011,1,39.95,14.60,131638071
196485,21.10.2011,1,169.95,102.20,131638071
196485,21.10.2011,1,69.95,36.26,131638071
196485,21.10.2011,1,229.95,62.86,131638071
147255,14.08.2005,1,29.95,13.00,127933857
147255,12.07.2010,1,69.95,19.99,131366861
147255,12.07.2010,2,139.90,39.98,131366861
123070,08.10.2005,1,79.95,36.00,125509183
123070,28.02.2008,1,129.95,65.00,128762807
149584,19.11.2005,2,99.90,50.00,128006432
149584,11.12.2006,1,109.95,52.50,128270608
167597,12.02.2007,1,199.95,75.37,128655468
149686,21.11.2005,1,59.95,43.76,128009937
149686,23.08.2009,1,269.95,196.61,129234368
134211,12.08.2008,1,349.95,187.50,126206128
152401,01.10.2006,1,29.95,22.60,128093476
152401,01.10.2006,1,9.95,4.47,128093476
152401,08.10.2006,2,39.90,22.50,128197100
152401,18.05.2007,1,139.95,69.95,128451489
152401,04.06.2005,1,79.95,39.00,129867412
152401,07.08.2005,1,19.95,11.25,129869345
152401,17.11.2005,2,39.90,22.50,129875303
152401,23.06.2010,1,179.95,83.12,129991499
152401,24.05.2010,1,39.95,19.50,130663346
160462,12.08.2010,1,24.95,7.50,128368776
175580,20.11.2008,1,49.95,24.00,128989414
175580,10.02.2009,1,49.95,15.98,129261003
146483,06.07.2005,1,69.95,28.00,127907501
146483,05.07.2009,1,49.95,10.10,129169212
146483,06.09.2009,1,29.95,10.30,129187138
146483,06.09.2009,1,12.95,2.70,129187138
146483,06.09.2009,1,59.95,18.75,129187138
158826,12.02.2006,1,399.95,235.00,128321032
196556,27.10.2011,1,124.95,52.50,131645512
175864,24.11.2008,1,79.95,43.00,128998441
175864,07.10.2012,1,49.95,23.00,131926559
175864,07.10.2012,1,9.95,4.50,131926559
163818,19.08.2007,1,29.95,10.09,128509880
163818,19.08.2007,1,29.95,10.09,128509880
163818,19.08.2007,1,29.95,10.09,128509880
163818,19.08.2007,1,29.95,10.09,128509880
163818,19.08.2007,1,14.95,4.20,128509880
163818,19.08.2007,1,14.95,4.20,128509880
163818,19.08.2007,1,14.95,4.20,128509880
163818,19.08.2007,1,14.95,4.20,128509880
163818,19.08.2007,1,14.95,5.64,128509880
148224,18.10.2005,1,129.95,58.60,127964413
148224,22.05.2007,1,89.95,40.90,128453238
148224,06.05.2007,1,149.95,67.30,128462235
131190,24.10.2008,1,99.95,49.50,126030474
131190,10.04.2005,1,199.95,79.00,127957842
131190,14.11.2005,1,79.95,36.00,127996467
197817,12.10.2011,1,49.95,19.00,131751963
112257,23.10.2006,1,59.95,25.75,124837856
112257,12.03.2006,1,79.95,32.92,128322041
112257,12.03.2006,1,4.95,1.65,128322041
155657,26.09.2006,1,24.95,10.00,128223811
155657,21.09.2007,1,24.95,10.00,128533368
155657,21.09.2007,1,29.95,9.50,128533368
155657,21.09.2007,1,12.95,2.70,128533368
155657,21.09.2007,1,9.95,7.50,128533368
