,flightName,departure,destination,date,userID
66,GP19728,DK,IT,18-02-2013,303376
67,GK12478,IT,IN,06-01-2014,303376
68,NU14564,IN,SG,06-05-2014,303376
69,MJ79652,SG,DE,20-10-2014,303376
70,QF69453,DE,BE,14-09-2015,303376
71,TV31568,BE,AR,04-07-2016,303376
72,IA49278,AR,IT,11-07-2017,303376
73,EX23113,IT,HU,17-08-2017,303376
74,OY87842,HU,PL,29-03-2018,303376
75,AM38724,PL,LT,22-12-2018,303376
76,IV32931,LT,PL,02-07-2019,303376
77,IW93687,PL,KR,19-10-2019,303376
78,BM85578,KR,SG,13-03-2020,303376
79,HA51245,SG,AR,25-07-2020,303376
80,XX73557,AR,FI,20-10-2020,303376
81,ZK1010468,FI,CA,22-06-2021,303376
82,PI99957,CA,CO,11-11-2021,303376
83,OI99367,CO,MT,27-12-2021,303376
84,TZ861028,MT,DE,26-02-2022,303376
85,GA87695,DE,CA,08-12-2022,303376
86,DI26248,IS,HU,23-06-2010,761992
87,NH54364,HU,IS,27-07-2010,761992
88,OD210379,IS,HR,29-04-2011,761992
89,XT2103710,HR,AR,10-05-2011,761992
90,DG98562,AR,PT,11-06-2011,761992
91,ZQ3610101,PT,CA,10-04-2012,761992
92,QM27478,CA,ZA,21-10-2012,761992
93,VY34925,ZA,MT,07-02-2013,761992
94,EL515210,MT,LT,06-11-2013,761992
95,BX72131,LT,JP,24-03-2014,761992
96,HV72139,JP,PT,16-04-2014,761992
97,JM446910,PT,BE,09-12-2014,761992
98,CG27655,BE,DK,01-01-2015,761992
99,HA934310,DK,HR,05-08-2015,761992
100,MD910989,HR,MY,20-12-2015,761992
101,NX86369,MY,AR,15-07-2016,761992
102,CX44468,AR,EE,14-08-2016,761992
103,TC82481,EE,NL,14-10-2016,761992
104,GP127710,NL,AR,10-02-2017,761992
105,FO73487,AR,AZ,29-01-2018,761992
106,WM69989,AZ,IE,20-05-2018,761992
107,QU178410,IE,SG,01-09-2018,761992
108,VZ41925,SG,JP,08-10-2018,761992
109,LQ594106,JP,BR,28-08-2019,761992
110,AX64532,BR,HU,03-03-2020,761992
111,HB101616,HU,IT,03-07-2020,761992
112,MW18127,IT,AR,28-11-2020,761992
113,RI64347,AR,MT,04-09-2021,761992
114,GX68115,MT,BG,25-02-2022,761992
115,BP28144,BG,SG,13-04-2022,761992
116,YB16415,SG,IN,29-11-2022,761992
117,GF36439,CA,CO,21-04-2010,373318
118,PO842102,CO,CR,04-11-2010,373318
119,JL46577,CR,RU,08-10-2011,373318
120,AI235103,RU,NO,12-03-2012,373318
121,ID29173,NO,BE,22-08-2012,373318
122,TX55286,BE,JP,12-01-2013,373318
123,AP104961,JP,CZ,03-06-2013,373318
124,CL510721,CZ,US,01-08-2013,373318
125,AN75655,US,MY,15-02-2014,373318
126,HE66485,MY,DK,17-04-2014,373318
127,WD49571,DK,ZA,17-03-2015,373318
128,KG48742,ZA,FI,05-08-2015,373318
129,UE37448,FI,CL,12-09-2015,373318
130,MQ76929,CL,CZ,24-05-2016,373318
131,OE18392,CZ,AR,16-10-2016,373318
132,DR871047,AR,FR,05-12-2016,373318
133,TW910436,FR,AR,08-10-2017,373318
134,GO810883,AR,DK,05-06-2018,373318
135,YH12877,DK,MX,02-10-2018,373318
136,UL63381,MX,DZ,10-11-2018,373318
137,WW31413,DZ,CO,22-02-2019,373318
138,ZJ45649,CO,KR,06-01-2020,373318
139,FZ121014,KR,BG,24-07-2020,373318
140,CX65568,BG,PH,19-06-2021,373318
141,CB88686,PH,CH,30-07-2021,373318
142,HE26542,CH,EE,20-08-2021,373318
143,PW57222,EE,ZA,14-03-2022,373318
144,BL51683,ZA,SG,15-09-2022,373318
145,KW74754,SG,CL,22-04-2023,373318
146,SF72752,CZ,CL,24-06-2010,938770
147,UE43234,CL,BG,25-01-2011,938770
148,TY93313,BG,GT,03-03-2011,938770
149,CD95422,GT,BG,05-01-2012,938770
150,IM10108103,BG,CL,01-05-2012,938770
151,JM235610,CL,DZ,17-03-2013,938770
152,CY523710,DZ,BE,03-08-2013,938770
153,LX102661,BE,TR,27-01-2014,938770
154,AC99715,TR,IE,07-03-2014,938770
155,KE1068103,IE,JP,17-08-2014,938770
156,NN6107610,JP,CR,20-11-2014,938770
157,TA84489,CR,AR,04-04-2015,938770
158,YT410982,AR,ES,29-02-2016,938770
159,HQ65995,ES,NL,01-09-2016,938770
160,CB15339,NL,BD,14-05-2017,938770
161,HM104588,BD,JP,18-03-2018,938770
162,QJ75471,JP,HU,08-06-2018,938770
163,IA665108,HU,BD,29-06-2018,938770
164,XV74188,BD,RU,08-04-2019,938770
165,CB24573,RU,IN,24-05-2019,938770
166,DI87857,IN,FI,15-12-2019,938770
167,JF57883,FI,CO,11-01-2020,938770
168,IN5361010,CO,CL,25-12-2020,938770
169,KH710342,CL,BG,17-09-2021,938770
170,HI511410,BG,AZ,26-06-2022,938770
171,UD710339,AZ,CA,20-01-2023,938770
172,FU627210,PH,GB,24-02-2010,676003
173,ZW71461,GB,MT,14-03-2010,676003
174,LO356110,MT,ZA,13-01-2011,676003
175,MX110916,ZA,SE,02-09-2011,676003
176,CV291028,SE,NL,21-04-2012,676003
177,EW64916,NL,IS,16-08-2012,676003
178,KN75791,IS,CH,07-06-2013,676003
179,QM86763,CH,BR,28-04-2014,676003
180,ZW1010426,BR,PL,31-01-2015,676003
181,DS104123,PL,SE,08-10-2015,676003
182,JG87352,SE,EE,07-07-2016,676003
183,TA28982,EE,PR,06-08-2016,676003
184,SD1108410,PR,LT,04-10-2016,676003
185,VN17368,LT,SG,14-12-2016,676003
186,ZF101689,SG,DE,02-09-2017,676003
187,CB72417,DE,ES,02-02-2018,676003
188,JE43165,ES,MT,03-09-2018,676003
189,RG6451010,MT,CH,04-05-2019,676003
190,PS941046,CH,NL,29-08-2019,676003
191,CM84298,NL,BE,13-10-2019,676003
192,ZI22385,BE,ES,17-05-2020,676003
193,WO79785,ES,DK,26-07-2020,676003
194,QW88496,DK,AZ,01-12-2020,676003
195,TX710447,AZ,AR,04-04-2021,676003
196,NI53656,AR,EE,31-08-2021,676003
197,KK115104,EE,RU,10-07-2022,676003
198,UP621075,RU,ZA,03-06-2023,676003
199,FM56852,BE,RU,29-11-2010,169743
200,CI339103,RU,NO,07-07-2011,169743
201,FM54948,NO,GB,08-04-2012,169743
202,BS77786,GB,LT,12-06-2012,169743
203,NR1021055,LT,AR,15-11-2012,169743
204,RY639105,AR,MX,22-05-2013,169743
205,QT9105103,MX,BG,23-06-2013,169743
206,NV72794,BG,BD,22-04-2014,169743
207,OY391087,BD,PL,13-01-2015,169743
208,BV108939,PL,SE,19-04-2015,169743
209,YO89951,SE,RU,13-01-2016,169743
210,BB22394,RU,ES,10-09-2016,169743
211,KJ267107,ES,JP,25-01-2017,169743
212,IQ91754,JP,MY,20-09-2017,169743
213,ON94466,MY,AZ,30-06-2018,169743
214,JH294102,AZ,AR,23-02-2019,169743
215,MJ66359,AR,MX,26-12-2019,169743
216,KS15457,MX,BE,03-07-2020,169743
217,FU1041099,BE,MT,02-04-2021,169743
218,UP17233,MT,NO,01-06-2021,169743
219,CH99871,NO,PR,07-05-2022,169743
220,YI54191,PR,FR,10-02-2023,169743
221,YE59588,MD,AZ,30-03-2010,255073
222,MM971063,AZ,DZ,21-07-2010,255073
223,VN110169,DZ,MX,21-06-2011,255073
224,BR69748,MX,AT,10-04-2012,255073
225,SP36886,AT,CR,02-10-2012,255073
226,AN45374,CR,CL,17-05-2013,255073
227,DD161035,CL,MD,19-07-2013,255073
228,VA622710,MD,AR,23-10-2013,255073
229,TE1063810,AR,GB,06-03-2014,255073
230,RP28562,GB,ES,06-11-2014,255073
231,FO11168,ES,AT,21-10-2015,255073
232,YA955910,AT,AR,01-04-2016,255073
233,LP32189,AR,BD,24-07-2016,255073
234,SZ821106,BD,CA,14-12-2016,255073
235,IG510624,CA,CL,02-01-2017,255073
236,HO734103,CL,NL,22-07-2017,255073
237,RV149610,NL,NO,30-08-2017,255073
238,KO610691,NO,AR,21-05-2018,255073
239,JK961026,AR,BG,24-02-2019,255073
240,CH59399,BG,AT,15-07-2019,255073
241,ZS673810,AT,BE,02-12-2019,255073
242,RX84175,BE,SE,18-08-2020,255073
243,DY193210,SE,IE,01-12-2020,255073
244,NX1010764,IE,LU,25-05-2021,255073
245,MS59967,LU,CA,07-04-2022,255073
246,EY67356,CA,HR,11-08-2022,255073
247,WX51739,HR,FR,07-11-2022,255073
248,CQ48292,CH,DZ,21-03-2010,468560
249,DE24439,DZ,NL,08-11-2010,468560
250,PE31766,NL,IT,30-09-2011,468560
251,PZ8101065,IT,AZ,03-07-2012,468560
252,QB21498,AZ,MT,21-02-2013,468560
253,EC56339,MT,AR,19-03-2013,468560
254,PE75293,AR,MX,25-04-2013,468560
255,RF276102,MX,IT,25-03-2014,468560
256,TW911085,IT,JP,13-05-2014,468560
257,RB17782,JP,CR,01-02-2015,468560
258,ZM87722,CR,TR,01-08-2015,468560
259,SO92696,TR,MX,08-04-2016,468560
260,OM24261,MX,PL,20-01-2017,468560
261,RU791053,PL,AR,06-09-2017,468560
262,VX108497,AR,IT,04-12-2017,468560
263,CB81359,IT,LT,17-02-2018,468560
264,HL931210,LT,AR,05-01-2019,468560
265,NY181029,AR,GT,16-02-2019,468560
266,RL22548,GT,MY,28-06-2019,468560
267,QV63547,MY,AR,26-01-2020,468560
268,MG891910,AR,US,16-07-2020,468560
269,SX295410,US,LU,12-11-2020,468560
270,JI36487,LU,NO,12-02-2021,468560
271,MP221053,NO,PL,18-01-2022,468560
272,MK98687,PL,KR,25-01-2022,468560
273,JU88994,KR,HU,24-04-2022,468560
274,QE399102,HU,CH,22-07-2022,468560
275,JP252105,CH,AR,11-11-2022,468560
276,XB1010114,EE,CR,10-08-2010,263592
277,UQ69573,CR,RU,11-05-2011,263592
278,AM16351,RU,BR,24-02-2012,263592
279,LD622110,BR,AT,20-05-2012,263592
280,LY23564,AT,IE,03-05-2013,263592
281,HM86744,IE,HR,18-03-2014,263592
282,IN25271,HR,DE,22-02-2015,263592
283,BK284210,DE,PR,13-03-2015,263592
284,ZZ58378,PR,DE,23-01-2016,263592
285,KO796510,DE,CR,04-12-2016,263592
286,OJ410162,CR,AR,19-06-2017,263592
287,TI46984,AR,LU,02-04-2018,263592
288,BR5102109,LU,BD,05-06-2018,263592
289,BC92513,BD,SE,22-01-2019,263592
290,SS110734,SE,HU,30-09-2019,263592
291,XB269104,HU,ZA,25-05-2020,263592
292,IA28877,ZA,NO,04-05-2021,263592
293,UQ1084109,NO,GB,21-10-2021,263592
294,QV34632,GB,PR,20-08-2022,263592
295,QJ92884,PR,CA,08-11-2022,263592
296,OO7101044,RU,FR,22-09-2010,437022
297,YP104831,FR,NL,03-05-2011,437022
298,ET23428,NL,ZA,30-10-2011,437022
299,FO109894,ZA,NO,05-01-2012,437022
300,MA844102,NO,DE,30-10-2012,437022
301,IQ912108,DE,IT,20-11-2012,437022
302,QZ35163,IT,AR,21-02-2013,437022
303,IE57944,AR,MY,25-03-2013,437022
304,VL9102210,MY,CZ,29-12-2013,437022
305,EV108121,CZ,CH,29-10-2014,437022
306,XH18579,CH,KR,23-09-2015,437022
307,UX210561,KR,BE,26-01-2016,437022
308,EB102528,BE,DE,10-06-2016,437022
309,TR1105108,DE,PH,31-01-2017,437022
310,XT99571,PH,DZ,28-02-2017,437022
311,KW29852,DZ,EE,12-07-2017,437022
312,ZR99118,EE,MD,09-05-2018,437022
313,ZZ55898,MD,CR,28-07-2018,437022
314,KW510474,CR,FI,20-05-2019,437022
315,AB10101810,FI,BE,10-08-2019,437022
316,UI941076,BE,SG,29-08-2019,437022
317,RW1061055,SG,GT,13-04-2020,437022
318,VW23975,GT,SG,17-06-2020,437022
319,NW51114,SG,BG,09-12-2020,437022
320,PR484102,BG,HU,15-08-2021,437022
321,HK68522,HU,IE,27-09-2021,437022
322,HV39656,IE,DZ,05-05-2022,437022
323,BH17979,DZ,LT,05-07-2022,437022
324,SJ55778,LT,FI,23-12-2022,437022
325,UD78687,IE,CL,30-05-2010,189915
326,NV946108,CL,LT,12-09-2010,189915
327,KL55634,LT,NL,22-02-2011,189915
328,XT77294,NL,PT,09-09-2011,189915
329,EF645210,PT,AR,05-08-2012,189915
330,TC38843,AR,MT,21-01-2013,189915
331,ML97862,MT,RU,14-11-2013,189915
332,NF62743,RU,MY,30-01-2014,189915
333,UC771066,MY,DE,29-10-2014,189915
334,BK46582,DE,AR,24-08-2015,189915
335,MN58559,AR,FR,10-11-2015,189915
336,KH88437,FR,AR,22-01-2016,189915
337,IK97983,AR,CR,18-07-2016,189915
338,ML57257,CR,AR,22-08-2016,189915
339,TZ79223,AR,HU,24-10-2016,189915
340,OX71747,HU,BG,09-01-2017,189915
341,OR65655,BG,CO,01-09-2017,189915
342,YT785810,CO,HU,17-09-2017,189915
343,OI663710,HU,IS,23-01-2018,189915
344,CQ81934,IS,IN,28-07-2018,189915
345,YQ105684,IN,LT,06-07-2019,189915
346,HY137106,LT,PR,06-05-2020,189915
347,IF639107,PR,EE,18-12-2020,189915
348,WB6210610,EE,IS,27-12-2020,189915
349,OF83268,IS,AR,27-11-2021,189915
350,QO86265,AR,PR,27-01-2022,189915
351,YX738101,PR,AR,10-04-2022,189915
352,KN95956,AR,IN,21-07-2022,189915
353,ZM24858,IN,KR,29-10-2022,189915
354,TR1065104,SG,PL,21-03-2010,660506
355,EN1091095,PL,DE,29-07-2010,660506
356,SQ17442,DE,BR,29-01-2011,660506
357,HQ271910,BR,CL,21-02-2011,660506
358,FE231073,CL,AR,14-09-2011,660506
359,FB63962,AR,DE,29-11-2011,660506
360,RB210313,DE,ZA,10-05-2012,660506
361,CK19155,ZA,HU,04-12-2012,660506
362,GK710878,HU,CA,22-06-2013,660506
363,VN46337,CA,CR,11-02-2014,660506
364,EX676101,CR,FI,23-06-2014,660506
365,MS410569,FI,MY,21-09-2014,660506
366,YD191028,MY,PR,04-07-2015,660506
367,JL102188,PR,BD,13-11-2015,660506
368,RN65481,BD,DZ,16-09-2016,660506
369,XD88613,DZ,BG,12-03-2017,660506
370,CR107211,BG,SG,05-07-2017,660506
371,FW12389,SG,EE,21-05-2018,660506
372,QQ111042,EE,TR,05-02-2019,660506
373,II41151,TR,MY,21-06-2019,660506
374,YF85891,MY,AR,13-02-2020,660506
375,ZE95992,AR,CO,24-11-2020,660506
376,FN105785,CO,PH,02-04-2021,660506
377,SS510999,PH,GT,21-09-2021,660506
378,DH881210,GT,NL,30-12-2021,660506
379,WT610592,NL,CO,16-03-2022,660506
380,DT37553,CO,IE,14-06-2022,660506
381,LG69255,IE,AR,29-03-2023,660506
382,BM12541,AT,DK,22-10-2010,302708
383,XM65834,DK,IT,10-07-2011,302708
384,NJ39723,IT,PT,25-12-2011,302708
385,WD45735,PT,JP,08-11-2012,302708
386,OE38363,JP,AR,06-02-2013,302708
387,TN1017610,AR,IE,07-04-2013,302708
388,DR37289,IE,AZ,15-09-2013,302708
389,XE9105510,AZ,NO,06-07-2014,302708
390,LH18878,NO,EE,02-04-2015,302708
391,VE43815,EE,HU,29-10-2015,302708
392,GZ35974,HU,LT,16-08-2016,302708
393,UR92791,LT,RU,21-03-2017,302708
394,YS91281,RU,AR,16-06-2017,302708
395,GB61913,AR,NL,05-05-2018,302708
396,RS641053,NL,HR,23-12-2018,302708
397,IF31543,HR,SG,15-10-2019,302708
398,QP48693,SG,AR,19-12-2019,302708
399,EX1034210,AR,SE,20-04-2020,302708
400,AB110728,SE,CO,09-01-2021,302708
401,PA579110,CO,EE,13-03-2021,302708
402,GQ551108,EE,AR,12-10-2021,302708
403,SR81221,AR,JP,29-09-2022,302708
404,EQ107155,PH,PL,19-11-2010,244162
405,VQ115105,PL,DE,21-12-2010,244162
406,VT410221,DE,CH,13-03-2011,244162
407,GD86723,CH,SG,16-07-2011,244162
408,DH43994,SG,LU,27-11-2011,244162
409,UR72426,LU,DK,04-07-2012,244162
410,CR45753,DK,AR,30-11-2012,244162
411,LI62444,AR,CH,09-04-2013,244162
412,PW491019,CH,LU,14-10-2013,244162
413,HK18147,LU,AR,06-03-2014,244162
414,BS621075,AR,LU,05-10-2014,244162
415,PA13229,LU,NO,26-01-2015,244162
416,EG199106,NO,PL,14-05-2015,244162
417,XR956103,PL,LU,11-01-2016,244162
418,FT4106103,LU,PR,27-04-2016,244162
419,NX68392,PR,KR,21-03-2017,244162
420,TR942810,KR,AR,31-01-2018,244162
421,LA59632,AR,US,01-05-2018,244162
422,ZR410515,US,CO,25-11-2018,244162
423,VJ107821,CO,PH,10-08-2019,244162
424,EQ71284,PH,DZ,30-11-2019,244162
425,FW82683,DZ,EE,28-01-2020,244162
426,GX89773,EE,RU,12-04-2020,244162
427,TI15591,RU,PH,13-12-2020,244162
428,SQ55773,PH,LU,18-06-2021,244162
429,LI58349,LU,ES,10-05-2022,244162
430,JV810322,ES,HU,28-06-2022,244162
431,UO26449,HU,SG,30-01-2023,244162
432,KS910831,CL,JP,27-05-2010,774730
433,WP36665,JP,DZ,04-03-2011,774730
434,PD8101048,DZ,CZ,20-06-2011,774730
435,FM91195,CZ,PR,11-11-2011,774730
436,NA67523,PR,ZA,09-01-2012,774730
437,MR68658,ZA,CL,23-03-2012,774730
438,UQ59369,CL,CH,21-07-2012,774730
439,BB102946,CH,IE,04-07-2013,774730
440,AV66561,IE,AT,17-03-2014,774730
441,KP106119,AT,HU,23-04-2014,774730
442,KD32544,HU,BG,12-05-2014,774730
443,DR51010710,BG,PT,22-03-2015,774730
444,YN11845,PT,PL,02-02-2016,774730
445,MI28424,PL,FR,29-07-2016,774730
446,SW26262,FR,AR,12-03-2017,774730
447,HL57441,AR,CR,06-03-2018,774730
448,UP410384,CR,KR,13-02-2019,774730
449,CL48862,KR,PT,17-03-2019,774730
450,PD34377,PT,AR,20-09-2019,774730
451,AD911062,AR,DE,01-01-2020,774730
452,CR668109,DE,MD,20-01-2020,774730
453,JE68577,MD,HR,22-06-2020,774730
454,JH55624,HR,IE,14-05-2021,774730
455,KY104652,IE,ES,19-01-2022,774730
456,PV781109,ES,NL,20-05-2022,774730
457,HD13476,NL,MX,21-10-2022,774730
458,TV137102,TR,LT,13-04-2010,892754
459,AE623105,LT,AR,29-05-2010,892754
460,QR310868,AR,AZ,23-10-2010,892754
461,IW68968,AZ,FR,14-07-2011,892754
462,IU434108,FR,BE,02-04-2012,892754
463,AG797710,BE,CA,03-03-2013,892754
464,SY7103210,CA,NO,06-10-2013,892754
465,MW763110,NO,AR,02-11-2013,892754
466,OT65139,AR,MY,12-08-2014,892754
467,PG568810,MY,LU,13-06-2015,892754
468,CV610554,LU,JP,06-04-2016,892754
469,RF6810105,JP,CA,16-03-2017,892754
470,SV35249,CA,CL,13-09-2017,892754
471,QS9381010,CL,DZ,01-05-2018,892754
472,QT851027,DZ,JP,22-02-2019,892754
473,LA75939,JP,SG,11-08-2019,892754
474,SA41442,SG,MX,15-07-2020,892754
475,CW1032108,MX,LU,24-10-2020,892754
476,GH65732,LU,CO,19-05-2021,892754
477,QO62934,CO,AZ,14-02-2022,892754
478,GM563410,AZ,TR,17-08-2022,892754
479,RE310613,TR,CH,30-05-2023,892754
480,WT86895,AR,US,02-09-2010,100684
481,HG529102,US,AR,10-09-2010,100684
482,TT7310610,AR,SG,15-06-2011,100684
483,XX610214,SG,CA,28-04-2012,100684
484,OY53947,CA,DE,17-09-2012,100684
485,SR210841,DE,BG,08-07-2013,100684
486,KG67192,BG,DK,23-01-2014,100684
487,LV274410,DK,CL,25-02-2014,100684
488,ZY102225,CL,IN,25-01-2015,100684
489,NG61128,IN,KR,13-02-2015,100684
490,TZ41838,KR,AR,22-05-2015,100684
491,WF94415,AR,MT,14-09-2015,100684
492,NH58358,MT,GB,11-10-2015,100684
493,SB1073103,GB,IE,11-08-2016,100684
494,JN56622,IE,FR,14-04-2017,100684
495,ZV67874,FR,CA,01-10-2017,100684
496,AT21011010,CA,PT,17-01-2018,100684
497,UT1010117,PT,AR,28-06-2018,100684
498,UX824104,AR,SE,30-05-2019,100684
499,UA52251,SE,ZA,08-11-2019,100684
500,UE59488,ZA,AT,08-03-2020,100684
501,WN74891,AT,DE,06-01-2021,100684
502,ZT68148,DE,RU,17-12-2021,100684
503,RO68814,RU,PL,27-11-2022,100684
504,ML104862,US,BD,06-05-2010,911014
505,UB910472,BD,AR,04-11-2010,911014
506,JQ9101011,AR,FR,06-01-2011,911014
507,AP79879,FR,AR,18-12-2011,911014
508,QN737510,AR,CO,23-07-2012,911014
509,XU72353,CO,IS,01-11-2012,911014
510,TM892107,IS,IT,31-05-2013,911014
511,NM65985,IT,HR,15-08-2013,911014
512,KB1010778,HR,MD,21-05-2014,911014
513,IQ104352,MD,BR,14-09-2014,911014
514,RQ681109,BR,IE,26-09-2014,911014
515,JC271024,IE,AZ,25-10-2014,911014
516,XQ91536,AZ,MD,26-11-2014,911014
517,MZ47926,MD,IT,29-04-2015,911014
518,FF149710,IT,AT,17-11-2015,911014
519,EV921110,AT,MY,27-04-2016,911014
520,UP55897,MY,CR,10-07-2016,911014
521,IH52692,CR,SE,20-01-2017,911014
522,WU65165,SE,PT,16-11-2017,911014
523,GZ964106,PT,ES,18-02-2018,911014
524,JL281018,ES,DE,02-08-2018,911014
525,YN552310,DE,AT,27-12-2018,911014
526,WW14571,AT,GB,11-01-2019,911014
527,PV22327,GB,PT,18-02-2019,911014
528,VL86816,PT,EE,03-11-2019,911014
529,GW101652,EE,PL,07-12-2019,911014
530,MJ96278,PL,BE,07-10-2020,911014
531,GO861091,BE,FR,16-05-2021,911014
532,IV12525,FR,ES,27-12-2021,911014
533,JV391019,ES,CR,22-01-2022,911014
534,ZY771105,CR,PH,16-09-2022,911014
535,UH1027210,PH,TR,03-07-2023,911014
536,EY86945,AR,IE,12-07-2010,601633
537,LI42534,IE,MT,17-10-2010,601633
538,VW16729,MT,CL,15-11-2010,601633
539,NU106344,CL,NL,05-02-2011,601633
540,LD24897,NL,BG,30-11-2011,601633
541,QQ91127,BG,MD,20-09-2012,601633
542,EZ18617,MD,AR,01-07-2013,601633
543,YY52941,AR,US,18-07-2013,601633
544,PW74898,US,CL,30-09-2013,601633
545,QN14793,CL,GB,05-05-2014,601633
546,RO110777,GB,CR,24-05-2014,601633
547,PA91693,CR,HR,11-01-2015,601633
548,XC25167,HR,MD,05-05-2015,601633
549,KW968102,MD,AR,18-05-2015,601633
550,RJ96376,AR,CZ,16-08-2015,601633
551,EZ28121,CZ,AT,19-05-2016,601633
552,WT12216,AT,DZ,07-12-2016,601633
553,XV102732,DZ,DK,13-11-2017,601633
554,XE194810,DK,AZ,12-06-2018,601633
555,RL35197,AZ,FI,24-05-2019,601633
556,HC78825,FI,AZ,04-09-2019,601633
557,XW41166,AZ,KR,08-11-2019,601633
558,FU108888,KR,CA,24-01-2020,601633
559,JC710946,CA,CZ,31-01-2020,601633
560,JY4101075,CZ,PH,14-02-2020,601633
561,JU314107,PH,PL,27-08-2020,601633
562,TN44762,PL,ES,17-05-2021,601633
563,BV84115,ES,DZ,26-09-2021,601633
564,HO861045,DZ,ES,10-06-2022,601633
565,NJ99413,ES,AZ,26-11-2022,601633
566,LJ5510210,ZA,PT,14-08-2010,645054
567,FR102596,PT,EE,01-10-2010,645054
568,KT521094,EE,BE,01-07-2011,645054
569,AE35396,BE,CA,15-01-2012,645054
570,SZ837310,CA,IE,28-02-2012,645054
571,CU102583,IE,NL,06-08-2012,645054
572,WY99147,NL,AT,17-09-2012,645054
573,OB16598,AT,IS,22-08-2013,645054
574,OP86819,IS,IN,07-09-2013,645054
575,FX69865,IN,IS,03-03-2014,645054
576,WA102777,IS,IE,22-07-2014,645054
577,CM494410,IE,AT,28-01-2015,645054
578,QL103728,AT,KR,29-07-2015,645054
579,SS57258,KR,AZ,22-05-2016,645054
580,ZA27317,AZ,MD,14-08-2016,645054
581,WT47465,MD,AT,19-07-2017,645054
582,NC757109,AT,MD,27-12-2017,645054
583,FA85354,MD,PT,20-08-2018,645054
584,ZH88521,PT,SG,19-02-2019,645054
585,CC16921,SG,DZ,23-12-2019,645054
586,WU159101,DZ,AT,01-04-2020,645054
587,NL732102,AT,GB,15-07-2020,645054
588,FB551078,GB,BG,06-04-2021,645054
589,OA88215,BG,LT,23-08-2021,645054
590,YE62999,LT,AT,16-04-2022,645054
591,NH14838,AT,DZ,20-10-2022,645054
592,DU125102,BD,PH,05-09-2010,944932
593,DN110269,PH,HU,30-05-2011,944932
594,UL43331,HU,IT,12-07-2011,944932
595,LD48737,IT,PT,21-09-2011,944932
596,UA7891010,PT,AT,19-08-2012,944932
