user_id,dandwith_used,antena_id,date_and_time,duration
874150,72,4042030,2015-01-06 00:57:56,0:33:14
466702,377,984610,2015-01-06 01:55:23,0:25:50
899581,349,993774,2015-01-06 02:13:37,0:40:55
852328,294,4510161,2015-01-06 02:25:47,0:10:55
581364,485,5566687,2015-01-06 03:02:29,0:53:02
278850,340,6641176,2015-01-06 03:17:25,0:18:53
128768,26,1320621,2015-01-06 04:09:17,0:58:48
872993,17,721822,2015-01-06 04:17:08,0:23:16
425338,196,2781758,2015-01-06 05:06:36,0:25:51
944932,395,1732675,2015-01-06 05:19:23,0:42:06
515957,344,2632287,2015-01-06 06:06:40,0:30:37
233577,101,4072429,2015-01-06 06:55:18,0:22:23
750955,351,1457337,2015-01-06 07:17:02,0:28:14
486395,421,6690546,2015-01-06 08:03:06,0:38:11
476861,290,6827912,2015-01-06 08:38:56,0:07:42
910232,386,3275573,2015-01-06 08:39:51,0:41:38
934535,25,2467894,2015-01-06 09:31:40,0:28:35
903438,178,4584433,2015-01-06 10:29:29,0:53:00
857627,278,5788183,2015-01-06 11:16:59,0:27:45
455352,476,6031374,2015-01-06 12:15:10,0:21:02
947685,171,1254724,2015-01-06 12:21:23,0:23:24
476861,249,4938095,2015-01-06 12:29:05,0:44:37
387404,444,3516497,2015-01-06 12:37:10,0:22:46
789726,48,5905233,2015-01-06 13:32:00,0:00:18
490146,277,3373290,2015-01-06 13:47:32,0:42:50
408523,202,6005639,2015-01-06 14:09:01,0:56:45
541833,182,2435820,2015-01-06 15:05:08,0:25:01
823828,355,1783296,2015-01-06 15:15:50,0:28:28
615453,76,4791694,2015-01-06 15:58:26,0:40:47
852352,61,6425201,2015-01-06 16:34:43,0:27:46
852328,160,1069731,2015-01-06 17:14:10,0:07:08
917315,85,2474718,2015-01-06 17:25:06,0:36:46
682880,392,718254,2015-01-06 17:53:13,0:54:36
638693,116,4724711,2015-01-06 17:58:50,0:24:32
208153,115,2380823,2015-01-06 18:03:00,0:47:08
781819,143,5062382,2015-01-06 18:28:28,0:05:35
315644,77,5692273,2015-01-06 18:32:33,0:48:47
225178,166,978794,2015-01-06 19:28:14,0:06:48
487236,420,5062814,2015-01-06 19:49:10,0:49:47
225733,394,4718345,2015-01-06 20:28:24,0:32:26
327047,85,3475847,2015-01-06 21:10:22,0:23:04
191797,89,5625143,2015-01-06 21:39:06,0:09:08
826577,384,1820119,2015-01-06 22:04:31,0:31:01
817477,240,4778316,2015-01-06 22:57:56,0:07:57
231948,309,5039540,2015-01-06 23:57:28,0:52:56
519735,442,4383362,2015-01-07 00:37:11,0:15:44
883252,299,2425438,2015-01-07 00:55:53,0:00:35
408523,210,2397647,2015-01-07 01:10:47,0:33:00
200688,80,5886306,2015-01-07 01:52:40,0:05:56
172555,304,2568407,2015-01-07 02:45:14,0:31:50
412064,103,1552180,2015-01-07 02:54:28,0:18:40
925217,68,6652917,2015-01-07 03:02:30,0:04:16
619738,303,6192979,2015-01-07 03:42:13,0:37:27
339524,421,3107421,2015-01-07 04:39:07,0:50:03
750955,195,2380823,2015-01-07 05:28:15,0:21:29
601633,117,1694306,2015-01-07 05:53:49,0:46:33
949985,222,2287968,2015-01-07 05:56:08,0:47:13
641389,208,5949860,2015-01-07 06:08:24,0:05:07
871006,478,5198117,2015-01-07 07:04:11,0:31:59
706286,318,1655008,2015-01-07 07:43:14,0:28:59
693763,198,1581590,2015-01-07 08:01:24,0:18:41
264770,10,3759209,2015-01-07 08:24:12,0:33:07
456436,356,1827442,2015-01-07 08:53:48,0:54:24
793505,169,6562980,2015-01-07 09:28:36,0:39:32
953642,87,5678607,2015-01-07 09:59:17,0:17:37
219047,253,951710,2015-01-07 10:13:24,0:23:56
716230,124,2397647,2015-01-07 10:14:51,0:12:02
814931,157,2137198,2015-01-07 10:58:29,0:21:10
601927,387,6233479,2015-01-07 11:54:53,0:56:13
512128,207,5200749,2015-01-07 12:03:34,0:07:15
613408,195,2149707,2015-01-07 12:19:06,0:38:15
638693,148,5608896,2015-01-07 13:08:21,0:53:57
464891,258,2527227,2015-01-07 13:44:08,0:56:38
220420,136,3912192,2015-01-07 13:54:33,0:47:39
819111,84,3794570,2015-01-07 14:02:57,0:09:09
601927,97,3912192,2015-01-07 14:37:34,0:23:24
299520,151,4570319,2015-01-07 15:24:38,0:57:03
906609,49,6205980,2015-01-07 15:59:25,0:40:35
517645,398,6609930,2015-01-07 16:28:32,0:34:07
556033,400,4748400,2015-01-07 16:40:43,0:07:06
581364,460,3662497,2015-01-07 17:12:57,0:36:07
123562,344,938303,2015-01-07 18:05:50,0:57:49
638911,91,2167133,2015-01-07 18:24:12,0:51:44
539227,63,6517011,2015-01-07 19:07:30,0:31:57
613185,364,6470090,2015-01-07 19:30:52,0:00:24
98449,469,2281475,2015-01-07 19:53:46,0:04:13
872332,251,5215801,2015-01-07 20:52:43,0:15:48
308658,355,4315976,2015-01-07 21:45:24,0:13:52
178685,373,4095365,2015-01-07 22:07:02,0:46:15
942442,257,6628531,2015-01-07 22:31:58,0:35:54
291994,44,854939,2015-01-07 23:22:57,0:17:45
456436,120,4171238,2015-01-08 00:20:35,0:07:53
931183,38,1868499,2015-01-08 01:03:39,0:15:24
157584,409,2600230,2015-01-08 01:58:39,0:13:59
947999,144,3905977,2015-01-08 02:41:13,0:23:38
892546,240,768174,2015-01-08 02:45:38,0:57:28
680273,498,3041558,2015-01-08 03:38:41,0:09:16
581969,245,1581331,2015-01-08 03:45:51,0:23:25
470529,426,4977017,2015-01-08 03:54:25,0:47:15
134514,390,2183408,2015-01-08 04:43:31,0:25:50
852328,371,6795286,2015-01-08 05:43:15,0:59:43
431378,77,1574934,2015-01-08 06:07:29,0:37:12
232443,20,5201457,2015-01-08 06:14:06,0:44:15
875439,275,1047648,2015-01-08 06:22:16,0:38:22
321117,295,2099426,2015-01-08 06:50:38,0:44:15
685615,488,3664967,2015-01-08 07:19:00,0:48:26
599462,31,1926751,2015-01-08 08:04:06,0:15:12
360869,25,6504984,2015-01-08 08:27:33,0:04:18
119460,347,4676159,2015-01-08 09:22:11,0:09:18
149578,165,1468393,2015-01-08 10:10:28,0:24:51
618568,361,2007918,2015-01-08 10:28:44,0:18:59
241404,485,1202125,2015-01-08 11:15:54,0:22:13
784524,413,3045647,2015-01-08 12:09:17,0:29:31
136838,68,2433210,2015-01-08 12:44:41,0:45:00
512604,295,6031374,2015-01-08 13:34:59,0:49:03
411464,309,1131420,2015-01-08 14:27:57,0:13:31
136015,101,2287968,2015-01-08 14:50:09,0:12:38
373318,81,5054622,2015-01-08 15:27:59,0:10:51
410444,239,4801681,2015-01-08 16:20:00,0:20:02
494514,68,3053681,2015-01-08 16:46:53,0:32:27
858436,165,6766927,2015-01-08 17:09:44,0:51:08
952376,377,6156058,2015-01-08 18:01:09,0:34:03
917041,498,1209736,2015-01-08 18:57:13,0:26:10
325262,467,1802879,2015-01-08 19:48:54,0:41:59
131393,453,2691771,2015-01-08 20:06:57,0:34:48
681209,180,6205980,2015-01-08 20:09:44,0:43:45
698469,398,3275573,2015-01-08 20:21:11,0:44:11
806987,307,4989502,2015-01-08 20:23:55,0:29:48
505876,138,2495895,2015-01-08 20:52:20,0:31:14
933156,12,1938689,2015-01-08 21:27:54,0:59:19
205381,144,3905977,2015-01-08 22:00:42,0:28:33
278360,65,900283,2015-01-08 22:23:59,0:31:09
439819,326,2818420,2015-01-08 22:52:50,0:23:51
644096,280,1257557,2015-01-08 23:23:00,0:48:00
205775,89,5533818,2015-01-08 23:52:00,0:01:58
408523,190,6005639,2015-01-09 00:46:44,0:30:14
790781,309,4765910,2015-01-09 01:24:05,0:51:14
165305,436,2937675,2015-01-09 01:54:28,0:30:40
100684,60,2256441,2015-01-09 02:52:00,0:58:59
96249,344,6806482,2015-01-09 03:15:01,0:27:24
805210,15,2063173,2015-01-09 03:48:58,0:45:44
119792,455,6196742,2015-01-09 04:12:53,0:54:00
804201,488,2550866,2015-01-09 04:49:12,0:28:04
371132,79,3253465,2015-01-09 05:28:20,0:47:51
132368,96,3854866,2015-01-09 06:08:40,0:34:24
678161,100,931055,2015-01-09 06:50:03,0:11:59
571370,96,1061493,2015-01-09 07:20:23,0:25:58
277417,381,3928459,2015-01-09 08:11:54,0:46:48
520229,26,3827065,2015-01-09 08:34:47,0:36:19
817107,239,1762802,2015-01-09 09:14:13,0:34:24
470030,289,1176168,2015-01-09 10:04:58,0:54:23
561296,483,3282404,2015-01-09 10:09:39,0:22:19
893389,449,1890363,2015-01-09 10:11:15,0:53:04
875439,162,4694312,2015-01-09 10:26:48,0:52:29
805210,198,5823278,2015-01-09 11:02:36,0:16:05
660506,189,6910000,2015-01-09 11:47:06,0:29:25
126337,433,6649288,2015-01-09 12:12:27,0:54:19
96840,67,5605479,2015-01-09 12:40:59,0:52:28
331833,159,4012380,2015-01-09 13:33:54,0:52:22
895839,257,721707,2015-01-09 14:21:42,0:10:59
353596,352,3854703,2015-01-09 14:30:21,0:09:35
823355,173,5712747,2015-01-09 15:05:51,0:08:03
541833,76,5708904,2015-01-09 15:33:15,0:45:52
957997,61,5439401,2015-01-09 16:29:05,0:57:14
819111,197,2403416,2015-01-09 16:49:06,0:56:22
739300,195,1350788,2015-01-09 17:32:58,0:43:52
895839,401,1819237,2015-01-09 17:57:31,0:07:42
819111,155,6272858,2015-01-09 18:02:49,0:52:01
564884,326,4841593,2015-01-09 18:12:44,0:42:57
561296,432,4935291,2015-01-09 18:41:14,0:53:59
224422,408,6597741,2015-01-09 19:40:37,0:07:24
484182,341,1453403,2015-01-09 20:20:29,0:26:11
241404,482,1718565,2015-01-09 20:44:06,0:23:36
350035,365,5877407,2015-01-09 21:19:01,0:30:04
283140,54,1971187,2015-01-09 21:34:09,0:44:35
131191,48,5779869,2015-01-09 21:37:18,0:12:56
623888,495,6789901,2015-01-09 22:34:27,0:16:03
200688,348,2637241,2015-01-09 23:09:37,0:11:57
563515,83,2818692,2015-01-10 00:06:51,0:37:14
905706,298,3501397,2015-01-10 00:28:09,0:53:08
757865,284,1143419,2015-01-10 00:37:10,0:07:56
726073,63,4802250,2015-01-10 01:01:35,0:24:11
957161,76,2207246,2015-01-10 01:23:17,0:12:29
867078,37,3994054,2015-01-10 01:24:53,0:30:14
638911,96,4754505,2015-01-10 01:30:42,0:48:31
601920,241,4825264,2015-01-10 01:32:47,0:17:26
267733,324,2063667,2015-01-10 01:42:59,0:44:01
157584,313,4069728,2015-01-10 01:54:45,0:48:34
223964,306,1571259,2015-01-10 02:04:39,0:46:03
185759,321,1323143,2015-01-10 02:35:01,0:11:52
534300,181,6413664,2015-01-10 03:31:18,0:48:02
581364,314,4728585,2015-01-10 04:23:13,0:14:26
220240,357,2797667,2015-01-10 05:20:12,0:35:19
152304,316,6766918,2015-01-10 05:30:06,0:19:58
452474,131,6833838,2015-01-10 06:16:22,0:49:39
241404,116,5265900,2015-01-10 07:12:20,0:26:16
297653,144,961870,2015-01-10 07:40:39,0:10:00
907535,435,3020776,2015-01-10 07:50:27,0:04:33
437181,106,6328722,2015-01-10 08:37:26,0:46:28
204180,118,2484208,2015-01-10 08:52:36,0:50:06
881695,241,5191957,2015-01-10 09:07:04,0:16:05
694183,47,6894256,2015-01-10 09:54:07,0:40:18
537543,91,6007598,2015-01-10 10:33:33,0:37:54
553784,18,3153647,2015-01-10 11:02:23,0:40:45
96249,167,6079288,2015-01-10 11:16:05,0:59:16
792996,407,1101970,2015-01-10 12:12:17,0:03:55
744291,85,4608500,2015-01-10 12:38:45,0:46:18
233577,34,5698838,2015-01-10 12:53:32,0:58:05
156341,384,2547483,2015-01-10 13:50:14,0:43:59
706286,409,3978553,2015-01-10 13:54:33,0:45:33
886132,242,5215801,2015-01-10 14:29:35,0:37:21
571364,91,3106730,2015-01-10 14:38:38,0:42:08
213269,392,2624764,2015-01-10 15:25:36,0:15:03
918924,96,6823293,2015-01-10 16:05:57,0:08:45
740078,346,3420520,2015-01-10 16:33:13,0:59:52
631749,258,6383397,2015-01-10 16:54:42,0:33:24
544861,282,6233479,2015-01-10 17:40:26,0:05:01
740078,104,5420152,2015-01-10 18:30:02,0:55:27
449172,406,5888952,2015-01-10 18:54:00,0:22:47
299033,219,3475847,2015-01-10 19:17:31,0:29:13
648234,51,1671859,2015-01-10 19:50:48,0:47:18
302149,108,6011650,2015-01-10 20:32:21,0:40:22
900334,206,2519719,2015-01-10 20:49:21,0:58:32
887875,348,3437322,2015-01-10 21:40:39,0:28:21
792366,213,4941698,2015-01-10 22:14:45,0:35:04
572046,96,4386117,2015-01-10 22:17:11,0:04:02
510420,109,1720574,2015-01-10 22:47:50,0:23:56
658036,99,5905233,2015-01-10 23:25:13,0:57:01
893389,395,2460963,2015-01-11 00:01:33,0:46:44
685615,201,6436805,2015-01-11 00:17:55,0:34:42
200688,414,5387116,2015-01-11 00:37:46,0:11:00
509348,11,4052740,2015-01-11 01:10:49,0:34:30
678161,93,6883304,2015-01-11 02:02:46,0:56:15
573810,411,2918467,2015-01-11 02:58:52,0:51:33
905706,267,3259399,2015-01-11 03:07:29,0:18:31
589319,498,3841983,2015-01-11 04:06:48,0:32:51
325946,246,6445611,2015-01-11 04:58:18,0:11:01
895839,371,1819237,2015-01-11 05:00:55,0:20:18
444482,229,5596689,2015-01-11 05:54:39,0:11:36
653321,141,5155364,2015-01-11 06:47:39,0:08:08
708168,122,6371080,2015-01-11 07:00:50,0:41:58
932281,449,5509157,2015-01-11 07:50:57,0:04:37
332018,439,4555206,2015-01-11 08:32:43,0:41:27
880137,384,2413778,2015-01-11 09:26:37,0:47:34
411464,392,5551030,2015-01-11 09:43:56,0:16:25
724380,333,6939829,2015-01-11 10:09:46,0:43:40
910568,343,4370529,2015-01-11 10:18:54,0:43:14
764821,61,3053217,2015-01-11 10:28:48,0:03:33
774151,43,3756136,2015-01-11 10:43:06,0:08:40
302708,464,2715701,2015-01-11 11:03:08,0:18:11
364673,113,5583575,2015-01-11 11:24:33,0:10:35
544078,218,2362530,2015-01-11 11:36:23,0:53:23
98459,166,1752062,2015-01-11 12:03:40,0:53:15
409943,479,1953445,2015-01-11 12:49:34,0:02:49
919782,233,3547785,2015-01-11 13:35:50,0:39:25
570351,29,772237,2015-01-11 14:30:58,0:08:31
251440,469,995504,2015-01-11 15:03:43,0:43:35
739300,288,2163058,2015-01-11 16:02:08,0:52:13
441791,9,5112648,2015-01-11 16:48:01,0:18:25
520750,76,2737057,2015-01-11 17:11:25,0:44:52
299520,296,3361078,2015-01-11 17:26:52,0:42:29
408115,193,5200918,2015-01-11 17:29:08,0:16:39
204834,263,6264197,2015-01-11 18:22:51,0:31:05
649580,175,3088341,2015-01-11 18:49:14,0:58:49
